FID,Join_Count,TARGET_FID,Fatalities,PedFatalit,BikeFatali,MVOFatalit,YR,NODEID,nodeX,nodeY,STREET1,STREET2
1031,1,1031,1,1,0,0,2012,20332,982700.4726,208200.3546,JANE STREET,HUDSON STREET
1032,1,1032,1,1,0,0,2012,19413,993927.9564,196359.8865,CLYMER STREET,JULIANA PLACE
1033,1,1033,1,1,0,0,2012,24835,1000971.056,154076.8064,AVENUE Z,NOSTRAND AVENUE
1034,1,1034,1,1,0,0,2012,7842,953080.9196,151067.3603,LINCOLN AVENUE,RICHMOND ROAD
1035,1,1035,1,1,0,0,2012,52755,1024471.434,243118.5611,OLMSTEAD AVENUE,WESTCHESTER AVENUE
1036,1,1036,1,1,0,0,2012,49370,1010758.726,269686.8997,RIVERDALE AVENUE,WEST 259 STREET
1037,1,1037,1,0,0,1,2012,58828,1044679.966,209851.4898,PECK AVENUE,HORACE HARDING EXPRESSWAY SR N
1038,1,1038,1,1,0,0,2012,32492,1025245.701,192030.5779,JAMAICA AVENUE,WOODHAVEN BOULEVARD
1039,1,1039,1,0,1,0,2012,24151,997287.6114,233492.6062,ST NICHOLAS AVENUE,WEST 121 STREET
1040,1,1040,2,1,0,1,2012,26998,1005934.31,185912.9852,RALPH AVENUE,ATLANTIC AVENUE
1041,1,1041,1,1,0,0,2012,61825,1053670.391,211431.5982,CLOVERDALE BOULEVARD,67 AVENUE
1042,1,1042,1,1,0,0,2012,44171,1008109.879,244858.0031,EAST 170 STREET,GRAND CONCOURSE
1043,1,1043,1,1,0,0,2012,20398,983383.1251,204650.0799,WEST HOUSTON STREET,AVENUE OF THE AMERICAS
1044,1,1044,1,1,0,0,2012,27368,1000138.314,199663.023,METROPOLITAN AVENUE,HUMBOLDT STREET
1045,1,1045,1,0,0,1,2012,48995,1015266.21,257032.2927,GRAND CONCOURSE,BEDFORD PARK BOULEVARD
1046,1,1046,1,1,0,0,2012,21002,989541.5741,208109.0064,2 AVENUE,EAST 23 STREET
1047,1,1047,1,1,0,0,2012,47262,1011628.888,235191.9007,TIMPSON PLACE,AVENUE ST JOHN
1048,1,1048,1,1,0,0,2012,26863,1003358.212,182945.2549,UTICA AVENUE,EASTERN PARKWAY
1049,1,1049,1,1,0,0,2012,8484,950606.2825,161114.44,MANOR ROAD,SCHMIDTS LANE
1050,1,1050,1,1,0,0,2012,31858,1027186.045,187352.1949,94 STREET,ROCKAWAY BOULEVARD
1051,1,1051,1,1,0,0,2012,21816,990208.6757,207710.1424,1 AVENUE,EAST 23 STREET
1052,1,1052,1,1,0,0,2012,18402,998608.3338,171942.4363,NOSTRAND AVENUE,FOSTER AVENUE
1053,1,1053,1,0,0,1,2012,27803,1006461.884,190853.9235,BUSHWICK AVENUE,PALMETTO STREET
1054,1,1054,1,0,1,0,2012,40817,1003201.733,207729.5387,GREENPOINT AVENUE,BORDEN AVENUE
1055,1,1055,1,1,0,0,2011,20822,987172.4252,207416.7703,EAST 16 STREET,UNION SQUARE EAST
1056,1,1056,1,0,0,1,2011,18158,994244.1992,175757.4907,EAST 17 STREET,CHURCH AVENUE
1057,1,1057,1,0,0,1,2011,23493,994536.7934,224035.3555,86 ST TRANSVERSE,EAST DRIVE
1058,1,1058,1,0,0,1,2011,26938,1004348.647,186025.1798,ATLANTIC AVENUE,ROCHESTER AVENUE
1059,1,1059,1,1,0,0,2011,26344,1005454.156,176287.4044,SNYDER AVENUE,KINGS HIGHWAY
1060,1,1060,1,0,0,1,2011,100974,1008271.762,232249.6694,RFK BRIDGE BRONX ENTRANCE RAMP,EAST 137 STREET
1061,1,1061,1,1,0,0,2011,44702,1008464.436,253274.1247,WEST FORDHAM ROAD,MAJOR DEEGAN EP NB EN W FORDHAM
1062,1,1062,1,1,0,0,2011,54415,1025287.378,267952.0147,WHITE PLAINS ROAD,EAST 240 STREET
1063,1,1063,1,0,0,1,2011,53158,1028439.805,241280.4384,BRUCKNER BOULEVARD,BRUCKNER EXPRESSWAY
1064,1,1064,1,0,0,1,2011,33773,1032184.939,181424.044,NASSAU EXPRESSWAY,SOUTH CONDUIT AVENUE
1065,1,1065,1,0,1,0,2011,34626,1032638.79,198725.7414,QUEENS BOULEVARD,83 AVENUE
1066,1,1066,1,0,0,1,2011,30347,1016921.705,191403.3581,JACKIE ROBINSON PKWY ET 3 EB,HIGHLAND PARK GREENWAY
1067,1,1067,2,0,0,2,2011,43961,1006261.294,242011.9363,EAST 165 STREET,GRAND CONCOURSE
1068,1,1068,1,1,0,0,2011,12522,985665.5943,147989.5879,WEST 29 STREET,SURF AVENUE
1069,1,1069,1,1,0,0,2011,12827,985910.4822,155557.2628,BAY 37 STREET,HARWAY AVENUE
1070,1,1070,1,1,0,0,2011,21430,987419.0849,219486.6113,WEST 57 STREET,10 AVENUE
1071,1,1071,1,1,0,0,2011,37201,1042636.657,195044.5972,104 AVENUE,168 PLACE
1072,1,1072,1,1,0,0,2011,35279,1039868.083,191837.1367,108 AVENUE,SUTPHIN BOULEVARD
1073,1,1073,1,1,0,0,2011,54537,1027767.389,263627.4698,BAYCHESTER AVENUE,STRANG AVENUE
1074,1,1074,1,1,0,0,2011,36952,1049477.062,187565.8264,ANDERSON ROAD,MERRICK BOULEVARD
1075,1,1075,1,1,0,0,2011,52832,1025146.275,244015.7673,STARLING AVENUE,CASTLE HILL AVENUE
1076,1,1076,1,1,0,0,2011,16583,993522.9601,152253.1847,OCEAN PARKWAY,SHORE PARKWAY
1077,1,1077,1,0,1,0,2011,26288,1004313.007,177549.0948,LINDEN BOULEVARD,EAST 53 STREET
1078,1,1078,1,0,0,1,2011,31385,1022682.95,182649.7243,FORBELL STREET,LORING AVENUE
1079,1,1079,1,1,0,0,2011,48067,1013486.893,249662.1011,BATHGATE AVENUE,EAST 181 STREET
1080,1,1080,1,1,0,0,2011,19655,996167.7317,193934.4291,FLUSHING AVENUE,BEDFORD AVENUE
1081,1,1081,1,1,0,0,2011,43047,1007921.287,232776.3219,EAST 138 STREET,CYPRESS AVENUE
1082,1,1082,1,1,0,0,2011,52823,1025706.324,241096.3115,CHATTERTON AVENUE,CASTLE HILL AVENUE
1083,1,1083,1,1,0,0,2011,42937,1005537.506,236831.4841,EAST 148 STREET,MORRIS AVENUE
1084,1,1084,1,1,0,0,2011,47849,1011595.486,244670.9435,CLAREMONT PARKWAY,3 AVENUE
1085,1,1085,1,1,0,0,2011,48931,1014703.17,256087.2129,EAST 198 STREET,VALENTINE AVENUE
1086,1,1086,1,0,0,1,2011,6623,947525.1305,167502.5732,ORDELL AVENUE,FOREST AVENUE
1087,1,1087,1,1,0,0,2011,18819,995159.0198,180082.1507,FLATBUSH AVENUE,WASHINGTON AVENUE
1088,1,1088,1,1,0,0,2011,46407,1012811.097,214910.9971,32 AVENUE,70 STREET
1089,1,1089,1,1,0,0,2011,18319,996375.2444,177931.1609,BEDFORD AVENUE,CLARKSON AVENUE
1090,1,1090,1,0,0,1,2011,872,920247.1408,131603.7293,VETERANS ROAD GREENWAY,TYRELLAN AVENUE
1091,1,1091,1,1,0,0,2011,14054,984478.7758,173183.5589,46 STREET,9 AVENUE
1092,1,1092,1,1,0,0,2011,37523,1045792.972,199502.5705,184 STREET,HILLSIDE AVENUE
1093,1,1093,1,1,0,0,2011,24148,997784.0605,232620.1313,ADAM C POWELL BOULEVARD,WEST 119 STREET
1094,1,1094,1,1,0,0,2011,26002,1009037.335,169115.8902,PAERDEGAT 4 STREET,PAERDEGAT AVENUE NORTH
1095,1,1095,1,1,0,0,2011,49753,1020933.059,202589.2307,WOODHAVEN BOULEVARD,PENELOPE AVENUE
1096,1,1096,1,0,0,1,2011,24330,997849.6903,241051.5412,WEST 147 STREET,RIVERSIDE DRIVE
1097,1,1097,1,0,0,1,2011,38132,1055342.028,156531.5554,SEAGIRT AVENUE,BEACH 9 STREET
1098,1,1098,1,1,0,0,2011,55637,1033237.384,215555.7632,BOWNE STREET,SANFORD AVENUE
1099,1,1099,1,1,0,0,2011,22711,992481.9189,219090.3916,EAST 65 STREET,5 AVENUE
1100,1,1100,1,1,0,0,2011,42527,1001112.003,238627.7009,ADAM C POWELL BOULEVARD,WEST 145 STREET
1101,1,1101,1,1,0,0,2011,42495,1001575.474,232338.6026,LEXINGTON AVENUE,EAST 125 STREET
1102,1,1102,1,1,0,0,2011,50721,1020968.19,215260.8586,NORTHERN BOULEVARD,101 STREET
1103,1,1103,1,1,0,0,2011,49508,1012885.034,268830.484,BROADWAY,MOSHOLU AVENUE
1104,1,1104,1,0,0,1,2011,42962,1006319.903,231810.648,EAST 132 STREET,ST ANNS AVENUE
1105,1,1105,1,1,0,0,2011,22743,993350.2147,214988.3726,2 AVENUE,EAST 53 STREET
1106,1,1106,1,1,0,0,2011,25711,1005319.718,161091.2871,COLEMAN STREET,AVENUE U
1107,1,1107,1,1,0,0,2011,26216,1003617.037,176136.2137,UTICA AVENUE,SNYDER AVENUE
1108,1,1108,1,1,0,0,2011,13799,980416.3233,173081.7779,56 STREET,5 AVENUE
1109,1,1109,1,1,0,0,2011,14644,984431.1512,184203.4414,LORRAINE STREET,SMITH STREET
1110,1,1110,1,0,0,1,2011,8720,953888.4082,163190.8725,VICTORY BOULEVARD,MARX STREET
1111,1,1111,1,1,0,0,2011,21627,987524.5636,221533.8644,WEST 64 STREET,WEST END AVENUE
1112,1,1112,1,0,1,0,2011,50787,1021198.236,212411.2475,99 STREET,39 AVENUE
1113,1,1113,1,1,0,0,2011,48656,1011924.58,251675.4632,GRAND CONCOURSE,EAST 183 STREET
1114,1,1114,1,1,0,0,2011,22209,997925.4316,204873.2124,MC GUINNESS BOULEVARD,CALYER STREET
1115,1,1115,1,1,0,0,2011,41329,1000090.995,214734.3901,12 STREET,40 AVENUE
1116,1,1116,1,0,0,1,2011,39015,1053117.111,182159.7614,225 STREET,NORTH CONDUIT AVENUE
1117,1,1117,1,1,0,0,2011,21360,986932.9343,216750.5931,9 AVENUE,WEST 47 STREET
1118,1,1118,1,1,0,0,2011,12151,978525.1069,173239.0479,60 STREET,3 AVENUE
1119,1,1119,1,1,0,0,2011,28598,1010857.42,171942.1083,AVENUE J,REMSEN AVENUE
1120,1,1120,1,1,0,0,2011,19515,994704.1585,197921.993,BROADWAY,DRIGGS AVENUE
1121,1,1121,1,0,0,1,2011,27139,1007236.656,187965.3958,SARATOGA AVENUE,BAINBRIDGE STREET
1122,1,1122,1,1,0,0,2011,17464,994695.5332,161513.117,AVENUE P,CONEY ISLAND AVENUE
1123,1,1123,1,1,0,0,2011,53451,1021218.721,254612.4291,ALLERTON AVENUE,CRUGER AVENUE
1124,1,1124,1,1,0,0,2011,18254,995387.1723,178144.3692,FLATBUSH AVENUE,PARKSIDE AVENUE
1125,1,1125,1,1,0,0,2011,55327,1039633.388,202726.3699,168 STREET,UNION TURNPIKE
1126,1,1126,1,0,0,1,2011,21194,984928.4074,211276.2081,8 AVENUE,WEST 25 STREET
1127,1,1127,1,0,0,1,2011,17424,993917.8707,166897.2135,AVENUE J,CONEY ISLAND AVENUE
1128,1,1128,1,0,0,1,2011,18303,996980.3909,174885.419,LOTT STREET,TILDEN AVENUE
1129,1,1129,1,1,0,0,2011,52814,1025893.967,240048.6463,STORY AVENUE,CASTLE HILL AVENUE
1130,1,1130,1,0,0,1,2011,45548,1014630.453,203680.7479,71 STREET,QUEENS MIDTOWN EXPRESSWAY SR S
1131,1,1131,1,1,0,0,2011,54548,1027072.774,266004.2167,BAYCHESTER AVENUE,PITMAN AVENUE
1132,1,1132,1,1,0,0,2011,29661,1017313.919,184899.6407,PITKIN AVENUE,SHEPHERD AVENUE
1133,1,1133,1,1,0,0,2011,17673,997377.0863,160189.2089,AVENUE R,OCEAN AVENUE
1134,1,1134,1,1,0,0,2011,5709,947659.8743,159937.9561,WESTWOOD AVENUE,BRADLEY AVENUE
1135,1,1135,1,0,1,0,2011,27714,1004672.865,199430.8187,METROPOLITAN AVENUE,GARDNER AVENUE
1136,1,1136,1,0,1,0,2011,13149,989586.4723,157307.5119,WEST 9 STREET,AVENUE T
1137,1,1137,1,0,1,0,2011,27519,1002826.075,197706.9639,MESEROLE STREET,MORGAN AVENUE
1138,1,1138,1,1,0,0,2011,48188,1015306.463,244373.6934,EAST 174 STREET,BOSTON ROAD
1139,1,1139,1,0,1,0,2011,13911,982911.7809,170106.7051,59 STREET,FT HAMILTON PARKWAY
1140,1,1140,1,1,0,0,2011,46150,1019879.997,209783.6356,CORONA AVENUE,93 STREET
1141,1,1141,1,0,1,0,2011,23725,998908.1003,224999.7069,2 AVENUE,EAST 96 STREET
1142,1,1142,1,1,0,0,2011,3785,937477.8583,165774.2538,GOETHALS ROAD NORTH,SOUTH AVENUE
1143,1,1143,1,0,0,1,2011,29025,1017514.04,174793.677,FREEPORT LOOP,PENNSYLVANIA AVENUE
1144,1,1144,1,0,1,0,2011,27751,1005578.224,194023.4837,STOCKHOLM STREET,WILSON AVENUE
1145,1,1145,1,1,0,0,2011,20566,985086.14,200331.5715,ELIZABETH STREET,CANAL STREET
1146,1,1146,1,0,1,0,2011,19713,996698.3606,198166.2117,BORINQUEN PLACE,RODNEY STREET
1147,1,1147,2,0,0,2,2011,49099,1017243.614,251457.9998,SOUTHERN BOULEVARD,EAST FORDHAM ROAD
1148,1,1148,1,0,1,0,2011,21197,984639.4907,212609.6339,9 AVENUE,WEST 29 STREET
1149,1,1149,1,0,0,1,2011,14083,984639.074,179699.9927,4 AVENUE,26 STREET
1150,1,1150,1,0,0,1,2011,4464,944585.2348,138025.1823,HILLSIDE TERRACE,HYLAN BOULEVARD
1151,1,1151,1,0,1,0,2011,42439,1000233.777,233081.3114,WEST 125 STREET,5 AVENUE
1152,1,1152,1,1,0,0,2011,14187,987443.0513,173158.3427,12 AVENUE,39 STREET
1153,1,1153,1,0,0,1,2011,43022,1007137.424,231364.4218,EAST 132 STREET,CYPRESS AVENUE
1154,1,1154,1,1,0,0,2011,42071,1001478.768,229652.6799,2 AVENUE,EAST 116 STREET
1155,1,1155,1,0,0,1,2011,39818,1052180.036,195470.3214,201 STREET,112 AVENUE
1156,1,1156,1,1,0,0,2011,38584,1056439.328,179734.5103,145 AVENUE,243 STREET
1157,1,1157,1,1,0,0,2011,26476,1007389.53,173166.2295,FOSTER AVENUE,EAST 83 STREET
1158,1,1158,1,1,0,0,2011,45814,1016717.683,209952.6084,82 STREET,BROADWAY
1159,1,1159,2,1,0,1,2011,41315,1000801.312,212879.8761,RAMP,QUEENS PLAZA NORTH
1160,1,1160,1,0,1,0,2011,20247,982965.1699,202085.1471,CANAL STREET,WEST BROADWAY
1161,1,1161,1,0,0,1,2011,17663,996289.1911,169020.4465,CAMPUS ROAD,AVENUE H
1162,1,1162,1,1,0,0,2011,48963,1015381.321,252482.335,BATHGATE AVENUE,EAST FORDHAM ROAD
1163,1,1163,1,0,1,0,2011,33372,1033769.142,163340.7442,CROSS BAY BOULEVARD,EAST 1 ROAD
1164,1,1164,1,0,1,0,2011,25734,1005426.178,163999.9063,EAST 53 STREET,AVENUE O
1165,1,1165,1,0,0,1,2011,38956,1052248.061,186359.3196,136 AVENUE,SPRINGFIELD BOULEVARD
1166,1,1166,1,1,0,0,2011,27376,1000545.702,199668.9416,METROPOLITAN AVENUE,ORIENT AVENUE
1167,1,1167,1,0,0,1,2011,43131,1008189.86,232299.3248,EAST 137 STREET,BRUCKNER BOULEVARD
1168,1,1168,1,0,0,1,2011,34191,1037753.461,188732.2873,VAN WYCK EXPRESSWAY SR WEST,LINCOLN STREET
1169,1,1169,1,0,0,1,2011,11881,979822.1811,164796.952,11 AVENUE,82 STREET
1170,1,1170,1,1,0,0,2011,23714,998787.6313,223251.1576,1 AVENUE,EAST 90 STREET
1171,1,1171,1,1,0,0,2011,17422,993641.1229,166857.1414,AVENUE J,EAST 10 STREET
1172,1,1172,1,1,0,0,2011,43300,1009516.245,239520.0646,EAST 163 STREET,3 AVENUE
1173,1,1173,1,1,0,0,2011,55114,1036879.158,202753.8337,77 ROAD,PARSONS BOULEVARD
1174,1,1174,1,1,0,0,2011,21311,985015.9565,218404.2611,12 AVENUE,WEST 49 STREET
1175,1,1175,1,1,0,0,2011,54851,1032612.615,209907.0015,MAIN STREET,HORACE HARDING EXPRESSWAY SR N
1176,1,1176,1,1,0,0,2011,13607,987852.8865,160069.9407,STILLWELL AVENUE,KINGS HIGHWAY
1177,1,1177,1,0,0,1,2011,26232,1003371.251,179118.862,UTICA AVENUE,WINTHROP STREET
1178,1,1178,1,1,0,0,2011,24010,995800.9168,234613.4885,AMSTERDAM AVENUE,MORNINGSIDE DRIVE
1179,1,1179,1,1,0,0,2011,41741,1006472.045,218416.8299,NEWTOWN AVENUE,33 STREET
1180,1,1180,1,0,0,1,2011,17921,991436.5965,170982.5433,EAST 5 STREET,DITMAS AVENUE
1181,1,1181,1,0,0,1,2011,7504,954221.7113,147737.8561,BURBANK AVENUE,HYLAN BOULEVARD
1182,1,1182,1,0,0,1,2011,25695,1004273.198,168142.7622,AVENUE J,UTICA AVENUE
1183,1,1183,1,0,0,1,2011,32594,1026495.613,197377.9061,72 ROAD,UNION TURNPIKE
1184,1,1184,1,1,0,0,2011,52581,1022116.957,243713.3007,WHITE PLAINS ROAD,WOOD AVENUE
1185,1,1185,1,1,0,0,2011,58792,1044383.067,206450.345,73 AVENUE,188 STREET
1186,1,1186,1,1,0,0,2011,26756,1001821.933,183054.133,TROY AVENUE,EASTERN PARKWAY
1187,1,1187,1,1,0,0,2011,23426,992718.3817,229049.8136,WEST 98 STREET,AMSTERDAM AVENUE
1188,1,1188,1,1,0,0,2011,15811,986206.1903,199344.3195,EAST BROADWAY,PIKE STREET
1189,1,1189,1,1,0,0,2011,32545,1026173.435,190024.3713,ATLANTIC AVENUE,WOODHAVEN BOULEVARD
1190,1,1190,1,1,0,0,2011,33852,1033939.456,183624.1121,LEFFERTS BOULEVARD,135 AVENUE
1191,1,1191,1,0,0,1,2011,26445,1006219.929,178956.7265,LENOX ROAD,KINGS HIGHWAY
1192,1,1192,1,1,0,0,2011,23637,997979.6051,220318.7513,YORK AVENUE,EAST 79 STREET
1193,1,1193,1,1,0,0,2011,23336,991569.4699,223262.7487,CPW 77 APPROACH,CENTRAL PARK WEST
1194,1,1194,1,0,0,1,2011,21235,984643.2636,217724.5413,WEST 46 STREET,12 AVENUE
1195,1,1195,1,1,0,0,2011,4449,944104.9799,137455.7937,HYLAN BOULEVARD,CLEVELAND AVENUE
1196,1,1196,1,0,1,0,2011,27375,1000499.495,199173.5161,AINSLIE STREET,BUSHWICK AVENUE
1197,1,1197,1,1,0,0,2011,46256,1011020.074,210931.8518,ROOSEVELT AVENUE,61 STREET
1198,1,1198,1,0,0,1,2011,53349,1020878.505,251835.873,WHITE PLAINS ROAD,PELHAM PARKWAY NORTH
1199,1,1199,1,1,0,0,2011,24834,1000858.04,154848.5207,AVENUE Y,NOSTRAND AVENUE
1200,1,1200,1,1,0,0,2011,47326,1012222.936,238430.5852,EAST 163 STREET,REV JAMES POLITE AVENUE
1201,1,1201,1,1,0,0,2011,50223,1025447.616,207571.4812,62 ROAD,108 STREET
1202,1,1202,1,1,0,0,2011,43750,1003725.128,249865.3356,AUDUBON AVENUE,WEST 187 STREET
1203,1,1203,1,1,0,0,2011,59083,1049539.503,201275.4541,HILLSIDE AVENUE,198 STREET
1204,1,1204,1,0,0,1,2011,25123,1004466.347,152337.1973,BELT PARKWAY EXIT 9 WESTBOUND,SHORE PARKWAY
1205,1,1205,1,1,0,0,2011,27275,1009448.591,185083.8497,EASTERN PARKWAY,DEAN STREET
1206,1,1206,1,0,0,1,2011,52835,1025712.524,243290.9659,WESTCHESTER AVENUE,GLEBE AVENUE
1207,1,1207,1,0,0,1,2011,21227,984973.7978,216939.5199,11 AVENUE,WEST 44 STREET
1208,1,1208,1,1,0,0,2011,31791,1026705.727,189213.6774,97 AVENUE,WOODHAVEN BOULEVARD
1209,1,1209,1,0,0,1,2011,37931,1050648.281,158466.1349,BEACH CHANNEL DRIVE,DICKENS STREET
1210,1,1210,1,1,0,0,2011,20222,982056.9171,202939.9813,HOLLAND TUNNEL APPROACH,CANAL STREET
1211,1,1211,1,0,0,1,2011,8236,957250.2518,156198.9708,RICHMOND ROAD,BURGHER AVENUE
1212,1,1212,1,0,0,1,2011,49787,1020176.249,206536.0604,QUEENS BOULEVARD,WOODHAVEN BOULEVARD
1213,1,1213,1,1,0,0,2011,48828,1013554.327,253472.6775,EAST KINGSBRIDGE ROAD,EAST FORDHAM ROAD
1214,1,1214,1,1,0,0,2011,22810,994386.6231,215306.5245,1 AVENUE,EAST 56 STREET
1215,1,1215,1,1,0,0,2011,14536,983146.6492,187884.7955,COLUMBIA STREET,SUMMIT STREET
1216,1,1216,1,1,0,0,2011,39435,1058651.106,184873.5319,242 STREET,MERRICK BOULEVARD
1217,1,1217,1,1,0,0,2011,32534,1025581.724,198155.4899,METROPOLITAN AVENUE,71 AVENUE
1218,1,1218,1,1,0,0,2011,21190,984014.9578,211482.3658,9 AVENUE,WEST 24 STREET
1219,1,1219,1,0,0,1,2011,57999,1032817.831,257637.7249,BELLAMY LOOP,CO-OP CITY BOULEVARD
1220,1,1220,1,1,0,0,2011,55574,1032940.045,213238.5073,COLDEN STREET,ELDER AVENUE
1221,1,1221,1,0,1,0,2011,20673,986219.2743,201581.8771,DELANCEY STREET,CHRYSTIE STREET
1222,1,1222,2,0,0,2,2011,45386,1012070.311,209220.5265,BROOKLYN QUEENS EP ET 39 W WB,65 PLACE
1223,1,1223,1,1,0,0,2011,23885,993144.4376,231232.6668,BROADWAY,WEST 106 STREET
1224,1,1224,1,1,0,0,2011,13858,981674.2013,173413.5486,6 AVENUE,52 STREET
1225,1,1225,1,1,0,0,2011,25688,1004330.609,167430.2505,FLATLANDS AVENUE,UTICA AVENUE
1226,1,1226,1,1,0,0,2011,27475,1002212.329,193214.0893,BROADWAY,JEFFERSON STREET
1227,1,1227,1,1,0,0,2011,19505,994962.2289,196856.8967,ROEBLING STREET,LEE AVENUE
1228,1,1228,1,0,0,1,2011,53116,1027857.165,245478.2151,EAST TREMONT AVENUE,WESTCHESTER AVENUE
1229,1,1229,1,0,0,1,2011,41608,1004405.018,216053.6854,34 AVENUE,31 STREET
1230,1,1230,1,0,0,1,2011,25714,1005769.025,161455.8005,FLATBUSH AVENUE,AVENUE U
1231,1,1231,1,1,0,0,2011,19272,992818.3257,190469.5574,DEKALB AVENUE,VANDERBILT AVENUE
1232,1,1232,2,2,0,0,2011,43647,1003966.256,241380.0281,MACOMBS DAM BRIDGE,EAST 161 STREET
1233,1,1233,1,0,0,1,2011,52700,1023853.607,246630.3654,BRONXDALE AVENUE,PIERCE AVENUE
1234,1,1234,1,1,0,0,2011,42535,1002142.749,230804.3508,2 AVENUE,EAST 121 STREET
1235,1,1235,1,1,0,0,2011,17939,991361.2587,173639.5261,OCEAN PARKWAY,BEVERLY ROAD
1236,1,1236,1,0,0,1,2011,19937,999039.35,197134.5602,MESEROLE STREET,LEONARD STREET
1237,1,1237,1,0,0,1,2011,39368,1057872.331,184288.3136,BROOKVILLE BOULEVARD,135 AVENUE
1238,1,1238,1,0,1,0,2011,13750,989283.8712,164034.6274,21 AVENUE,62 STREET
1239,1,1239,1,1,0,0,2011,16999,997077.0344,156179.1841,GRAVESEND NECK ROAD,EAST 17 STREET
1240,1,1240,1,1,0,0,2011,49571,1015858.712,260156.5778,MOSHOLU PARKWAY,PAUL AVENUE
1241,1,1241,1,1,0,0,2011,27746,1005803.926,193018.7744,HARMAN STREET,CENTRAL AVENUE
1242,1,1242,1,1,0,0,2011,16712,994099.7536,157962.6287,AVENUE T,EAST 7 STREET
1243,1,1243,1,1,0,0,2011,20933,988786.0867,208210.5318,EAST 22 STREET,3 AVENUE
1244,1,1244,1,0,0,1,2011,34901,1035656.844,194182.2564,91 AVENUE,VAN WYCK EXPRESSWAY SR EAST
1245,1,1245,1,1,0,0,2011,12688,982536.1881,159288.6136,18 AVENUE,BATH AVENUE
1246,1,1246,1,1,0,0,2011,46109,1019837.448,205692.3249,WETHEROLE STREET,WOODHAVEN BOULEVARD
1247,1,1247,1,1,0,0,2011,12835,985473.7475,157957.2153,BAY PARKWAY,BENSON AVENUE
1248,1,1248,1,0,0,1,2011,26395,1006749.16,172669.1865,EAST 80 STREET,FOSTER AVENUE
1249,1,1249,1,0,1,0,2011,29480,1015937.82,179991.7638,LINDEN BOULEVARD,VAN SICLEN AVENUE
1250,1,1250,1,1,0,0,2011,20770,987520.5217,201065.9532,DELANCEY STREET,ESSEX STREET
1251,1,1251,2,2,0,0,2011,31352,1021331.05,188208.056,ATLANTIC AVENUE,ELDERT LANE
1252,1,1252,1,1,0,0,2011,27732,1005816.502,191335.786,GROVE STREET,BUSHWICK AVENUE
1253,1,1253,1,0,0,1,2011,9560,958597.5323,173946.5298,FILLMORE STREET,FRANKLIN AVENUE
1254,1,1254,1,1,0,0,2011,14010,983973.8621,177570.7154,5 AVENUE,34 STREET
1255,1,1255,1,0,0,1,2011,61224,1054776.658,200226.5127,HEMPSTEAD AVENUE,JAMAICA AVENUE
1256,1,1256,1,1,0,0,2011,43222,1009098.942,231134.8521,WALNUT AVENUE,EAST 135 STREET
1257,1,1257,1,0,1,0,2011,43377,1000911.341,247944.5225,WEST 176 STREET,FT WASHINGTON AVENUE
1258,1,1258,1,1,0,0,2011,53745,1025440.986,253693.2118,MACE AVENUE,THROOP AVENUE
1259,1,1259,1,1,0,0,2011,41087,1006309.863,208676.2986,45 STREET,48 AVENUE
1260,1,1260,2,0,0,2,2010,2991,935183.5512,144529.9361,FUTURITY PLACE,ARTHUR KILL ROAD
1261,1,1261,1,1,0,0,2010,6965,946351.9865,170049.8319,PORT RICHMOND AVENUE,PALMER AVENUE
1262,1,1262,1,1,0,0,2010,7026,947737.4989,172602.7467,RICHMOND TERRACE,PORT RICHMOND AVENUE
1263,1,1263,2,0,0,2,2010,9884,962464.867,157330.6057,KENSINGTON AVENUE,STEUBEN STREET
1264,1,1264,1,0,0,1,2010,20092,981208.6055,203812.8667,HOLLAND TUNNEL ENTRANCE,WEST STREET
1265,1,1265,1,1,0,0,2010,20123,981370.4884,205971.573,BARROW STREET,WEST STREET
1266,1,1266,1,0,0,1,2010,21078,982044.8272,211361.1357,11 AVENUE,WEST 20 STREET
1267,1,1267,1,1,0,0,2010,12961,987939.8253,152250.7733,AVENUE Z,BELT PARKWAY EXIT 6 NORTH WB
1268,1,1268,1,0,1,0,2010,18227,995875.521,174823.1032,FLATBUSH AVENUE,TILDEN AVENUE
1269,1,1269,1,0,0,1,2010,17629,996524.9882,163718.2074,EAST 19 STREET,AVENUE N
1270,1,1270,1,1,0,0,2010,42592,1002032.956,236328.7393,EAST 139 STREET,WEST 139 STREET
1271,1,1271,1,0,0,1,2010,89757,1004810.247,171572.1221,PRESTON COURT,KINGS HIGHWAY
1272,1,1272,1,0,0,1,2010,26344,1005454.156,176287.4044,SNYDER AVENUE,KINGS HIGHWAY
1273,1,1273,1,1,0,0,2010,28102,1011394.699,144090.078,ROCKAWAY BREEZY BOULEVARD,BEACH 193 STREET
1274,1,1274,1,0,0,1,2010,28340,1009896.113,156740.8923,BELT PARKWAY,BELT PARKWAY EXIT 11 NORTH EB
1275,1,1275,1,0,0,1,2010,30205,1013631.095,198855.5804,METROPOLITAN AVENUE,65 LANE
1276,1,1276,1,1,0,0,2010,52603,1022801.145,244770.6841,UNIONPORT ROAD,METROPOLITAN OVAL
1277,1,1277,1,0,0,1,2010,32668,1027736.496,197704.6542,METROPOLITAN AVENUE,J ROBINSON PY WB EN METROPOLITAN
1278,1,1278,1,0,0,1,2010,31161,1029669.54,174426.706,CROSS BAY BOULEVARD,NORTH CHANNEL BRIDGE
