FID,Join_Count,TARGET_FID,Fatalities,PedFatalit,BikeFatali,MVOFatalit,MN,YR,NODEID,nodeX,nodeY,STREET1,STREET2
945,1,945,1,1,0,0,10,2012,23643,997349.153300000010000,222202.619600000010000,2 AVENUE,EAST 84 STREET
946,1,946,1,0,0,1,10,2012,43971,1006413.436000000000000,243253.931799999990000,WALTON AVENUE,TUDOR PLACE
947,1,947,1,0,0,1,10,2012,23986,995422.175500000010000,231162.463599999990000,MANHATTAN AVENUE,CATHEDRAL PARKWAY
948,1,948,1,0,1,0,10,2012,24151,997287.611400000050000,233492.606200000010000,ST NICHOLAS AVENUE,WEST 121 STREET
949,1,949,1,1,0,0,10,2012,21002,989541.574099999970000,208109.006400000010000,2 AVENUE,EAST 23 STREET
950,1,950,1,0,0,1,11,2012,13379,983827.707500000020000,167338.994100000010000,65 STREET,13 AVENUE
951,1,951,1,1,0,0,11,2012,17740,998376.529800000020000,162632.307299999990000,BEDFORD AVENUE,KINGS HIGHWAY
952,1,952,1,0,0,1,11,2012,40317,1058741.456300000000000,193820.957900000010000,227 STREET,115 AVENUE
953,1,953,1,1,0,0,11,2012,19789,997118.740299999950000,198212.796200000010000,KEAP STREET,BORINQUEN PLACE
954,1,954,1,0,0,1,11,2012,31087,1026232.578800000000000,179638.752600000010000,158 AVENUE,84 STREET
955,1,955,1,1,0,0,11,2012,5895,941091.295000000040000,160984.394300000010000,VICTORY BOULEVARD,CHRISTOPHER LANE
956,1,956,1,1,0,0,11,2012,55581,1032462.831700000000000,215968.796800000010000,UNION STREET,41 AVENUE
957,1,957,1,1,0,0,11,2012,20479,984262.139100000030000,200869.510100000010000,CANAL STREET,CENTRE STREET
958,1,958,1,1,0,0,11,2012,20744,986929.617300000040000,207833.760899999990000,BROADWAY,EAST 17 STREET
959,1,959,1,0,0,1,11,2012,26998,1005934.309600000000000,185912.985200000000000,RALPH AVENUE,ATLANTIC AVENUE
960,1,960,1,1,0,0,11,2012,18402,998608.333800000020000,171942.436300000000000,NOSTRAND AVENUE,FOSTER AVENUE
961,1,961,2,0,0,2,12,2012,63965,1005452.210899999900000,176765.936900000000000,EAST 57 STREET,KINGS HIGHWAY
962,1,962,1,1,0,0,12,2012,22532,990045.841099999960000,218671.087999999990000,7 AVENUE,CENTRAL PARK SOUTH
963,1,963,1,1,0,0,12,2012,23517,994799.309299999960000,229093.799700000000000,WEST 102 STREET,CENTRAL PARK WEST
964,1,964,1,1,0,0,12,2012,62767,1063591.869800000000000,207609.237100000000000,LITTLE NECK PARKWAY,HILLSIDE AVENUE
965,1,965,1,1,0,0,12,2012,25800,1006350.378400000000000,165816.536499999990000,EAST 57 STREET,AVENUE M
966,1,966,1,1,0,0,12,2012,39331,1057899.601000000000000,181430.566700000000000,246 STREET,FRANCIS LEWIS BOULEVARD
967,1,967,1,0,0,1,12,2012,16835,995854.422000000020000,159104.450500000010000,AVENUE S,EAST 14 STREET
968,1,968,1,1,0,0,12,2012,17674,997663.909800000020000,160230.717999999990000,AVENUE R,EAST 21 STREET
969,1,969,1,1,0,0,12,2012,36984,1040650.699200000000000,190079.538500000000000,148 STREET,111 AVENUE
970,1,970,1,1,0,0,12,2012,21709,989181.998000000020000,220827.954399999990000,COLUMBUS AVENUE,BROADWAY
971,1,971,1,1,0,0,12,2012,46636,1015493.581500000000000,214496.024100000010000,NORTHERN BOULEVARD,80 STREET
972,1,972,1,1,0,0,12,2012,43048,1007094.576300000000000,233234.854400000010000,EAST 138 STREET,ST ANNS AVENUE
973,1,973,1,1,0,0,12,2012,18434,998827.582100000000000,175743.373300000010000,SNYDER AVENUE,EAST 32 STREET
974,1,974,1,1,0,0,12,2012,18574,990502.175500000010000,188495.922900000010000,FLATBUSH AVENUE,ATLANTIC AVENUE
975,1,975,1,1,0,0,12,2012,23264,990262.038500000020000,222758.757000000010000,COLUMBUS AVENUE,WEST 73 STREET
976,1,976,1,0,0,1,12,2012,7171,950460.551199999990000,147513.279799999990000,DALE AVENUE,AMBOY ROAD
977,1,977,1,1,0,0,12,2012,17189,990277.579499999990000,160075.130999999990000,QUENTIN ROAD,WEST 5 STREET
978,1,978,1,1,0,0,12,2012,16631,993423.629900000060000,159941.561699999990000,OCEAN PARKWAY,KINGS HIGHWAY
979,1,979,1,0,0,1,12,2012,38540,1055964.828299999900000,172110.972799999990000,BROOKVILLE BOULEVARD,ROCKAWAY BOULEVARD
980,1,980,1,1,0,0,12,2012,55505,1031951.875099999900000,214117.504900000000000,MAIN STREET,FRANKLIN AVENUE
981,1,981,1,0,0,1,12,2012,6987,946321.418999999990000,172557.077500000010000,RICHMOND TERRACE,SHARPE AVENUE
982,1,982,1,1,0,0,12,2012,52755,1024471.434000000000000,243118.561099999990000,OLMSTEAD AVENUE,WESTCHESTER AVENUE
983,1,983,1,0,0,1,12,2012,58828,1044679.965699999900000,209851.489800000010000,PECK AVENUE,HORACE HARDING EXPRESSWAY SR N
984,1,984,1,1,0,0,4,2012,15514,984690.307500000000000,190609.616199999990000,HICKS STREET,AMITY STREET
985,1,985,1,0,1,0,4,2012,23494,994690.106700000000000,223070.494899999990000,EAST 82 STREET,5 AVENUE
986,1,986,1,1,0,0,4,2012,52651,1023077.874100000000000,240343.435700000000000,WHITE PLAINS ROAD,BRUCKNER BOULEVARD
987,1,987,1,0,0,1,4,2012,36691,1046795.082900000000000,189552.095399999990000,118 AVENUE,MERRICK BOULEVARD
988,1,988,1,1,0,0,4,2012,20248,982923.473800000040000,202912.619500000000000,WATTS STREET,SULLIVAN STREET
989,1,989,1,1,0,0,4,2012,49508,1012885.033900000000000,268830.484000000000000,BROADWAY,MOSHOLU AVENUE
990,1,990,1,1,0,0,4,2012,13470,985716.279899999960000,160788.938599999990000,20 AVENUE,80 STREET
991,1,991,1,1,0,0,4,2012,31313,1021070.214100000000000,185630.390600000010000,PITKIN AVENUE,LINCOLN AVENUE
992,1,992,1,1,0,0,4,2012,42528,1001247.826600000000000,238872.792300000000000,ADAM C POWELL BOULEVARD,WEST 146 STREET
993,1,993,1,0,0,1,4,2012,31428,1022052.180300000000000,187953.401000000010000,95 AVENUE,75 STREET
994,1,994,1,0,1,0,4,2012,53600,1023648.496300000000000,253054.790899999990000,WARING AVENUE,WILLIAMSBRIDGE ROAD
995,1,995,1,1,0,0,4,2012,15361,982453.740499999960000,198396.854200000000000,NASSAU STREET,BEEKMAN STREET
996,1,996,1,0,1,0,4,2012,48666,1011611.742500000100000,253618.477699999990000,WEST FORDHAM ROAD,JEROME AVENUE
997,1,997,1,1,0,0,4,2012,8539,950821.216099999960000,169641.443600000000000,CARY AVENUE,ELIZABETH STREET
998,1,998,1,1,0,0,4,2012,16931,996111.622899999960000,159139.551799999990000,EAST 15 STREET,AVENUE S
999,1,999,1,1,0,0,4,2012,32492,1025245.700800000000000,192030.577900000000000,JAMAICA AVENUE,WOODHAVEN BOULEVARD
1000,1,1000,1,0,0,1,4,2012,27803,1006461.884000000000000,190853.923500000000000,BUSHWICK AVENUE,PALMETTO STREET
1001,1,1001,1,0,1,0,4,2012,40817,1003201.733100000000000,207729.538700000000000,GREENPOINT AVENUE,BORDEN AVENUE
1002,1,1002,1,1,0,0,5,2012,20742,986812.407600000040000,206998.443300000010000,BROADWAY,UNION SQUARE SOUTH
1003,1,1003,1,0,1,0,5,2012,51248,1027679.383599999900000,214505.115300000000000,126 STREET,ROOSEVELT AVENUE
1004,1,1004,1,0,0,1,5,2012,34975,1036447.259400000000000,192173.221699999990000,VAN WYCK EXPWY NB EN LIBERTY AVE,VAN WYCK EXPRESSWAY EXIT 4 SB
1005,1,1005,1,1,0,0,5,2012,33728,1030348.105300000100000,188408.035999999990000,LIBERTY AVENUE,108 STREET
1006,1,1006,1,1,0,0,5,2012,41095,1006723.861900000000000,209685.601000000000000,46 STREET,GREENPOINT AVENUE
1007,1,1007,1,1,0,0,5,2012,42527,1001112.003300000000000,238627.700900000000000,ADAM C POWELL BOULEVARD,WEST 145 STREET
1008,1,1008,1,1,0,0,5,2012,21193,984801.901799999990000,211046.822099999990000,8 AVENUE,WEST 24 STREET
1009,1,1009,2,0,0,2,5,2012,46493,1013504.684900000000000,215582.728299999990000,73 STREET,31 AVENUE
1010,1,1010,1,0,0,1,5,2012,16608,993982.535999999960000,154909.616400000000000,OCEAN PARKWAY,CRAWFORD AVENUE
1011,1,1011,1,1,0,0,5,2012,25604,1003833.798700000000000,163672.088699999990000,FLATBUSH AVENUE,SCHENECTADY AVENUE
1012,1,1012,1,1,0,0,5,2012,21306,985893.395999999950000,216731.866100000010000,10 AVENUE,WEST 45 STREET
1013,1,1013,1,1,0,0,5,2012,11903,979308.494500000030000,168572.190500000000000,72 STREET,7 AVENUE
1014,1,1014,1,0,0,1,5,2012,27322,1000568.234700000000000,193779.311300000000000,MARCUS GARVEY BOULEVARD,PARK AVENUE
1015,1,1015,1,0,0,1,5,2012,47535,1016485.964700000000000,234624.621699999990000,LONGFELLOW AVENUE,OAK POINT AVENUE
1016,1,1016,1,0,0,1,5,2012,14928,987577.506500000020000,185225.420900000000000,3 STREET,3 AVENUE
1017,1,1017,1,1,0,0,5,2012,23713,998660.508900000020000,223021.311900000000000,1 AVENUE,EAST 89 STREET
1018,1,1018,1,0,0,1,5,2012,26197,1003855.639300000000000,173231.130899999990000,UTICA AVENUE,AVENUE D
1019,1,1019,1,1,0,0,5,2012,17640,996273.433599999990000,165460.041200000010000,EAST 19 STREET,AVENUE L
1020,1,1020,1,0,0,1,5,2012,12145,978644.866799999960000,172132.494700000010000,63 STREET,4 AVENUE
1021,1,1021,1,0,0,1,5,2012,46793,1017695.975400000000000,217530.719500000010000,ASTORIA BOULEVARD,90 STREET
1022,1,1022,1,1,0,0,5,2012,20332,982700.472599999980000,208200.354599999990000,JANE STREET,HUDSON STREET
1023,1,1023,1,1,0,0,5,2012,26998,1005934.309600000000000,185912.985200000000000,RALPH AVENUE,ATLANTIC AVENUE
1024,1,1024,1,1,0,0,5,2012,26863,1003358.212400000000000,182945.254900000000000,UTICA AVENUE,EASTERN PARKWAY
1025,1,1025,1,1,0,0,5,2012,31858,1027186.044700000000000,187352.194900000000000,94 STREET,ROCKAWAY BOULEVARD
1026,1,1026,1,1,0,0,5,2012,21816,990208.675700000020000,207710.142400000010000,1 AVENUE,EAST 23 STREET
1027,1,1027,1,0,1,0,6,2012,21850,991245.471600000050000,202174.297499999990000,F D R DRIVE,EAST 6 STREET
1028,1,1028,1,1,0,0,6,2012,26814,1002112.857300000000000,186616.514000000000000,TROY AVENUE,HERKIMER STREET
1029,1,1029,1,1,0,0,6,2012,67037,1031355.078300000100000,199420.280700000000000,QUEENS BOULEVARD,80 ROAD
1030,1,1030,1,0,0,1,6,2012,10536,961906.695900000050000,164184.023400000010000,PARK HILL AVENUE,OSGOOD AVENUE
1031,1,1031,1,1,0,0,6,2012,24917,1001547.691100000100000,157409.220999999990000,FORD STREET,AVENUE V
1032,1,1032,1,0,1,0,6,2012,18877,996121.517899999980000,181016.571399999990000,BEDFORD AVENUE,EMPIRE BOULEVARD
1033,1,1033,1,0,0,1,6,2012,33935,1034393.464300000000000,185661.784900000000000,LEFFERTS BOULEVARD,ROCKAWAY BOULEVARD
1034,1,1034,1,1,0,0,6,2012,42527,1001112.003300000000000,238627.700900000000000,ADAM C POWELL BOULEVARD,WEST 145 STREET
1035,1,1035,1,0,0,1,6,2012,31034,1024266.473400000000000,179900.597899999990000,77 STREET,157 AVENUE
1036,1,1036,1,1,0,0,6,2012,13004,988948.382699999960000,150281.138500000000000,WEST 15 STREET,NEPTUNE AVENUE
1037,1,1037,1,0,0,1,6,2012,46355,1012006.984500000000000,211244.039500000010000,64 STREET,39 AVENUE
1038,1,1038,1,1,0,0,6,2012,30099,1012823.892299999900000,196689.994100000010000,PUTNAM AVENUE,FRESH POND ROAD
1039,1,1039,2,0,0,2,6,2012,28008,1009333.072500000000000,191222.571000000000000,WILSON AVENUE,HALSEY STREET
1040,1,1040,1,0,0,1,6,2012,31621,1024508.307599999900000,189400.563499999990000,87 STREET,ATLANTIC AVENUE
1041,1,1041,1,0,1,0,6,2012,58642,1042554.386300000000000,204002.774500000000000,SURREY PLACE,UNION TURNPIKE
1042,1,1042,1,1,0,0,6,2012,47787,1010332.096100000000000,247175.636300000010000,CROSS BRONX EXPRESSWAY SR NORTH,TOPPING AVENUE
1043,1,1043,1,1,0,0,6,2012,11800,977794.045399999940000,168064.153400000010000,77 STREET,5 AVENUE
1044,1,1044,1,1,0,0,6,2012,50275,1026376.230000000000000,202650.435000000000000,YELLOWSTONE BOULEVARD,QUEENS BOULEVARD
1045,1,1045,1,1,0,0,6,2012,24835,1000971.055500000000000,154076.806400000000000,AVENUE Z,NOSTRAND AVENUE
1046,1,1046,1,1,0,0,7,2012,50269,1026967.265600000000000,201836.125600000000000,AUSTIN STREET,70 ROAD
1047,1,1047,1,0,0,1,7,2012,46790,1017154.897099999900000,217649.574300000010000,ASTORIA BOULEVARD,88 STREET
1048,1,1048,1,1,0,0,7,2012,29256,1011258.705200000000000,187275.863000000010000,CONWAY STREET,BUSHWICK AVENUE
1049,1,1049,1,0,1,0,7,2012,49284,1019706.000900000000000,259126.366600000010000,PARKSIDE PLACE,WEBSTER AVENUE
1050,1,1050,1,1,0,0,7,2012,18875,996146.130699999980000,180732.434799999990000,BEDFORD AVENUE,STERLING STREET
1051,1,1051,1,1,0,0,7,2012,23424,992454.435399999960000,229500.058800000000000,BROADWAY,WEST 99 STREET
1052,1,1052,1,0,0,1,7,2012,6775,949153.437299999990000,165705.306400000000000,CAROLINA PLACE,COLLEGE AVENUE
1053,1,1053,1,0,0,1,7,2012,17401,993905.843200000000000,161399.130700000010000,EAST 8 STREET,AVENUE P
1054,1,1054,1,0,1,0,7,2012,23748,998939.573300000050000,228642.307900000010000,EAST 108 STREET,PARK AVENUE
1055,1,1055,1,0,0,1,7,2012,43320,1000428.477500000000000,241108.335700000000000,WEST 152 STREET,ST NICHOLAS PLACE
1056,1,1056,1,0,0,1,7,2012,54159,1021971.540700000000000,265517.403700000020000,EAST 233 STREET,WEBSTER AVENUE
1057,1,1057,1,0,1,0,7,2012,40885,1004412.600100000000000,208376.870000000000000,GREENPOINT AVENUE,39 STREET
1058,1,1058,1,0,0,1,7,2012,36773,1047372.936100000000000,189024.274899999990000,MERRICK BOULEVARD,VICTORIA ROAD
1059,1,1059,1,0,0,1,7,2012,52975,1026287.306300000100000,246467.711500000000000,EAST TREMONT AVENUE,SILVER STREET
1060,1,1060,1,1,0,0,7,2012,29106,1010558.247200000000000,180877.844699999990000,MOTHER GASTON BOULEVARD,LIVONIA AVENUE
1061,1,1061,1,0,0,1,7,2012,19040,998862.870699999970000,189152.827800000000000,MARCY AVENUE,MONROE STREET
1062,1,1062,1,1,0,0,7,2012,46691,1016409.376900000000000,211679.812899999990000,82 STREET,ROOSEVELT AVENUE
1063,1,1063,5,0,0,5,7,2012,34984,1036011.377800000000000,193342.205900000000000,94 AVENUE,ATLANTIC AVENUE
1064,1,1064,1,1,0,0,7,2012,44171,1008109.879400000000000,244858.003100000000000,EAST 170 STREET,GRAND CONCOURSE
1065,1,1065,2,0,0,2,1,2011,43961,1006261.293900000000000,242011.936300000000000,EAST 165 STREET,GRAND CONCOURSE
1066,1,1066,1,1,0,0,1,2011,54548,1027072.773900000000000,266004.216699999990000,BAYCHESTER AVENUE,PITMAN AVENUE
1067,1,1067,1,1,0,0,1,2011,5709,947659.874300000020000,159937.956100000010000,WESTWOOD AVENUE,BRADLEY AVENUE
1068,1,1068,1,1,0,0,1,2011,14187,987443.051300000050000,173158.342700000010000,12 AVENUE,39 STREET
1069,1,1069,1,0,0,1,1,2011,34191,1037753.460899999900000,188732.287300000000000,VAN WYCK EXPRESSWAY SR WEST,LINCOLN STREET
1070,1,1070,1,1,0,0,1,2011,23714,998787.631300000010000,223251.157600000010000,1 AVENUE,EAST 90 STREET
1071,1,1071,1,1,0,0,1,2011,17422,993641.122899999960000,166857.141399999990000,AVENUE J,EAST 10 STREET
1072,1,1072,1,1,0,0,1,2011,15811,986206.190300000020000,199344.319500000010000,EAST BROADWAY,PIKE STREET
1073,1,1073,1,1,0,0,1,2011,32545,1026173.435199999900000,190024.371300000000000,ATLANTIC AVENUE,WOODHAVEN BOULEVARD
1074,1,1074,1,1,0,0,1,2011,4449,944104.979900000030000,137455.793700000010000,HYLAN BOULEVARD,CLEVELAND AVENUE
1075,1,1075,1,1,0,0,1,2011,22810,994386.623099999970000,215306.524500000000000,1 AVENUE,EAST 56 STREET
1076,1,1076,1,0,0,1,1,2011,57999,1032817.831300000000000,257637.724900000000000,BELLAMY LOOP,CO-OP CITY BOULEVARD
1077,1,1077,1,0,1,0,1,2011,29480,1015937.819500000000000,179991.763799999990000,LINDEN BOULEVARD,VAN SICLEN AVENUE
1078,1,1078,1,1,0,0,2,2011,20820,987044.367800000010000,207184.346200000000000,EAST 15 STREET,UNION SQUARE EAST
1079,1,1079,1,1,0,0,2,2011,35279,1039868.082600000000000,191837.136700000000000,108 AVENUE,SUTPHIN BOULEVARD
1080,1,1080,1,1,0,0,2,2011,52832,1025146.275200000000000,244015.767300000010000,STARLING AVENUE,CASTLE HILL AVENUE
1081,1,1081,1,1,0,0,2,2011,52823,1025706.323600000000000,241096.311500000010000,CHATTERTON AVENUE,CASTLE HILL AVENUE
1082,1,1082,1,0,0,1,2,2011,6623,947525.130499999970000,167502.573200000010000,ORDELL AVENUE,FOREST AVENUE
1083,1,1083,1,1,0,0,2,2011,37523,1045792.972400000000000,199502.570500000000000,184 STREET,HILLSIDE AVENUE
1084,1,1084,1,1,0,0,2,2011,14644,984431.151199999960000,184203.441400000010000,LORRAINE STREET,SMITH STREET
1085,1,1085,1,1,0,0,2,2011,48656,1011924.579500000000000,251675.463200000000000,GRAND CONCOURSE,EAST 183 STREET
1086,1,1086,1,1,0,0,2,2011,17673,997377.086299999970000,160189.208900000000000,AVENUE R,OCEAN AVENUE
1087,1,1087,1,1,0,0,2,2011,54851,1032612.614900000000000,209907.001500000010000,MAIN STREET,HORACE HARDING EXPRESSWAY SR N
1088,1,1088,1,1,0,0,2,2011,47326,1012222.935500000000000,238430.585200000000000,EAST 163 STREET,REV JAMES POLITE AVENUE
1089,1,1089,1,0,0,1,2,2011,25123,1004466.346700000000000,152337.197300000000000,BELT PARKWAY EXIT 9 WESTBOUND,SHORE PARKWAY
1090,1,1090,1,1,0,0,2,2011,39435,1058651.105500000100000,184873.531900000000000,242 STREET,MERRICK BOULEVARD
1091,1,1091,1,1,0,0,2,2011,42535,1002142.749300000000000,230804.350799999990000,2 AVENUE,EAST 121 STREET
1092,1,1092,1,1,0,0,2,2011,12688,982536.188100000030000,159288.613600000010000,18 AVENUE,BATH AVENUE
1093,1,1093,1,0,0,1,2,2011,26395,1006749.160400000100000,172669.186500000010000,EAST 80 STREET,FOSTER AVENUE
1094,1,1094,1,0,0,1,3,2011,30347,1016921.705300000000000,191403.358100000010000,JACKIE ROBINSON PKWY ET 3 EB,HIGHLAND PARK GREENWAY
1095,1,1095,1,1,0,0,3,2011,46407,1012811.096700000000000,214910.997100000010000,32 AVENUE,70 STREET
1096,1,1096,1,0,1,0,3,2011,50787,1021198.236100000000000,212411.247500000000000,99 STREET,39 AVENUE
1097,1,1097,1,0,1,0,3,2011,23725,998908.100300000050000,224999.706899999990000,2 AVENUE,EAST 96 STREET
1098,1,1098,1,1,0,0,3,2011,41315,1000801.311700000000000,212879.876099999990000,RAMP,QUEENS PLAZA NORTH
1099,1,1099,1,1,0,0,3,2011,48963,1015381.321300000000000,252482.334999999990000,BATHGATE AVENUE,EAST FORDHAM ROAD
1100,1,1100,1,1,0,0,3,2011,41741,1006472.044800000000000,218416.829900000010000,NEWTOWN AVENUE,33 STREET
1101,1,1101,1,1,0,0,3,2011,33852,1033939.456400000000000,183624.112100000000000,LEFFERTS BOULEVARD,135 AVENUE
1102,1,1102,1,0,0,1,3,2011,8236,957250.251799999970000,156198.970800000010000,RICHMOND ROAD,BURGHER AVENUE
1103,1,1103,1,1,0,0,3,2011,14536,983146.649199999990000,187884.795500000010000,COLUMBIA STREET,SUMMIT STREET
1104,1,1104,1,1,0,0,3,2011,27475,1002212.328900000000000,193214.089299999990000,BROADWAY,JEFFERSON STREET
1105,1,1105,1,0,0,1,4,2011,53158,1028439.805300000000000,241280.438400000010000,BRUCKNER BOULEVARD,BRUCKNER EXPRESSWAY
1106,1,1106,1,0,1,0,4,2011,26288,1004313.007100000000000,177549.094799999990000,LINDEN BOULEVARD,EAST 53 STREET
1107,1,1107,1,1,0,0,4,2011,42937,1005537.506000000100000,236831.484100000000000,EAST 148 STREET,MORRIS AVENUE
1108,1,1108,1,1,0,0,4,2011,48931,1014703.169700000000000,256087.212900000010000,EAST 198 STREET,VALENTINE AVENUE
1109,1,1109,1,1,0,0,4,2011,13799,980416.323300000050000,173081.777899999990000,56 STREET,5 AVENUE
1110,1,1110,1,1,0,0,4,2011,12151,978525.106900000010000,173239.047900000010000,60 STREET,3 AVENUE
1111,1,1111,1,0,1,0,4,2011,13149,989586.472300000020000,157307.511900000010000,WEST 9 STREET,AVENUE T
1112,1,1112,2,0,0,2,4,2011,49099,1017243.614100000000000,251457.999799999990000,SOUTHERN BOULEVARD,EAST FORDHAM ROAD
1113,1,1113,1,1,0,0,4,2011,38584,1056439.328400000000000,179734.510299999990000,145 AVENUE,243 STREET
1114,1,1114,1,1,0,0,4,2011,26476,1007389.529800000000000,173166.229499999990000,FOSTER AVENUE,EAST 83 STREET
1115,1,1115,1,0,0,1,4,2011,41315,1000801.311700000000000,212879.876099999990000,RAMP,QUEENS PLAZA NORTH
1116,1,1116,1,0,0,1,4,2011,7504,954221.711299999970000,147737.856100000000000,BURBANK AVENUE,HYLAN BOULEVARD
1117,1,1117,1,1,0,0,4,2011,23637,997979.605100000040000,220318.751300000000000,YORK AVENUE,EAST 79 STREET
1118,1,1118,1,1,0,0,4,2011,31791,1026705.727400000000000,189213.677399999990000,97 AVENUE,WOODHAVEN BOULEVARD
1119,1,1119,1,1,0,0,4,2011,48828,1013554.326900000000000,253472.677499999990000,EAST KINGSBRIDGE ROAD,EAST FORDHAM ROAD
1120,1,1120,1,1,0,0,4,2011,55574,1032940.045300000000000,213238.507300000000000,COLDEN STREET,ELDER AVENUE
1121,1,1121,1,0,0,1,4,2011,25714,1005769.024500000100000,161455.800500000010000,FLATBUSH AVENUE,AVENUE U
1122,1,1122,1,1,0,0,4,2011,31352,1021331.049800000000000,188208.056000000010000,ATLANTIC AVENUE,ELDERT LANE
1123,1,1123,1,1,0,0,4,2011,43222,1009098.942400000100000,231134.852099999990000,WALNUT AVENUE,EAST 135 STREET
1124,1,1124,1,1,0,0,4,2011,53745,1025440.986200000000000,253693.211799999990000,MACE AVENUE,THROOP AVENUE
1125,1,1125,1,0,0,1,5,2011,42962,1006319.902700000000000,231810.647999999990000,EAST 132 STREET,ST ANNS AVENUE
1126,1,1126,1,1,0,0,5,2011,21360,986932.934299999960000,216750.593100000000000,9 AVENUE,WEST 47 STREET
1127,1,1127,1,1,0,0,5,2011,28598,1010857.419900000000000,171942.108299999990000,AVENUE J,REMSEN AVENUE
1128,1,1128,1,0,1,0,5,2011,13911,982911.780900000010000,170106.705099999990000,59 STREET,FT HAMILTON PARKWAY
1129,1,1129,1,1,0,0,5,2011,21311,985015.956499999970000,218404.261100000000000,12 AVENUE,WEST 49 STREET
1130,1,1130,1,1,0,0,5,2011,46256,1011020.073699999900000,210931.851800000000000,ROOSEVELT AVENUE,61 STREET
1131,1,1131,1,1,0,0,5,2011,32534,1025581.723800000000000,198155.489899999990000,METROPOLITAN AVENUE,71 AVENUE
1132,1,1132,1,1,0,0,5,2011,16999,997077.034400000000000,156179.184100000010000,GRAVESEND NECK ROAD,EAST 17 STREET
1133,1,1133,1,1,0,0,5,2011,20770,987520.521700000040000,201065.953199999990000,DELANCEY STREET,ESSEX STREET
1134,1,1134,1,1,0,0,11,2011,26344,1005454.156400000000000,176287.404400000000000,SNYDER AVENUE,KINGS HIGHWAY
1135,1,1135,1,1,0,0,11,2011,43047,1007921.287300000000000,232776.321900000010000,EAST 138 STREET,CYPRESS AVENUE
1136,1,1136,1,1,0,0,11,2011,14054,984478.775799999940000,173183.558900000000000,46 STREET,9 AVENUE
1137,1,1137,1,1,0,0,11,2011,26216,1003617.037400000000000,176136.213699999990000,UTICA AVENUE,SNYDER AVENUE
1138,1,1138,1,1,0,0,11,2011,48188,1015306.462500000000000,244373.693399999990000,EAST 174 STREET,BOSTON ROAD
1139,1,1139,1,0,1,0,11,2011,25734,1005426.177500000000000,163999.906300000000000,EAST 53 STREET,AVENUE O
1140,1,1140,1,1,0,0,11,2011,43750,1003725.127700000000000,249865.335599999990000,AUDUBON AVENUE,WEST 187 STREET
1141,1,1141,1,1,0,0,11,2011,59083,1049539.503300000000000,201275.454100000000000,HILLSIDE AVENUE,198 STREET
1142,1,1142,1,1,0,0,11,2011,27275,1009448.590699999900000,185083.849699999990000,EASTERN PARKWAY,DEAN STREET
1143,1,1143,1,1,0,0,11,2011,23885,993144.437599999950000,231232.666800000010000,BROADWAY,WEST 106 STREET
1144,1,1144,1,1,0,0,11,2011,19505,994962.228899999990000,196856.896700000010000,ROEBLING STREET,LEE AVENUE
1145,1,1145,1,0,0,1,11,2011,52700,1023853.607100000000000,246630.365400000010000,BRONXDALE AVENUE,PIERCE AVENUE
1146,1,1146,1,0,0,1,11,2011,34901,1035656.844399999900000,194182.256400000010000,91 AVENUE,VAN WYCK EXPRESSWAY SR EAST
1147,1,1147,1,1,0,0,11,2011,12835,985473.747500000060000,157957.215300000010000,BAY PARKWAY,BENSON AVENUE
1148,1,1148,1,1,0,0,11,2011,31352,1021331.049800000000000,188208.056000000010000,ATLANTIC AVENUE,ELDERT LANE
1149,1,1149,1,1,0,0,12,2011,44702,1008464.435800000000000,253274.124699999990000,WEST FORDHAM ROAD,MAJOR DEEGAN EP NB EN W FORDHAM
1150,1,1150,1,0,0,1,12,2011,33773,1032184.938900000000000,181424.043999999990000,NASSAU EXPRESSWAY,SOUTH CONDUIT AVENUE
1151,1,1151,1,1,0,0,12,2011,12827,985910.482199999970000,155557.262800000000000,BAY 37 STREET,HARWAY AVENUE
1152,1,1152,1,1,0,0,12,2011,21430,987419.084900000020000,219486.611299999990000,WEST 57 STREET,10 AVENUE
1153,1,1153,1,1,0,0,12,2011,16583,993522.960100000030000,152253.184700000010000,OCEAN PARKWAY,SHORE PARKWAY
1154,1,1154,1,1,0,0,12,2011,48067,1013486.893000000000000,249662.101100000000000,BATHGATE AVENUE,EAST 181 STREET
1155,1,1155,1,1,0,0,12,2011,19655,996167.731700000000000,193934.429100000010000,FLUSHING AVENUE,BEDFORD AVENUE
1156,1,1156,1,1,0,0,12,2011,47849,1011595.486000000000000,244670.943499999990000,CLAREMONT PARKWAY,3 AVENUE
1157,1,1157,1,0,0,1,12,2011,24330,997849.690300000020000,241051.541200000010000,WEST 147 STREET,RIVERSIDE DRIVE
1158,1,1158,1,0,0,1,12,2011,38132,1055342.027800000000000,156531.555400000010000,SEAGIRT AVENUE,BEACH 9 STREET
1159,1,1159,1,1,0,0,12,2011,55637,1033237.384300000000000,215555.763199999990000,BOWNE STREET,SANFORD AVENUE
1160,1,1160,1,1,0,0,12,2011,49508,1012885.033900000000000,268830.484000000000000,BROADWAY,MOSHOLU AVENUE
1161,1,1161,1,1,0,0,12,2011,25711,1005319.717700000000000,161091.287099999990000,COLEMAN STREET,AVENUE U
1162,1,1162,1,1,0,0,12,2011,19515,994704.158500000020000,197921.992999999990000,BROADWAY,DRIGGS AVENUE
