FID,Join_Count,TARGET_FID,Fatalities,PedFatalit,BikeFatali,MVOFatalit,MN,YR,NODEID,nodeX,nodeY,STREET1,STREET2
461,1,461,1,0,0,1,6,2014,57408,1031748.483100000000000,242911.649100000010000,EAST TREMONT AVENUE,BRUCKNER BOULEVARD
462,1,462,1,1,0,0,6,2014,27326,1000351.302799999900000,194574.899899999990000,BROADWAY,FLUSHING AVENUE
463,1,463,1,0,0,1,6,2014,36365,1042593.087000000100000,189981.241500000000000,LINDEN BOULEVARD,158 STREET
464,1,464,1,0,0,1,6,2014,8666,952808.243000000020000,166292.234399999990000,BROADWAY,TYLER AVENUE
465,1,465,1,0,0,1,6,2014,38265,1052359.691200000000000,160292.646700000010000,BEACH CHANNEL DRIVE,DIX AVENUE
466,1,466,1,1,0,0,6,2014,14404,982584.153599999960000,184886.031900000000000,LORRAINE STREET,HICKS STREET
467,1,467,1,1,0,0,6,2014,25268,1005245.180400000000000,155034.163399999990000,FLORENCE AVENUE,GERRITSEN AVENUE
468,1,468,1,1,0,0,6,2014,50964,1023114.438700000100000,214881.581100000010000,109 STREET,34 AVENUE
469,1,469,1,1,0,0,6,2014,4449,944104.979900000030000,137455.793700000010000,HYLAN BOULEVARD,CLEVELAND AVENUE
470,1,470,1,0,1,0,6,2014,27475,1002212.328900000000000,193214.089299999990000,BROADWAY,JEFFERSON STREET
471,1,471,1,1,0,0,6,2014,34078,1036870.109600000000000,182368.688100000000000,130 STREET,NORTH CONDUIT AVENUE
472,1,472,1,0,0,1,6,2014,61443,1057623.393900000000000,201155.060999999990000,JAMAICA AVENUE,SPRINGFIELD BOULEVARD
473,1,473,1,0,0,1,7,2014,41161,1008831.757900000000000,201467.481300000010000,GRAND AVENUE,RUST STREET
474,1,474,1,1,0,0,7,2014,55161,1037447.136000000100000,200485.134200000000000,82 DRIVE,PARSONS BOULEVARD
475,1,475,1,0,1,0,7,2014,36311,1042147.617800000000000,182340.809600000010000,148 STREET,NORTH CONDUIT AVENUE
476,1,476,1,1,0,0,7,2014,20472,983690.404699999960000,209040.369400000000000,8 AVENUE,WEST 15 STREET
477,1,477,1,1,0,0,7,2014,8526,950047.290500000000000,168552.662900000000000,DELAFIELD AVENUE,CLOVE ROAD
478,1,478,1,1,0,0,7,2014,25619,1003572.516500000000000,166784.880999999990000,FLATLANDS AVENUE,SCHENECTADY AVENUE
479,1,479,1,1,0,0,7,2014,12980,987520.567599999950000,156333.721200000000000,BENSON AVENUE,BAY 40 STREET
480,1,480,1,0,0,1,7,2014,27980,1008250.066200000000000,197107.965700000000000,ONDERDONK AVENUE,STANHOPE STREET
481,1,481,1,1,0,0,7,2014,10183,966178.629300000030000,158318.084000000000000,NARROWS ROAD SOUTH,LILY POND AVENUE
482,1,482,1,0,0,1,7,2014,38089,1054484.096100000000000,156357.369400000000000,SEAGIRT BOULEVARD,BEACH 13 STREET
483,1,483,1,1,0,0,7,2014,18688,992354.773500000010000,185145.509700000000000,FLATBUSH AVENUE,GRAND ARMY PLAZA OVAL
484,1,484,1,1,0,0,7,2014,23362,991531.956899999990000,228764.712499999990000,WEST END AVENUE,WEST 95 STREET
485,1,485,1,0,1,0,7,2014,23974,995178.806499999950000,230725.850299999990000,WEST 108 STREET,MANHATTAN AVENUE
486,1,486,1,1,0,0,7,2014,46835,1018987.485299999900000,212041.754400000010000,92 STREET,ROOSEVELT AVENUE
487,1,487,1,1,0,0,7,2014,15945,988494.023700000020000,190381.050400000010000,LIVINGSTON STREET,ELM PLACE
488,1,488,2,0,0,2,7,2014,26197,1003855.639300000000000,173231.130899999990000,UTICA AVENUE,AVENUE D
489,1,489,1,0,0,1,7,2014,31783,1026935.169200000000000,188600.978500000000000,101 AVENUE,WOODHAVEN BOULEVARD
490,1,490,1,0,0,1,7,2014,48849,1013442.519400000000000,256523.334100000010000,PAUL AVENUE,JEROME AVENUE
491,1,491,1,0,0,1,7,2014,37727,1048949.018900000000000,195607.506100000000000,LIBERTY AVENUE,109 ROAD
492,1,492,1,1,0,0,7,2014,56770,1039821.626000000000000,224607.296200000010000,17 AVENUE,WILLETS POINT BOULEVARD
493,1,493,1,1,0,0,7,2014,27335,1000160.915700000000000,195681.744799999990000,GRAHAM AVENUE,MOORE STREET
494,1,494,1,1,0,0,7,2014,17419,993892.880600000030000,165115.471699999990000,EAST 10 STREET,AVENUE L
495,1,495,1,0,0,1,7,2014,23665,997839.163799999980000,225592.640699999990000,EAST 96 STREET,LEXINGTON AVENUE
496,1,496,1,1,0,0,7,2014,13277,982476.991700000010000,160043.119899999990000,RUTHERFORD PLACE,BAY 16 STREET
497,1,497,1,1,0,0,8,2014,15808,987080.689900000000000,197982.701500000000000,SOUTH STREET,RUTGERS SLIP
498,1,498,1,1,0,0,8,2014,23386,992822.161300000040000,221054.987400000010000,TERRACE DRIVE,EAST DRIVE
499,1,499,1,0,1,0,8,2014,50590,1029674.077800000000000,204178.696399999990000,69 ROAD,JEWEL AVENUE
500,1,500,1,1,0,0,8,2014,22094,996508.492199999980000,200029.127899999990000,NORTH 6 STREET,ROEBLING STREET
501,1,501,1,0,0,1,8,2014,41947,1009426.153000000000000,219547.880800000010000,ASTORIA BOULEVARD NORTH,41 STREET
502,1,502,1,1,0,0,8,2014,50035,1023605.540400000100000,206846.039800000000000,99 STREET,62 ROAD
503,1,503,1,1,0,0,8,2014,30037,1011571.601500000000000,200020.843800000000000,60 DRIVE,FRESH POND ROAD
504,1,504,1,1,0,0,8,2014,35296,1039415.393300000000000,193792.008100000010000,LIBERTY AVENUE,TUCKERTON STREET
505,1,505,1,0,1,0,8,2014,23748,998939.573300000050000,228642.307900000010000,EAST 108 STREET,PARK AVENUE
506,1,506,1,0,0,1,8,2014,26756,1001821.932700000000000,183054.133000000000000,TROY AVENUE,EASTERN PARKWAY
507,1,507,1,1,0,0,8,2014,17337,992846.058899999950000,161245.276300000000000,EAST 5 STREET,AVENUE P
508,1,508,1,1,0,0,8,2014,57362,1030592.747200000000000,247851.497800000010000,WESTCHESTER AVENUE,EDISON AVENUE
509,1,509,1,0,1,0,8,2014,55648,1033274.841600000000000,217550.502899999990000,PARSONS BOULEVARD,37 AVENUE
510,1,510,1,0,1,0,8,2014,17261,991860.955899999940000,160304.382500000010000,MC DONALD AVENUE,QUENTIN ROAD
511,1,511,1,1,0,0,8,2014,23490,994740.116500000000000,222113.459700000010000,MADISON AVENUE,EAST 79 STREET
512,1,512,1,1,0,0,9,2014,23257,990508.215500000050000,220369.814900000000000,65 ST TRANSVERSE,WEST DRIVE
513,1,513,1,0,0,1,9,2014,78955,1017422.731200000000000,265536.724600000020000,EAST 233 STREET,MAJOR DEEGAN EP NB EN E 233 ST
514,1,514,1,1,0,0,9,2014,49231,1019609.282000000000000,251309.499400000000000,BRONX RVR PY NB EN PELHAM PY WB,PELHAM PARKWAY
515,1,515,1,0,0,1,9,2014,59062,1048275.070100000000000,208051.473700000000000,CLEARVIEW EXPRESSWAY ET 3 SB,73 AVENUE
516,1,516,2,0,0,2,9,2014,36896,1049787.941099999900000,182405.328500000000000,BELT PARKWAY SB ENTRANCE 181 ST,181 STREET
517,1,517,1,0,0,1,9,2014,11435,973263.296600000000000,164615.443100000000000,SHORE ROAD,93 STREET
518,1,518,1,1,0,0,9,2014,18930,996898.652200000010000,189127.765500000010000,BEDFORD AVENUE,GATES AVENUE
519,1,519,1,1,0,0,9,2014,23293,990898.618299999970000,227620.088800000000000,WEST 90 STREET,WEST END AVENUE
520,1,520,1,0,1,0,9,2014,19615,995355.308800000000000,198237.930700000000000,SOUTH 4 STREET,ROEBLING STREET
521,1,521,1,1,0,0,9,2014,46660,1014986.939200000000000,218123.306900000000000,ASTORIA BOULEVARD,ASTORIA BOULEVARD RAMP
522,1,522,1,1,0,0,9,2014,23668,997206.722399999970000,226564.175500000010000,EAST 98 STREET,MADISON AVENUE
523,1,523,1,1,0,0,9,2014,20582,985644.495200000000000,201820.462900000010000,ELIZABETH STREET,KENMARE STREET
524,1,524,1,1,0,0,9,2014,52565,1022808.205700000000000,241123.283200000010000,WHITE PLAINS ROAD,WATSON AVENUE
525,1,525,1,1,0,0,9,2014,42071,1001478.767700000000000,229652.679899999990000,2 AVENUE,EAST 116 STREET
526,1,526,1,1,0,0,9,2014,20927,988029.437999999970000,208946.189799999990000,EAST 23 STREET,PARK AVENUE SOUTH
527,1,527,1,0,0,1,9,2014,29669,1017225.599100000000000,185362.376400000010000,GLENMORE AVENUE,SHEPHERD AVENUE
528,1,528,1,0,0,1,9,2014,53873,1027501.762600000000000,250698.434299999990000,EASTCHESTER ROAD,SEMINOLE STREET
529,1,529,1,0,0,1,9,2014,47421,1014347.180000000100000,235987.345299999990000,TIFFANY STREET,BURNETT PLACE
530,1,530,1,1,0,0,9,2014,36093,1048983.552900000000000,178289.250800000010000,RAMP,ROCKAWAY BOULEVARD
531,1,531,1,0,0,1,9,2014,17012,997625.077900000030000,158472.686699999990000,OCEAN AVENUE,AVENUE T
532,1,532,1,1,0,0,9,2014,20736,986156.771100000010000,207673.085400000010000,EAST 15 STREET,5 AVENUE
533,1,533,1,1,0,0,9,2014,18423,998412.983099999950000,174319.370599999990000,NOSTRAND AVENUE,BEVERLY ROAD
534,1,534,1,0,0,1,9,2014,30345,1016784.927400000000000,191528.032700000010000,JACKIE ROBINSON PKWY ET 3 WB,CYPRESS HILLS STREET
535,1,535,1,1,0,0,9,2014,18977,997142.674000000000000,187525.895300000000000,HALSEY STREET,BEDFORD AVENUE
536,1,536,1,0,0,1,10,2014,48716,1011764.491500000000000,260047.362200000000000,BAILEY PLACE,BAILEY AVENUE
537,1,537,1,1,0,0,10,2014,32181,1020244.534600000000000,197694.406800000000000,COOPER AVENUE,69 ROAD
538,1,538,1,1,0,0,10,2014,13183,980998.231900000010000,162512.497899999990000,14 AVENUE,86 STREET
539,1,539,1,1,0,0,10,2014,28830,1013065.112300000000000,174856.800300000000000,FLATLANDS AVENUE,EAST 103 STREET
540,1,540,1,1,0,0,10,2014,27962,1008918.486700000000000,194147.401099999990000,PALMETTO STREET,WYCKOFF AVENUE
541,1,541,1,1,0,0,10,2014,42997,1006742.326400000000000,236129.195799999990000,WILLIS AVENUE,EAST 147 STREET
542,1,542,1,1,0,0,10,2014,18574,990502.175500000010000,188495.922900000010000,FLATBUSH AVENUE,ATLANTIC AVENUE
543,1,543,1,0,1,0,10,2014,23151,998892.975600000010000,217903.284400000000000,MAIN STREET,RIVER ROAD
544,1,544,1,1,0,0,10,2014,41530,1003601.755600000000000,213262.683400000010000,NORTHERN BOULEVARD,34 STREET
545,1,545,1,1,0,0,10,2014,20566,985086.140000000010000,200331.571499999990000,ELIZABETH STREET,CANAL STREET
546,1,546,1,1,0,0,10,2014,13571,986975.716299999970000,164842.785200000010000,65 STREET,18 AVENUE
547,1,547,1,1,0,0,10,2014,48680,1011536.358800000000000,255992.809899999990000,EAMES PLACE,CLAFLIN AVENUE
548,1,548,1,1,0,0,10,2014,20479,984262.139100000030000,200869.510100000010000,CANAL STREET,CENTRE STREET
549,1,549,1,1,0,0,10,2014,25859,1007160.947600000000000,165720.910100000010000,RALPH AVENUE,AVENUE M
550,1,550,1,1,0,0,10,2014,23722,998281.392200000000000,225347.967299999990000,EAST 96 STREET,3 AVENUE
551,1,551,1,1,0,0,10,2014,27134,1007465.527000000000000,186511.445600000010000,SARATOGA AVENUE,FULTON STREET
552,1,552,1,1,0,0,10,2014,39608,1050144.170699999900000,191359.063499999990000,LINDEN BOULEVARD,FARMERS BOULEVARD
553,1,553,1,1,0,0,11,2014,45716,1015954.705899999900000,208289.442400000000000,ALBION AVENUE,QUEENS BOULEVARD
554,1,554,1,1,0,0,11,2014,55526,1031855.687599999900000,217647.766500000000000,NORTHERN BOULEVARD,UNION STREET
555,1,555,1,0,0,1,11,2014,36094,1048800.968000000100000,178418.932299999990000,150 ROAD,GUY R BREWER BOULEVARD
556,1,556,1,0,0,1,11,2014,36968,1049160.727800000000000,189663.942199999990000,178 PLACE,119 ROAD
557,1,557,1,1,0,0,11,2014,783,927866.745299999950000,127561.735700000000000,BAYVIEW AVENUE,HYLAN BOULEVARD
558,1,558,1,1,0,0,11,2014,17959,991602.616500000000000,175214.060399999990000,CATON AVENUE,EAST 7 STREET
559,1,559,1,0,1,0,11,2014,48490,1019608.501100000000000,242482.397999999990000,FTELEY AVENUE,EAST 172 STREET
560,1,560,1,0,0,1,11,2014,19297,992918.230400000000000,193490.732500000010000,WAVERLY AVENUE,FLUSHING AVENUE
561,1,561,1,1,0,0,11,2014,27019,1006409.981300000000000,180151.271299999990000,ROCKAWAY PARKWAY,CLARKSON AVENUE
562,1,562,1,1,0,0,11,2014,20682,986118.201299999960000,202449.805100000000000,BOWERY,PRINCE STREET
563,1,563,1,0,0,1,11,2014,28926,1015905.736200000000000,171091.568300000010000,EAST 102 STREET,SEAVIEW AVENUE
564,1,564,1,1,0,0,11,2014,48195,1015805.067100000000000,244155.543899999990000,EAST 174 STREET,VYSE AVENUE
565,1,565,1,0,0,1,11,2014,31225,1020679.043300000000000,183428.092200000010000,DUMONT AVENUE,CRESCENT STREET
566,1,566,1,0,1,0,11,2014,20960,989431.256000000050000,201850.728200000010000,AVENUE C,PITT STREET
567,1,567,1,1,0,0,11,2014,24083,996996.509599999990000,233056.652700000010000,FREDERICK DOUGLASS BOULEVARD,WEST 119 STREET
568,1,568,1,1,0,0,11,2014,31405,1022165.172500000000000,185345.023699999990000,FORBELL STREET,NORTH CONDUIT AVENUE
569,1,569,1,1,0,0,11,2014,62816,1064332.396600000100000,207826.949900000010000,HILLSIDE AVENUE,257 STREET
570,1,570,1,1,0,0,11,2014,16046,989387.915599999950000,190637.524899999990000,DEKALB AVENUE,FLATBUSH AVENUE EXTENSION
571,1,571,1,0,0,1,12,2014,12552,986887.954000000030000,149987.868099999990000,WEST 23 STREET,NEPTUNE AVENUE
572,1,572,1,1,0,0,12,2014,99555,1008597.037300000000000,232413.025100000000000,EAST 138 STREET,BRUCKNER EP EB EN MJR DEEGAN EP
573,1,573,1,1,0,0,12,2014,23577,996343.758299999990000,221852.108500000000000,EAST 81 STREET,3 AVENUE
574,1,574,1,1,0,0,12,2014,16395,991296.232300000030000,150577.748400000010000,WEST 6 STREET,NEPTUNE AVENUE
575,1,575,1,1,0,0,12,2014,18956,997213.106900000010000,183381.549999999990000,ROGERS AVENUE,EASTERN PARKWAY
576,1,576,1,1,0,0,12,2014,18474,999411.002800000020000,172008.416900000010000,NEW YORK AVENUE,FOSTER AVENUE
577,1,577,1,1,0,0,12,2014,58923,1046284.070100000000000,201866.994899999990000,WICKLOW PLACE,188 STREET
578,1,578,1,1,0,0,12,2014,18466,999480.746399999950000,171156.417599999990000,FARRAGUT ROAD,NEW YORK AVENUE
579,1,579,1,1,0,0,12,2014,55587,1032303.196500000000000,216381.863500000010000,UNION STREET,ROOSEVELT AVENUE
580,1,580,1,1,0,0,12,2014,13633,987787.591299999970000,165895.995000000000000,60 STREET,18 AVENUE
581,1,581,1,1,0,0,12,2014,23928,994638.610800000020000,232520.705599999990000,AMSTERDAM AVENUE,WEST 113 STREET
582,1,582,1,1,0,0,12,2014,13177,980022.994300000020000,161281.719500000010000,14 AVENUE,BATH AVENUE
583,1,583,1,0,0,1,12,2014,32545,1026173.435199999900000,190024.371300000000000,ATLANTIC AVENUE,WOODHAVEN BOULEVARD
584,1,584,1,1,0,0,12,2014,50386,1027454.039600000000000,202471.176500000000000,70 ROAD,108 STREET
585,1,585,1,0,0,1,12,2014,2097,932512.359000000050000,130237.580100000010000,HUGUENOT AVENUE,HYLAN BOULEVARD
586,1,586,1,1,0,0,12,2014,12789,984988.912600000040000,157344.906800000000000,BAY PARKWAY,BATH AVENUE
587,1,587,1,1,0,0,10,2013,57324,1030672.297600000000000,243633.176500000000000,EAST TREMONT AVENUE,PURITAN AVENUE
588,1,588,1,1,0,0,10,2013,37493,1045092.363500000000000,197451.719300000000000,JAMAICA AVENUE,180 STREET
589,1,589,1,1,0,0,10,2013,6875,942229.389800000000000,171378.365300000000000,SIMONSON AVENUE,RICHMOND TERRACE
590,1,590,1,1,0,0,10,2013,59776,1047178.084100000000000,212689.413900000010000,206 STREET,53 AVENUE
591,1,591,1,0,1,0,10,2013,15833,987494.547299999980000,190614.688400000010000,SCHERMERHORN STREET,SMITH STREET
592,1,592,1,1,0,0,10,2013,28670,1011867.588500000000000,170754.246500000010000,REMSEN AVENUE,AVENUE L
593,1,593,1,1,0,0,10,2013,55569,1032213.111100000000000,213476.423500000000000,MAIN STREET,CHERRY AVENUE
594,1,594,1,1,0,0,10,2013,48321,1016401.906500000000000,247804.329200000010000,EAST 181 STREET,SOUTHERN BOULEVARD
595,1,595,1,0,1,0,10,2013,47838,1011117.419400000000000,243842.962499999990000,ST PAULS PLACE,3 AVENUE
596,1,596,1,1,0,0,10,2013,26801,1002590.198900000000000,183000.005800000010000,SCHENECTADY AVENUE,EASTERN PARKWAY
597,1,597,1,1,0,0,10,2013,43583,1002320.721100000000000,247329.802600000000000,WEST 176 STREET,AUDUBON AVENUE
598,1,598,1,0,0,1,10,2013,28818,1013842.991300000000000,171410.049000000000000,ROCKAWAY PARKWAY,AVENUE M
599,1,599,1,1,0,0,10,2013,43205,1008005.739200000000000,239340.583400000000000,EAST 160 STREET,MELROSE AVENUE
600,1,600,1,1,0,0,10,2013,19593,995768.165599999950000,196950.134700000000000,MARCY AVENUE,DIVISION AVENUE
601,1,601,1,1,0,0,10,2013,46931,1019252.570100000000000,215025.859000000000000,NORTHERN BOULEVARD,JUNCTION BOULEVARD
602,1,602,1,1,0,0,10,2013,14096,985215.670599999950000,171602.535500000000000,11 AVENUE,49 STREET
603,1,603,1,0,0,1,10,2013,26394,1006601.821400000000000,172543.091300000000000,RALPH AVENUE,FOSTER AVENUE
604,1,604,1,1,0,0,10,2013,29360,1013046.198300000000000,184539.510600000010000,GLENMORE AVENUE,PENNSYLVANIA AVENUE
605,1,605,1,0,0,1,10,2013,19897,999122.584700000010000,192744.723499999990000,TOMPKINS AVENUE,MYRTLE AVENUE
606,1,606,1,1,0,0,10,2013,18595,991511.205899999940000,182729.172599999990000,3 STREET,PROSPECT PARK WEST
607,1,607,2,2,0,0,11,2013,5555,944484.877400000000000,155832.268799999990000,FIELD STREET,FOREST HILL ROAD
608,1,608,1,0,0,1,11,2013,21718,989480.911399999980000,221349.317500000000000,COLUMBUS AVENUE,WEST 67 STREET
609,1,609,1,0,1,0,11,2013,22291,998510.182799999950000,200765.411800000000000,MEEKER AVENUE,FROST STREET
610,1,610,1,1,0,0,11,2013,47483,1015252.190900000000000,236829.466400000000000,COSTER STREET,HUNTS POINT AVENUE
611,1,611,1,1,0,0,11,2013,21523,989808.660099999980000,214264.958300000000000,WEST 44 STREET,EAST 44 STREET
612,1,612,1,1,0,0,11,2013,51856,1028736.405799999900000,225532.697900000000000,14 AVENUE,129 STREET
613,1,613,1,1,0,0,11,2013,58745,1043392.881700000000000,209173.092200000010000,HORACE HARDING EXPRESSWAY SR S,188 STREET
614,1,614,1,1,0,0,11,2013,20364,983346.464999999970000,201729.347600000010000,CANAL STREET,GREENE STREET
615,1,615,1,1,0,0,11,2013,21868,991233.601499999990000,205162.900100000000000,AVENUE C,EAST 16 STREET
616,1,616,1,0,0,1,11,2013,31195,1029972.433500000000000,179718.585200000000000,98 STREET,159 AVENUE
617,1,617,2,2,0,0,11,2013,45900,1017948.002499999900000,207801.415199999990000,QUEENS BOULEVARD,REEDER STREET
618,1,618,1,0,0,1,11,2013,49393,1011976.295300000000000,262275.061099999990000,BROADWAY,WEST 240 STREET
619,1,619,1,1,0,0,11,2013,54540,1027475.994900000000000,264626.427499999990000,EDENWALD AVENUE,BAYCHESTER AVENUE
620,1,620,1,1,0,0,11,2013,24227,998456.237700000060000,236459.982200000000000,ST NICHOLAS AVENUE,WEST 133 STREET
621,1,621,1,1,0,0,11,2013,48738,1012384.473900000000000,252736.947300000000000,EAST 187 STREET,GRAND CONCOURSE
622,1,622,1,1,0,0,11,2013,19271,992533.254100000020000,190483.589600000010000,CLERMONT AVENUE,DEKALB AVENUE
623,1,623,1,1,0,0,11,2013,23710,998004.306100000050000,223386.541100000000000,2 AVENUE,EAST 89 STREET
624,1,624,1,1,0,0,11,2013,5678,947095.620899999980000,156564.072400000000000,WALCOTT AVENUE,BRIELLE AVENUE
625,1,625,1,1,0,0,11,2013,43053,1007965.886900000000000,233667.235500000010000,EAST 141 STREET,BEEKMAN AVENUE
626,1,626,1,1,0,0,11,2013,54723,1031533.985500000000000,204656.286900000010000,JEWEL AVENUE,136 STREET
627,1,627,1,1,0,0,11,2013,53647,1024526.480100000000000,250519.071200000010000,NEILL AVENUE,WILLIAMSBRIDGE ROAD
628,1,628,1,1,0,0,11,2013,29802,1019949.842300000000000,184443.083600000010000,EUCLID AVENUE,SUTTER AVENUE
629,1,629,1,1,0,0,11,2013,23735,998160.119500000030000,227234.482599999990000,EAST 102 STREET,PARK AVENUE
630,1,630,1,1,0,0,11,2013,17834,999979.751700000020000,168345.051799999990000,FLATBUSH AVENUE,EAST 34 STREET
631,1,631,1,0,1,0,11,2013,41235,1009912.956500000000000,204231.872100000010000,MAURICE AVENUE,BORDEN AVENUE
632,1,632,1,0,0,1,11,2013,16595,993700.414200000000000,153295.623599999990000,OCEAN PARKWAY,BRIGHTON COURT
633,1,633,1,1,0,0,11,2013,36072,1047000.587700000000000,179686.101599999990000,NASSAU EXPRESSWAY,FARMERS BOULEVARD
634,1,634,1,1,0,0,11,2013,10988,965888.705300000030000,163012.454499999990000,BAY STREET,HYLAN BOULEVARD
635,1,635,1,0,0,1,12,2013,3700,934987.206499999970000,164627.543199999990000,STATEN ISLAND EXPWY ET 5 EB,WEST SHORE EXPRESSWAY
636,1,636,1,1,0,0,12,2013,47762,1010368.352600000000000,245269.107900000000000,CLAY AVENUE,CLAREMONT PARKWAY
637,1,637,1,1,0,0,12,2013,57936,1031384.612400000000000,259299.053300000000000,DREISER LOOP,CO-OP CITY BOULEVARD
638,1,638,1,1,0,0,12,2013,43327,1000029.442800000000000,242245.049399999990000,AMSTERDAM AVENUE,WEST 155 STREET
639,1,639,1,1,0,0,12,2013,46822,1018351.682800000000000,211951.613500000010000,CASE STREET,ROOSEVELT AVENUE
640,1,640,1,0,0,1,12,2013,7872,953596.295900000030000,156179.430100000000000,WHITLOCK AVENUE,CIRCLE ROAD
641,1,641,1,1,0,0,12,2013,27191,1008780.386600000000000,184455.422499999990000,ST MARKS AVENUE,EASTERN PARKWAY
642,1,642,1,0,0,1,12,2013,29685,1017209.234300000000000,187534.287699999990000,ARLINGTON AVENUE,HIGHLAND PLACE
643,1,643,1,0,0,1,12,2013,22383,999328.653900000030000,201438.974099999990000,BQE WB ENTRANCE MEEKER AVE,GRAHAM AVENUE
644,1,644,1,1,0,0,12,2013,26082,1001981.601300000000000,173077.023599999990000,EAST 43 STREET,AVENUE D
645,1,645,1,1,0,0,12,2013,55561,1032817.719500000000000,211177.100700000010000,BOOTH MEMORIAL AVENUE,141 STREET
646,1,646,1,1,0,0,12,2013,47939,1012945.863500000000000,242976.550500000010000,BOSTON ROAD,PROSPECT AVENUE
647,1,647,1,1,0,0,12,2013,5202,948906.413900000040000,145039.872700000010000,GUYON AVENUE,NORTH RAILROAD AVENUE
648,1,648,1,0,0,1,12,2013,41315,1000801.311700000000000,212879.876099999990000,RAMP,QUEENS PLAZA NORTH
649,1,649,1,1,0,0,12,2013,13545,985628.238699999990000,169614.960700000000000,54 STREET,13 AVENUE
650,1,650,1,1,0,0,12,2013,50823,1021832.840500000000000,216610.869000000010000,GILLMORE STREET,105 STREET
651,1,651,1,0,0,1,12,2013,25695,1004273.197500000000000,168142.762200000000000,AVENUE J,UTICA AVENUE
652,1,652,1,0,0,1,12,2013,53647,1024526.480100000000000,250519.071200000010000,NEILL AVENUE,WILLIAMSBRIDGE ROAD
653,1,653,1,1,0,0,12,2013,40305,1058940.471700000100000,191487.160100000010000,LINDEN BOULEVARD,231 STREET
654,1,654,1,1,0,0,12,2013,22810,994386.623099999970000,215306.524500000000000,1 AVENUE,EAST 56 STREET
655,1,655,1,1,0,0,12,2013,46295,1011619.455700000000000,213959.021000000010000,NORTHERN BOULEVARD,61 STREET
656,1,656,2,1,0,1,12,2013,41266,1009880.787999999900000,209570.575000000010000,58 STREET,QUEENS BOULEVARD
657,1,657,1,1,0,0,12,2013,32492,1025245.700800000000000,192030.577900000000000,JAMAICA AVENUE,WOODHAVEN BOULEVARD
658,1,658,1,0,0,1,12,2013,59251,1041419.457500000000000,218864.266700000010000,33 AVENUE,172 STREET
659,1,659,1,1,0,0,12,2013,22323,998615.613999999940000,203285.512099999990000,NASSAU AVENUE,MC GUINNESS BOULEVARD
660,1,660,1,1,0,0,12,2013,26395,1006749.160400000100000,172669.186500000010000,EAST 80 STREET,FOSTER AVENUE
661,1,661,1,1,0,0,12,2013,27564,1003360.177600000100000,193095.696900000010000,SUYDAM STREET,BUSHWICK AVENUE
662,1,662,1,1,0,0,3,2013,41365,1001634.502300000100000,210770.753000000000000,30 STREET,THOMSON AVENUE
663,1,663,1,1,0,0,3,2013,48735,1012129.605300000100000,252133.569300000000000,GRAND CONCOURSE,FIELD PLACE
664,1,664,1,0,0,1,3,2013,21164,983518.794100000060000,216222.608899999990000,12 AVENUE,WEST 39 STREET
665,1,665,1,0,1,0,3,2013,13530,985266.996000000040000,168236.141299999990000,59 STREET,NEW UTRECHT AVENUE
666,1,666,3,0,0,3,3,2013,19397,993711.985299999940000,195457.624600000010000,KENT AVENUE,WILSON STREET
667,1,667,1,1,0,0,3,2013,7254,951918.818899999950000,144747.619299999990000,HYLAN BOULEVARD,TYSENS LANE
668,1,668,1,1,0,0,3,2013,46634,1015942.789900000000000,213158.130200000010000,35 AVENUE,81 STREET
669,1,669,1,1,0,0,3,2013,41077,1006595.699400000000000,207074.835200000000000,LONG ISLAND EXPWY ET 17 WB,LAUREL HILL BOULEVARD
670,1,670,1,0,0,1,3,2013,39307,1056824.537599999900000,189664.637800000000000,226 STREET,FRANCIS LEWIS BOULEVARD
671,1,671,1,1,0,0,3,2013,26215,1003567.864600000000000,176728.348399999990000,UTICA AVENUE,CHURCH AVENUE
672,1,672,1,0,0,1,3,2013,48821,1013585.885500000000000,252171.925500000010000,EAST 187 STREET,WEBSTER AVENUE
673,1,673,1,1,0,0,3,2013,61139,1052563.640900000000000,209850.856600000000000,73 AVENUE,SPRINGFIELD BOULEVARD
674,1,674,1,1,0,0,3,2013,21052,981931.533500000020000,212634.279500000000000,12 AVENUE,WEST 24 STREET
675,1,675,1,1,0,0,3,2013,52002,1022526.024500000100000,237026.411499999990000,SOUNDVIEW AVENUE,RANDALL AVENUE
676,1,676,1,0,0,1,3,2013,26722,1000510.495400000000000,186298.535600000000000,ATLANTIC AVENUE,KINGSTON AVENUE
677,1,677,1,1,0,0,3,2013,49787,1020176.249300000000000,206536.060399999990000,QUEENS BOULEVARD,WOODHAVEN BOULEVARD
678,1,678,1,1,0,0,3,2013,14637,984228.904199999990000,184718.627299999990000,HAMILTON AVENUE,COURT STREET
679,1,679,1,1,0,0,3,2013,22528,990305.817900000020000,217267.714799999990000,WEST 55 STREET,AVENUE OF THE AMERICAS
680,1,680,1,1,0,0,4,2013,18574,990502.175500000010000,188495.922900000010000,FLATBUSH AVENUE,ATLANTIC AVENUE
681,1,681,2,2,0,0,4,2013,43036,1007722.695200000000000,232006.969799999990000,RFK BRIDGE BRONX ENTRANCE RAMP,BRUCKNER BOULEVARD
682,1,682,1,1,0,0,4,2013,10536,961906.695900000050000,164184.023400000010000,PARK HILL AVENUE,OSGOOD AVENUE
