FID,YR,NODEID,Lon,Lat,Injuries_COUNT,PedInjurie_COUNT,BikeInjuri_COUNT,MVOInjurie_COUNT,Injuries,PedInjurie,BikeInjuri,MVOInjurie
0,2016,26259,-73.92834753,40.64219749,9,0,0,9,1,0,0,1
1,2016,40916,-73.92232153,40.72038063,1,0,1,0,1,0,1,0
2,2016,58711,-73.78568493,40.72773019,2,2,0,0,1,1,0,0
3,2016,22834,-73.9629746,40.76248708,5,1,0,4,1,1,0,1
4,2016,26856,-73.92987365,40.66399077,10,0,0,10,1,0,0,1
5,2016,24836,-73.94255814,40.59358849,2,1,0,1,1,1,0,1
6,2016,4697,-74.14864555,40.56459763,1,0,0,1,1,0,0,1
7,2016,22692,-73.96864226,40.76159996,4,1,0,3,1,1,0,1
8,2016,18028,-73.97054554,40.64531667,2,1,0,1,1,1,0,1
9,2016,37592,-73.77712347,40.71426199,1,1,0,0,1,1,0,0
10,2016,8282,-74.09260419,40.58311993,1,1,0,0,1,1,0,0
11,2016,20987,-73.98279128,40.73393097,1,0,1,0,1,0,1,0
12,2016,34598,-73.82575765,40.70442753,1,0,0,1,1,0,0,1
13,2016,13989,-74.00092542,40.6403459,3,3,0,0,1,1,0,0
14,2016,12225,-74.01634261,40.64965573,1,1,0,0,1,1,0,0
15,2016,18238,-73.96100797,40.6500826,7,1,1,5,1,1,1,1
16,2016,27718,-73.92383408,40.68854094,1,1,0,0,1,1,0,0
17,2016,29123,-73.90479078,40.66925399,3,1,0,2,1,1,0,1
18,2016,48483,-73.8725298,40.82904833,4,0,0,4,1,0,0,1
19,2016,20907,-73.98353592,40.73000773,9,4,1,4,1,1,1,1
20,2016,23427,-73.96945603,40.79783789,3,0,1,2,1,0,1,1
21,2016,61564,-73.733773,40.73889928,8,3,0,5,1,1,0,1
22,2016,16789,-73.96034954,40.58730629,10,4,0,6,1,1,0,1
23,2016,58553,-73.79174473,40.72578885,5,3,0,2,1,1,0,1
24,2016,53676,-73.85578043,40.86544056,1,0,0,1,1,0,0,1
25,2016,50489,-73.84085753,40.72098369,1,0,0,1,1,0,0,1
26,2016,17498,-73.96462714,40.62726546,1,0,0,1,1,0,0,1
27,2016,26419,-73.92046701,40.64965418,2,2,0,0,1,1,0,0
28,2016,47697,-73.87356809,40.82441985,8,0,0,8,1,0,0,1
29,2016,46539,-73.89150523,40.74723844,2,0,1,1,1,0,1,1
30,2016,46723,-73.88324519,40.7595258,5,1,0,4,1,1,0,1
31,2016,49940,-73.86082755,40.72957407,1,0,0,1,1,0,0,1
32,2016,58720,-73.78649867,40.73197222,1,0,0,1,1,0,0,1
33,2016,15360,-74.00698584,40.7117375,1,1,0,0,1,1,0,0
34,2016,70735,-73.82014746,40.5854745,1,0,0,1,1,0,0,1
35,2016,36888,-73.76655911,40.66785985,4,0,0,4,1,0,0,1
36,2016,20940,-73.98335962,40.74141217,1,1,0,0,1,1,0,0
37,2016,32409,-73.85504785,40.69135162,1,1,0,0,1,1,0,0
38,2016,49002,-73.888557,40.87519731,1,0,0,1,1,0,0,1
39,2016,54353,-73.85369913,40.90495716,1,0,0,1,1,0,0,1
40,2016,38634,-73.73203729,40.65293107,2,0,0,2,1,0,0,1
41,2016,44533,-73.92027632,40.8626059,3,0,0,3,1,0,0,1
42,2016,17576,-73.95840174,40.61958367,1,0,0,1,1,0,0,1
43,2016,17229,-73.97580132,40.62359355,4,1,0,3,1,1,0,1
44,2016,19737,-73.95398939,40.69320527,4,0,2,2,1,0,1,1
45,2016,28051,-73.90898885,40.70503175,1,0,0,1,1,0,0,1
46,2016,31703,-73.85111056,40.68473395,2,0,0,2,1,0,0,1
47,2016,16714,-73.96303345,40.59810222,3,1,0,2,1,1,0,1
48,2016,16969,-73.95188918,40.585936,4,3,1,0,1,1,1,0
49,2016,27533,-73.93480282,40.7133725,2,0,1,1,1,0,1,1
50,2016,59736,-73.77325803,40.7445803,2,0,0,2,1,0,0,1
51,2016,53854,-73.84692348,40.87415335,2,0,0,2,1,0,0,1
52,2016,14672,-73.99776979,40.67474149,3,1,1,1,1,1,1,1
53,2016,46710,-73.88536728,40.75555694,3,0,0,3,1,0,0,1
54,2016,13748,-73.97963822,40.61556455,1,1,0,0,1,1,0,0
55,2016,22814,-73.96431354,40.76059923,9,2,2,5,1,1,1,1
56,2016,44224,-73.91221277,40.85078101,1,0,0,1,1,0,0,1
57,2016,22704,-73.97072777,40.76739372,1,0,0,1,1,0,0,1
58,2016,22464,-73.9790585,40.74444355,3,3,0,0,1,1,0,0
59,2016,26701,-73.94236048,40.66762256,3,3,0,0,1,1,0,0
60,2016,52609,-73.86268437,40.84042152,1,1,0,0,1,1,0,0
61,2016,51838,-73.83905249,40.77662845,2,0,0,2,1,0,0,1
62,2016,26469,-73.91532187,40.63963744,1,0,1,0,1,0,1,0
63,2016,39062,-73.75135892,40.67789761,4,0,0,4,1,0,0,1
64,2016,26783,-73.93807696,40.6831609,1,1,0,0,1,1,0,0
65,2016,62603,-73.72455549,40.73384495,1,0,0,1,1,0,0,1
66,2016,37515,-73.77773485,40.71027617,1,0,0,1,1,0,0,1
67,2016,34117,-73.81164515,40.68565548,2,0,0,2,1,0,0,1
68,2016,39790,-73.75380958,40.69097513,3,1,1,1,1,1,1,1
69,2016,59395,-73.78516838,40.76143282,1,0,0,1,1,0,0,1
70,2016,34702,-73.82147825,40.7034156,1,0,0,1,1,0,0,1
71,2016,41668,-73.92345725,40.76434806,1,1,0,0,1,1,0,0
72,2016,52837,-73.84955891,40.83440887,4,0,0,4,1,0,0,1
73,2016,18935,-73.95361543,40.6613878,1,0,0,1,1,0,0,1
74,2016,26024,-73.9405971,40.63908298,12,0,0,12,1,0,0,1
75,2016,43122,-73.91085651,40.80044684,1,0,0,1,1,0,0,1
76,2016,14036,-73.99943388,40.63488516,2,2,0,0,1,1,0,0
77,2016,19197,-73.97510566,40.68969751,5,1,4,0,1,1,1,0
78,2016,41515,-73.92948037,40.74618925,1,0,0,1,1,0,0,1
79,2016,46936,-73.87221856,40.75694322,1,0,0,1,1,0,0,1
80,2016,12160,-74.02159803,40.64459805,2,0,0,2,1,0,0,1
81,2016,36768,-73.77296098,40.68470038,1,0,0,1,1,0,0,1
82,2016,18701,-73.97082603,40.68161594,1,0,0,1,1,0,0,1
83,2016,49857,-73.86409992,40.72738203,1,1,0,0,1,1,0,0
84,2016,44543,-73.91894226,40.86446291,8,1,0,7,1,1,0,1
85,2016,12987,-73.98719211,40.59792605,6,3,2,1,1,1,1,1
86,2016,55951,-73.80835483,40.76978103,1,0,0,1,1,0,0,1
87,2016,21252,-73.99619656,40.74843933,1,0,0,1,1,0,0,1
88,2016,61073,-73.75418824,40.7170255,2,0,0,2,1,0,0,1
89,2016,31700,-73.85280059,40.68425311,2,1,0,1,1,1,0,1
90,2016,46655,-73.88672973,40.76305326,3,1,0,2,1,1,0,1
91,2016,22582,-73.97304503,40.75269162,3,1,2,0,1,1,1,0
92,2016,23920,-73.96191714,40.8005434,1,1,0,0,1,1,0,0
93,2016,46625,-73.88709814,40.74945389,2,0,0,2,1,0,0,1
94,2016,54558,-73.84507992,40.90335874,1,0,0,1,1,0,0,1
95,2016,24407,-73.94468026,40.84105098,9,0,1,8,1,0,1,1
96,2016,21345,-73.992079,40.75409112,5,0,0,5,1,0,0,1
97,2016,61103,-73.75409142,40.72469191,7,0,1,6,1,0,1,1
98,2016,48811,-73.89262982,40.85582307,1,0,0,1,1,0,0,1
99,2016,18539,-73.97806037,40.67111241,2,0,1,1,1,0,1,1
100,2016,23267,-73.97736846,40.77936425,1,1,0,0,1,1,0,0
101,2016,27841,-73.91883331,40.70586712,2,0,0,2,1,0,0,1
102,2016,33985,-73.81412117,40.66739184,1,0,0,1,1,0,0,1
103,2016,18973,-73.95281121,40.67784423,9,0,2,7,1,0,1,1
104,2016,20559,-73.99918496,40.73924284,2,1,1,0,1,1,1,0
105,2016,13983,-74.00325273,40.63810426,2,0,0,2,1,0,0,1
106,2016,42402,-73.90890276,40.77486146,1,1,0,0,1,1,0,0
107,2016,52632,-73.86250924,40.84836228,1,0,0,1,1,0,0,1
108,2016,7077,-74.12688873,40.63721009,1,1,0,0,1,1,0,0
109,2016,24201,-73.94697367,40.7999617,1,1,0,0,1,1,0,0
110,2016,10536,-74.08048023,40.61729544,1,0,0,1,1,0,0,1
111,2016,18618,-73.97244492,40.67716201,2,0,0,2,1,0,0,1
112,2016,42499,-73.93879245,40.80828005,1,0,1,0,1,0,1,0
113,2016,13562,-73.99365165,40.61569382,1,0,0,1,1,0,0,1
114,2016,45601,-73.89055988,40.73927465,4,0,0,4,1,0,0,1
115,2016,56000,-73.8037408,40.76213337,4,1,0,3,1,1,0,1
116,2016,19726,-73.95599388,40.71409199,7,2,1,4,1,1,1,1
117,2016,18473,-73.94562475,40.64112599,8,5,0,3,1,1,0,1
118,2016,48625,-73.90339093,40.87687833,7,4,0,3,1,1,0,1
119,2016,29798,-73.87280326,40.67264295,1,0,0,1,1,0,0,1
120,2016,6533,-74.13215051,40.60855196,6,3,0,3,1,1,0,1
121,2016,7137,-74.12005267,40.56039321,10,0,0,10,1,0,0,1
122,2016,19824,-73.94833093,40.69097346,2,0,0,2,1,0,0,1
123,2016,27531,-73.93528872,40.71445704,8,0,1,7,1,0,1,1
124,2016,21478,-73.98564678,40.76291487,2,1,1,0,1,1,1,0
125,2016,52505,-73.86393748,40.84004457,1,0,1,0,1,0,1,0
126,2016,6980,-74.13476961,40.63602507,8,2,0,6,1,1,0,1
127,2016,42069,-73.93636093,40.79469761,1,0,0,1,1,0,0,1
128,2016,61218,-73.74732238,40.71724375,2,0,0,2,1,0,0,1
129,2016,30569,-73.87161766,40.71329024,3,0,0,3,1,0,0,1
130,2016,21139,-74.00233169,40.75020826,4,0,1,3,1,0,1,1
131,2016,36840,-73.76685762,40.68006181,4,0,0,4,1,0,0,1
132,2016,43072,-73.91677118,40.81569883,2,0,0,2,1,0,0,1
133,2016,6711,-74.13024789,40.62960913,1,0,0,1,1,0,0,1
134,2016,43271,-73.90912668,40.81593923,1,0,0,1,1,0,0,1
135,2016,21977,-73.9644723,40.71573311,1,0,0,1,1,0,0,1
136,2016,34907,-73.81640047,40.70408335,6,4,0,2,1,1,0,1
137,2016,20266,-74.00457474,40.72417313,1,0,0,1,1,0,0,1
138,2016,9333,-74.1137364,40.63742912,3,0,0,3,1,0,0,1
139,2016,39532,-73.73064065,40.67398156,4,1,0,3,1,1,0,1
140,2016,22922,-73.96114863,40.76498745,6,1,1,4,1,1,1,1
141,2016,6639,-74.13404301,40.63279456,1,0,0,1,1,0,0,1
142,2016,61493,-73.7342608,40.73329695,1,0,0,1,1,0,0,1
143,2016,18311,-73.95421257,40.64793604,1,0,1,0,1,0,1,0
144,2016,19919,-73.94627613,40.70222058,1,1,0,0,1,1,0,0
145,2016,30674,-73.85923026,40.57665689,2,0,0,2,1,0,0,1
146,2016,35193,-73.80573926,40.6972619,1,1,0,0,1,1,0,0
147,2016,46810,-73.87790383,40.7455897,1,1,0,0,1,1,0,0
148,2016,18158,-73.96398391,40.64908469,2,0,0,2,1,0,0,1
149,2016,21319,-73.99371966,40.76713262,2,0,0,2,1,0,0,1
150,2016,21781,-73.97635525,40.71913288,3,0,0,3,1,0,0,1
151,2016,54531,-73.84523225,40.88955067,1,0,0,1,1,0,0,1
152,2016,26062,-73.94261168,40.66061034,4,1,0,3,1,1,0,1
153,2016,46706,-73.88375273,40.75188506,5,2,0,3,1,1,0,1
154,2016,31386,-73.86108032,40.66638234,5,0,0,5,1,0,0,1
155,2016,28961,-73.88738075,40.6599731,3,0,0,3,1,0,0,1
156,2016,34004,-73.81494835,40.67558013,1,0,0,1,1,0,0,1
157,2016,22317,-73.94697995,40.72147401,1,1,0,0,1,1,0,0
158,2016,26688,-73.94276743,40.66206032,1,1,0,0,1,1,0,0
159,2016,46557,-73.89061341,40.75314494,1,0,0,1,1,0,0,1
160,2016,55944,-73.80889064,40.76587405,10,0,0,10,1,0,0,1
161,2016,37964,-73.75963515,40.59751882,1,0,0,1,1,0,0,1
162,2016,43134,-73.91278768,40.80483976,2,0,0,2,1,0,0,1
163,2016,3420,-74.16948146,40.57940007,15,3,1,11,1,1,1,1
164,2016,43316,-73.93968953,40.82765657,1,0,1,0,1,0,1,0
165,2016,21660,-73.98487947,40.77415567,1,0,0,1,1,0,0,1
166,2016,49979,-73.8571466,40.71701045,1,0,1,0,1,0,1,0
167,2016,51026,-73.85604027,40.75707245,2,0,0,2,1,0,0,1
168,2016,32181,-73.87016942,40.70922898,12,6,2,4,1,1,1,1
169,2016,58469,-73.79782842,40.72203121,1,0,0,1,1,0,0,1
170,2016,24168,-73.95354383,40.81205082,1,0,1,0,1,0,1,0
171,2016,20616,-73.99559266,40.72819345,1,0,1,0,1,0,1,0
172,2016,57471,-73.82799994,40.84863235,1,0,0,1,1,0,0,1
173,2016,46919,-73.87261425,40.7531415,7,2,0,5,1,1,0,1
174,2016,56446,-73.81478822,40.77699574,3,0,0,3,1,0,0,1
175,2016,39597,-73.76195416,40.68823514,3,1,0,2,1,1,0,1
176,2016,26919,-73.92532872,40.67116872,1,0,1,0,1,0,1,0
177,2016,53519,-73.86097061,40.85680691,1,0,1,0,1,0,1,0
178,2016,47432,-73.88906736,40.81657492,1,0,1,0,1,0,1,0
179,2016,67259,-73.86295085,40.74884242,1,1,0,0,1,1,0,0
180,2016,23985,-73.96107794,40.80180036,1,0,0,1,1,0,0,1
181,2016,17382,-73.97211244,40.63136816,3,0,0,3,1,0,0,1
182,2016,46372,-73.89922766,40.75000253,2,1,1,0,1,1,1,0
183,2016,22766,-73.96590034,40.76535728,2,1,0,1,1,1,0,1
184,2016,14089,-73.99507463,40.63407673,2,1,0,1,1,1,0,1
185,2016,19640,-73.95606869,40.68933445,2,0,0,2,1,0,0,1
186,2016,41017,-73.92188266,40.74147756,1,0,0,1,1,0,0,1
187,2016,54587,-73.84086971,40.89054537,4,0,0,4,1,0,0,1
188,2016,37766,-73.76752172,40.71396168,2,0,0,2,1,0,0,1
189,2016,42235,-73.92142175,40.77096253,2,1,0,1,1,1,0,1
190,2016,39836,-73.75212199,40.70711192,1,1,0,0,1,1,0,0
191,2016,46685,-73.88485539,40.74753481,4,0,2,2,1,0,1,1
192,2016,11260,-74.08016922,40.64005657,1,1,0,0,1,1,0,0
193,2016,43961,-73.92046112,40.83091482,6,2,0,4,1,1,0,1
194,2016,26137,-73.93513872,40.64178465,3,1,0,2,1,1,0,1
195,2016,54872,-73.82092193,40.71870218,1,0,0,1,1,0,0,1
196,2016,8758,-74.11101012,40.62789618,1,0,0,1,1,0,0,1
197,2016,13232,-74.00951152,40.61140615,3,3,0,0,1,1,0,0
198,2016,29165,-73.90487527,40.68194712,2,0,0,2,1,0,0,1
199,2016,56773,-73.79994447,40.7844658,1,0,0,1,1,0,0,1
200,2016,17372,-73.97156803,40.62998802,10,0,1,9,1,0,1,1
201,2016,41161,-73.91132095,40.71962423,2,0,0,2,1,0,0,1
202,2016,39855,-73.75382142,40.71508591,3,1,0,2,1,1,0,1
203,2016,17809,-73.94506643,40.61721269,1,0,0,1,1,0,0,1
204,2016,41089,-73.91853985,40.73920316,1,1,0,0,1,1,0,0
205,2016,44479,-73.92249764,40.86606345,2,2,0,0,1,1,0,0
206,2016,54491,-73.84680226,40.90155221,2,0,0,2,1,0,0,1
207,2016,18389,-73.95049314,40.65940511,4,0,0,4,1,0,0,1
208,2016,15743,-73.99136812,40.69701375,2,2,0,0,1,1,0,0
209,2016,16542,-73.96621054,40.58062957,1,0,0,1,1,0,0,1
210,2016,41369,-73.939174,40.74827782,1,0,0,1,1,0,0,1
211,2016,17533,-73.96090977,40.6076931,2,2,0,0,1,1,0,0
212,2016,20184,-74.00795703,40.71712231,1,1,0,0,1,1,0,0
213,2016,15352,-74.0048166,40.70839029,2,1,1,0,1,1,1,0
214,2016,54372,-73.85065123,40.88219179,2,2,0,0,1,1,0,0
215,2016,21718,-73.98111394,40.77422748,1,0,1,0,1,0,1,0
216,2016,29274,-73.89986288,40.668684,1,0,0,1,1,0,0,1
217,2016,11606,-74.03316279,40.61340207,1,1,0,0,1,1,0,0
218,2016,58607,-73.79278524,40.7411936,1,0,0,1,1,0,0,1
219,2016,42542,-73.93308208,40.80342521,6,0,0,6,1,0,0,1
220,2016,16049,-73.98042941,40.68990041,3,1,1,1,1,1,1,1
221,2016,25483,-73.93933408,40.62272562,1,0,1,0,1,0,1,0
222,2016,40228,-73.73488109,40.69546671,6,1,0,5,1,1,0,1
223,2016,35124,-73.80900071,40.70594887,9,0,1,8,1,0,1,1
224,2016,31427,-73.86378674,40.68111375,1,1,0,0,1,1,0,0
225,2016,34201,-73.8078747,40.68709834,6,1,1,4,1,1,1,1
226,2016,59769,-73.77233563,40.74567121,1,0,0,1,1,0,0,1
227,2016,58472,-73.79760902,40.7238245,2,0,0,2,1,0,0,1
228,2016,27102,-73.91626712,40.66465376,7,0,0,7,1,0,0,1
229,2016,21258,-73.99678949,40.75272345,2,0,0,2,1,0,0,1
230,2016,19404,-73.96761548,40.70496164,1,0,0,1,1,0,0,1
231,2016,34140,-73.8075921,40.66622104,4,0,0,4,1,0,0,1
232,2016,50968,-73.85792759,40.75668485,1,0,0,1,1,0,0,1
233,2016,8401,-74.08849597,40.58478842,2,2,0,0,1,1,0,0
234,2016,20142,-74.00986909,40.73245064,1,0,0,1,1,0,0,1
235,2016,23279,-73.97643948,40.7857349,4,1,2,1,1,1,1,1
236,2016,24982,-73.93301118,40.59463871,2,1,0,1,1,1,0,1
237,2016,26472,-73.91758045,40.64282701,2,1,0,1,1,1,0,1
238,2016,42976,-73.92099476,40.80661089,1,0,1,0,1,0,1,0
239,2016,26335,-73.92211707,40.64679582,1,0,0,1,1,0,0,1
240,2016,12684,-74.00514036,40.60143149,1,0,0,1,1,0,0,1
241,2016,26708,-73.94194505,40.67207733,4,2,0,2,1,1,0,1
242,2016,26095,-73.93808044,40.65137598,3,1,0,2,1,1,0,1
243,2016,12809,-73.99528942,40.59217179,1,0,0,1,1,0,0,1
244,2016,10142,-74.06417896,40.59234145,7,0,0,7,1,0,0,1
245,2016,5889,-74.15814141,40.63280188,1,0,1,0,1,0,1,0
246,2016,53419,-73.86812877,40.88006655,1,1,0,0,1,1,0,0
247,2016,35212,-73.80353446,40.70027912,1,0,0,1,1,0,0,1
248,2016,36645,-73.77410278,40.66705261,2,0,0,2,1,0,0,1
249,2016,26523,-73.91707364,40.65974535,2,1,0,1,1,1,0,1
250,2016,41012,-73.92466424,40.74180007,2,0,2,0,1,0,1,0
251,2016,42489,-73.93722752,40.80176902,5,3,0,2,1,1,0,1
252,2016,34731,-73.82259801,40.71360203,1,0,0,1,1,0,0,1
253,2016,56283,-73.82234992,40.78685482,5,1,0,4,1,1,0,1
254,2016,20902,-73.98309064,40.72666581,1,1,0,0,1,1,0,0
255,2016,27798,-73.92130588,40.68907164,1,0,0,1,1,0,0,1
256,2016,50038,-73.85704938,40.73251243,1,1,0,0,1,1,0,0
257,2016,31714,-73.84909548,40.66131543,2,1,0,1,1,1,0,1
258,2016,5671,-74.13141815,40.58030726,1,0,0,1,1,0,0,1
259,2016,18709,-73.97172666,40.68752799,3,0,0,3,1,0,0,1
260,2016,34190,-73.80715626,40.68253902,4,0,0,4,1,0,0,1
261,2016,58369,-73.82403093,40.88769579,1,1,0,0,1,1,0,0
262,2016,26369,-73.9228883,40.65542141,2,0,0,2,1,0,0,1
263,2016,16259,-73.96113608,40.57580268,1,1,0,0,1,1,0,0
264,2016,15845,-73.98729895,40.69223408,5,3,1,1,1,1,1,1
265,2016,9726,-74.08587512,40.59589012,2,0,0,2,1,0,0,1
266,2016,29236,-73.90291887,40.67568458,2,0,0,2,1,0,0,1
267,2016,17822,-73.9458764,40.62688633,1,0,0,1,1,0,0,1
268,2016,31091,-73.84680333,40.65991487,1,0,0,1,1,0,0,1
269,2016,19345,-73.96582205,40.68820942,2,2,0,0,1,1,0,0
270,2016,59074,-73.76330464,40.71553636,1,0,0,1,1,0,0,1
271,2016,4838,-74.14175574,40.5645303,1,0,0,1,1,0,0,1
272,2016,449,-74.23937177,40.52822361,1,0,0,1,1,0,0,1
273,2016,27643,-73.92520551,40.69345466,1,0,1,0,1,0,1,0
274,2016,34900,-73.81513688,40.70071248,4,1,0,3,1,1,0,1
275,2016,47230,-73.90349651,40.81872376,1,0,0,1,1,0,0,1
276,2016,19518,-73.96387475,40.71029748,2,1,1,0,1,1,1,0
277,2016,36948,-73.76599216,40.68136171,3,0,0,3,1,0,0,1
278,2016,56850,-73.82386721,40.82514552,1,0,0,1,1,0,0,1
279,2016,26502,-73.91473217,40.64810117,12,1,0,11,1,1,0,1
280,2016,11623,-74.03084507,40.61669949,3,1,1,1,1,1,1,1
281,2016,42508,-73.93788004,40.80952497,1,0,0,1,1,0,0,1
282,2016,26455,-73.92008167,40.65985763,2,0,0,2,1,0,0,1
283,2016,23576,-73.95679749,40.77496631,1,0,1,0,1,0,1,0
284,2016,19096,-73.97610196,40.68973652,1,0,1,0,1,0,1,0
285,2016,41917,-73.90846545,40.75529169,2,1,0,1,1,1,0,1
286,2016,24335,-73.94995561,40.82710171,1,0,1,0,1,0,1,0
287,2016,63016,-73.72231045,40.76479301,1,0,0,1,1,0,0,1
288,2016,27440,-73.93709737,40.7093818,1,0,0,1,1,0,0,1
289,2016,49310,-73.90330914,40.88430107,1,0,0,1,1,0,0,1
290,2016,33872,-73.82219037,40.67826769,1,0,0,1,1,0,0,1
291,2016,17983,-73.97326628,40.65464926,2,0,0,2,1,0,0,1
292,2016,21130,-74.00311638,40.74403449,3,0,0,3,1,0,0,1
293,2016,43456,-73.93937514,40.83650525,2,1,0,1,1,1,0,1
294,2016,46947,-73.87107558,40.76080622,1,1,0,0,1,1,0,0
295,2016,28041,-73.90991485,40.70412607,1,1,0,0,1,1,0,0
296,2016,12218,-74.01590101,40.64665596,1,1,0,0,1,1,0,0
297,2016,48096,-73.89150554,40.83466242,1,0,0,1,1,0,0,1
298,2016,14870,-73.9904264,40.67868032,1,0,0,1,1,0,0,1
299,2016,19733,-73.95161156,40.6905967,1,0,0,1,1,0,0,1
300,2016,41833,-73.91354184,40.75346871,2,0,0,2,1,0,0,1
301,2016,29190,-73.90197239,40.66198724,8,0,0,8,1,0,0,1
302,2016,47318,-73.89704467,40.81680186,1,0,0,1,1,0,0,1
303,2016,9811,-74.08170184,40.59856553,5,0,0,5,1,0,0,1
304,2016,49495,-73.89687845,40.90104058,7,0,0,7,1,0,0,1
305,2016,55442,-73.83334977,40.76408379,1,0,0,1,1,0,0,1
306,2016,25427,-73.94028897,40.62739947,1,0,0,1,1,0,0,1
307,2016,13818,-74.01298706,40.649456,10,1,0,9,1,1,0,1
308,2016,34696,-73.82250538,40.70175726,2,1,0,1,1,1,0,1
309,2016,27389,-73.93675794,40.69155615,6,1,0,5,1,1,0,1
310,2016,17832,-73.94453995,40.62986656,1,1,0,0,1,1,0,0
311,2016,20994,-73.98269552,40.7354316,1,0,0,1,1,0,0,1
312,2016,41669,-73.92266322,40.76396631,1,1,0,0,1,1,0,0
313,2016,16627,-73.96498563,40.60263003,2,0,1,1,1,0,1,1
314,2016,20888,-73.9846778,40.7217306,5,0,0,5,1,0,0,1
315,2016,26333,-73.92284938,40.64485405,1,0,0,1,1,0,0,1
316,2016,48550,-73.90644856,40.85347421,1,1,0,0,1,1,0,0
317,2016,42072,-73.93728065,40.79767891,1,0,0,1,1,0,0,1
318,2016,26811,-73.93322594,40.67596828,1,0,0,1,1,0,0,1
319,2016,51254,-73.84404431,40.75694477,1,0,0,1,1,0,0,1
320,2016,30248,-73.89024554,40.70114861,2,0,1,1,1,0,1,1
321,2016,53885,-73.84300297,40.85950197,2,0,0,2,1,0,0,1
322,2016,19223,-73.97247972,40.69620617,2,0,0,2,1,0,0,1
323,2016,41818,-73.91150871,40.74447071,2,2,0,0,1,1,0,0
324,2016,53497,-73.86500047,40.87980478,2,2,0,0,1,1,0,0
325,2016,46790,-73.88121598,40.76401296,5,2,0,3,1,1,0,1
326,2016,14018,-74.00151177,40.65710908,1,0,0,1,1,0,0,1
327,2016,19922,-73.94544988,40.70276064,4,0,0,4,1,0,0,1
328,2016,12197,-74.01616711,40.63948244,2,2,0,0,1,1,0,0
329,2016,13600,-73.98913191,40.60645614,8,4,0,4,1,1,0,1
330,2016,23824,-73.94432147,40.78805566,3,2,0,1,1,1,0,1
331,2016,54894,-73.82213568,40.72505321,1,0,0,1,1,0,0,1
332,2016,23640,-73.95172338,40.77365653,1,0,1,0,1,0,1,0
333,2016,18534,-73.97771695,40.66756949,1,1,0,0,1,1,0,0
334,2016,13785,-74.01410878,40.634564,1,1,0,0,1,1,0,0
335,2016,44269,-73.91036644,40.84382408,1,0,0,1,1,0,0,1
336,2016,11133,-74.08720578,40.63989537,2,1,0,1,1,1,0,1
337,2016,33035,-73.81880426,40.58494834,3,3,0,0,1,1,0,0
338,2016,29099,-73.87325093,40.65835679,1,0,0,1,1,0,0,1
339,2016,45191,-73.90210088,40.71799579,4,0,0,4,1,0,0,1
340,2016,57840,-73.8331596,40.86831976,5,2,0,3,1,1,0,1
341,2016,21502,-73.98183365,40.74641659,3,1,1,1,1,1,1,1
342,2016,30130,-73.89574362,40.6931929,1,0,0,1,1,0,0,1
343,2016,64463,-73.84701292,40.84318156,1,1,0,0,1,1,0,0
344,2016,28705,-73.90138034,40.6442967,7,2,0,5,1,1,0,1
345,2016,23711,-73.94988081,40.78043585,3,1,0,2,1,1,0,1
346,2016,23034,-73.95147219,40.75043354,1,0,0,1,1,0,0,1
347,2016,21533,-73.97951319,40.76114856,3,0,1,2,1,0,1,1
348,2016,62569,-73.72625974,40.72654785,1,0,0,1,1,0,0,1
349,2016,48763,-73.89631316,40.86703858,4,2,0,2,1,1,0,1
350,2016,41396,-73.93640153,40.75267193,1,1,0,0,1,1,0,0
351,2016,12921,-73.98734059,40.57870166,1,0,0,1,1,0,0,1
352,2016,34850,-73.81800301,40.71500834,1,0,0,1,1,0,0,1
353,2016,18897,-73.95431647,40.67275343,2,2,0,0,1,1,0,0
354,2016,17083,-73.94894926,40.60195392,1,0,1,0,1,0,1,0
355,2016,18070,-73.96538172,40.63627918,1,0,1,0,1,0,1,0
356,2016,62803,-73.70893321,40.7311416,1,0,0,1,1,0,0,1
357,2016,23347,-73.97501417,40.78768561,4,2,0,2,1,1,0,1
358,2016,42066,-73.93773612,40.7928158,3,1,0,2,1,1,0,1
359,2016,13727,-73.98162369,40.60786579,1,0,1,0,1,0,1,0
360,2016,48893,-73.89177189,40.86187172,4,0,0,4,1,0,0,1
361,2016,46203,-73.9064681,40.75708247,1,0,0,1,1,0,0,1
362,2016,46720,-73.88203462,40.75807375,2,0,0,2,1,0,0,1
363,2016,54538,-73.8419615,40.88845597,4,1,1,2,1,1,1,1
364,2016,19055,-73.94521418,40.66687975,1,1,0,0,1,1,0,0
365,2016,8887,-74.10350925,40.61641608,3,1,0,2,1,1,0,1
366,2016,21440,-73.98639327,40.74592119,2,1,1,0,1,1,1,0
367,2016,44041,-73.91861506,40.85284442,7,2,0,5,1,1,0,1
368,2016,50194,-73.84979942,40.72440158,1,0,0,1,1,0,0,1
369,2016,33919,-73.81810817,40.67004448,5,0,0,5,1,0,0,1
370,2016,27532,-73.93495966,40.71372139,2,0,0,2,1,0,0,1
371,2016,46859,-73.87499575,40.76126432,3,0,0,3,1,0,0,1
372,2016,47219,-73.90346997,40.81507579,1,0,0,1,1,0,0,1
373,2016,42070,-73.93828508,40.79630148,4,2,0,2,1,1,0,1
374,2016,31782,-73.84678446,40.68404493,2,0,0,2,1,0,0,1
375,2016,24277,-73.94499361,40.80844618,6,3,0,3,1,1,0,1
