FID,YR,NODEID,Lon,Lat,Injuries_COUNT,PedInjurie_COUNT,BikeInjuri_COUNT,MVOInjurie_COUNT,Injuries,PedInjurie,BikeInjuri,MVOInjurie
7326,2016,41770,-73.91519556,40.75117064,1,1,0,0,1,1,0,0
7327,2016,25571,-73.93486744,40.63009067,6,0,0,6,1,0,0,1
7328,2016,37021,-73.79868662,40.69971538,2,0,0,2,1,0,0,1
7329,2016,29653,-73.88154455,40.66980442,1,0,0,1,1,0,0,1
7330,2016,42440,-73.9417714,40.807089,2,0,0,2,1,0,0,1
7331,2016,21353,-73.99307076,40.75782743,4,1,1,2,1,1,1,1
7332,2016,39431,-73.73352183,40.67357083,5,0,0,5,1,0,0,1
7333,2016,21509,-73.9815727,40.74966809,1,1,0,0,1,1,0,0
7334,2016,45814,-73.88283145,40.74288838,1,0,0,1,1,0,0,1
7335,2016,17534,-73.96003673,40.60803021,2,2,0,0,1,1,0,0
7336,2016,16938,-73.95334154,40.57926713,1,0,0,1,1,0,0,1
7337,2016,47332,-73.89687837,40.82211786,3,2,0,1,1,1,0,1
7338,2016,18278,-73.95563821,40.64050393,7,2,0,5,1,1,0,1
7339,2016,21471,-73.9845114,40.76079337,1,1,0,0,1,1,0,0
7340,2016,25649,-73.92552904,40.60787619,1,0,1,0,1,0,1,0
7341,2016,46712,-73.88350693,40.75575532,4,0,0,4,1,0,0,1
7342,2016,23546,-73.96041431,40.78152427,1,0,0,1,1,0,0,1
7343,2016,18699,-73.97139415,40.68008286,1,0,0,1,1,0,0,1
7344,2016,31798,-73.84261659,40.66224831,8,0,0,8,1,0,0,1
7345,2016,7291,-74.11829687,40.57502258,2,0,0,2,1,0,0,1
7346,2016,43069,-73.91768627,40.81608124,8,4,0,4,1,1,0,1
7347,2016,20416,-74.00294311,40.73113621,1,1,0,0,1,1,0,0
7348,2016,32324,-73.85817228,40.69257453,2,0,0,2,1,0,0,1
7349,2016,35087,-73.80624271,40.69474072,1,1,0,0,1,1,0,0
7350,2016,23433,-73.96703948,40.77246122,4,2,2,0,1,1,1,0
7351,2016,5412,-74.15252765,40.58061699,6,0,0,6,1,0,0,1
7352,2016,52228,-73.85190067,40.82208888,1,1,0,0,1,1,0,0
7353,2016,52080,-73.85878844,40.82420864,8,3,1,4,1,1,1,1
7354,2016,43571,-73.93556697,40.84171253,1,0,0,1,1,0,0,1
7355,2016,20200,-74.00680844,40.7197775,1,1,0,0,1,1,0,0
7356,2016,27025,-73.9196267,40.66255605,1,0,0,1,1,0,0,1
7357,2016,48826,-73.89588388,40.86225834,10,3,0,7,1,1,0,1
7358,2016,17235,-73.97806738,40.62745504,2,2,0,0,1,1,0,0
7359,2016,37065,-73.79726158,40.71315694,3,1,0,2,1,1,0,1
7360,2016,55739,-73.81598751,40.74776994,1,0,0,1,1,0,0,1
7361,2016,46889,-73.87242564,40.74393932,1,0,0,1,1,0,0,1
7362,2016,48766,-73.89891854,40.86965857,2,1,0,1,1,1,0,1
7363,2016,48569,-73.90351378,40.8556148,1,1,0,0,1,1,0,0
7364,2016,44538,-73.918469,40.86177365,6,0,0,6,1,0,0,1
7365,2016,45899,-73.8786669,40.73624809,1,0,0,1,1,0,0,1
7366,2016,19716,-73.95473487,40.71059427,5,0,3,2,1,0,1,1
7367,2016,22687,-73.97124277,40.76093642,3,2,1,0,1,1,1,0
7368,2016,26510,-73.91704018,40.65467552,2,1,0,1,1,1,0,1
7369,2016,14100,-73.99453636,40.63830863,1,0,0,1,1,0,0,1
7370,2016,26629,-73.91005029,40.64270878,1,0,0,1,1,0,0,1
7371,2016,59079,-73.76539795,40.71835603,2,0,1,1,1,0,1,1
7372,2016,53426,-73.86575295,40.8544604,4,3,1,0,1,1,1,0
7373,2016,26536,-73.91274791,40.63842738,1,1,0,0,1,1,0,0
7374,2016,41315,-73.94026282,40.7509671,4,0,0,4,1,0,0,1
7375,2016,34481,-73.83016347,40.68877173,4,0,1,3,1,0,1,1
7376,2016,53712,-73.85338346,40.87810328,1,1,0,0,1,1,0,0
7377,2016,2960,-74.17533405,40.55176931,2,0,0,2,1,0,0,1
7378,2016,21489,-73.98476369,40.7692264,5,2,0,3,1,1,0,1
7379,2016,53709,-73.85571885,40.8788506,1,0,0,1,1,0,0,1
7380,2016,36400,-73.78573731,40.67238503,23,0,0,23,1,0,0,1
7381,2016,47336,-73.89784764,40.82450939,2,0,2,0,1,0,1,0
7382,2016,20063,-74.01007045,40.72075557,1,1,0,0,1,1,0,0
7383,2016,20927,-73.98636142,40.7401848,6,3,3,0,1,1,1,0
7384,2016,27011,-73.92267012,40.68268151,2,1,1,0,1,1,1,0
7385,2016,71381,-73.78413452,40.59222984,2,0,0,2,1,0,0,1
7386,2016,56665,-73.80388709,40.77490086,2,0,0,2,1,0,0,1
7387,2016,53205,-73.83893642,40.84321353,5,2,0,3,1,1,0,1
7388,2016,29495,-73.88708405,40.66738823,2,0,0,2,1,0,0,1
7389,2016,17925,-73.97456165,40.63837332,2,2,0,0,1,1,0,0
7390,2016,27581,-73.92903522,40.70028981,1,1,0,0,1,1,0,0
7391,2016,54465,-73.84626182,40.88909834,3,3,0,0,1,1,0,0
7392,2016,28864,-73.89155672,40.6354751,4,0,0,4,1,0,0,1
7393,2016,37109,-73.79379167,40.70403236,1,1,0,0,1,1,0,0
7394,2016,46247,-73.90561045,40.76868619,2,0,1,1,1,0,1,1
7395,2016,18846,-73.96007428,40.67487807,1,1,0,0,1,1,0,0
7396,2016,51899,-73.83771343,40.78322253,1,1,0,0,1,1,0,0
7397,2016,18776,-73.96194834,40.66963673,2,0,0,2,1,0,0,1
7398,2016,52840,-73.85233149,40.83701053,1,0,1,0,1,0,1,0
7399,2016,18247,-73.96042287,40.65255632,2,0,0,2,1,0,0,1
7400,2016,37445,-73.78178274,40.71313999,1,1,0,0,1,1,0,0
7401,2016,43898,-73.92194515,40.84104487,1,0,0,1,1,0,0,1
7402,2016,42204,-73.92492822,40.77348904,1,0,0,1,1,0,0,1
7403,2016,52636,-73.86114193,40.84728768,1,0,1,0,1,0,1,0
7404,2016,48827,-73.89482463,40.86206507,6,5,0,1,1,1,0,1
7405,2016,14432,-74.00643694,40.68057337,1,0,1,0,1,0,1,0
7406,2016,46763,-73.88059313,40.75013801,1,0,1,0,1,0,1,0
7407,2016,29408,-73.8921325,40.66503397,1,1,0,0,1,1,0,0
7408,2016,28888,-73.89102105,40.64424541,1,1,0,0,1,1,0,0
7409,2016,41905,-73.90831863,40.75011921,1,0,0,1,1,0,0,1
7410,2016,32639,-73.84344236,40.69518673,1,1,0,0,1,1,0,0
7411,2016,23547,-73.95992094,40.78221294,1,1,0,0,1,1,0,0
7412,2016,47838,-73.90290596,40.83592702,1,1,0,0,1,1,0,0
7413,2016,41200,-73.90743537,40.71626026,1,1,0,0,1,1,0,0
7414,2016,23895,-73.96737326,40.80612696,1,0,0,1,1,0,0,1
7415,2016,17468,-73.96285974,40.61254949,9,7,1,1,1,1,1,1
7416,2016,34228,-73.80574372,40.66615223,2,0,0,2,1,0,0,1
7417,2016,20511,-74.0008977,40.72577311,1,1,0,0,1,1,0,0
7418,2016,47226,-73.90500766,40.81786673,1,1,0,0,1,1,0,0
7419,2016,31300,-73.86741151,40.66879919,2,0,0,2,1,0,0,1
7420,2016,41916,-73.90901259,40.75427981,6,1,0,5,1,1,0,1
7421,2016,42965,-73.92108267,40.80501541,3,0,0,3,1,0,0,1
7422,2016,26916,-73.92809776,40.67132185,4,0,0,4,1,0,0,1
7423,2016,13291,-74.00494121,40.6123563,1,1,0,0,1,1,0,0
7424,2016,20787,-73.98797057,40.72391488,2,1,0,1,1,1,0,1
7425,2016,15495,-74.00046847,40.68965915,1,0,0,1,1,0,0,1
7426,2016,21828,-73.97816815,40.74164251,1,1,0,0,1,1,0,0
7427,2016,35190,-73.80371026,40.69563791,3,1,0,2,1,1,0,1
7428,2016,18509,-73.94400176,40.65297318,5,0,0,5,1,0,0,1
7429,2016,7513,-74.10580317,40.57439529,2,0,0,2,1,0,0,1
7430,2016,57903,-73.83095596,40.8610236,1,1,0,0,1,1,0,0
7431,2016,58325,-73.82578518,40.88390362,1,0,0,1,1,0,0,1
7432,2016,52301,-73.84289859,40.82408306,1,1,0,0,1,1,0,0
7433,2016,8336,-74.09336427,40.59703307,2,1,0,1,1,1,0,1
7434,2016,37447,-73.78063536,40.68898877,3,0,0,3,1,0,0,1
7435,2016,25813,-73.92018415,40.62864403,3,1,0,2,1,1,0,1
7436,2016,35563,-73.77782747,40.59261484,2,0,1,1,1,0,1,1
7437,2016,19539,-73.9600052,40.68888103,13,1,1,11,1,1,1,1
7438,2016,15023,-73.98523672,40.68228131,1,0,1,0,1,0,1,0
7439,2016,42089,-73.93268519,40.77270012,2,1,1,0,1,1,1,0
7440,2016,18860,-73.96115479,40.6850016,1,0,1,0,1,0,1,0
7441,2016,53702,-73.85524606,40.87473857,2,0,0,2,1,0,0,1
7442,2016,8250,-74.09754654,40.60198475,1,1,0,0,1,1,0,0
7443,2016,20280,-74.00673713,40.73094706,1,0,0,1,1,0,0,1
7444,2016,38378,-73.75578666,40.66016058,2,0,0,2,1,0,0,1
7445,2016,14005,-74.00275059,40.65238483,1,1,0,0,1,1,0,0
7446,2016,18620,-73.97532193,40.67933278,2,0,1,1,1,0,1,1
7447,2016,40041,-73.74484611,40.69313906,3,0,0,3,1,0,0,1
7448,2016,50969,-73.85752639,40.75407283,2,1,1,0,1,1,1,0
7449,2016,19035,-73.9468728,40.68364622,1,0,0,1,1,0,0,1
7450,2016,22591,-73.97281967,40.75587055,3,2,0,1,1,1,0,1
7451,2016,35221,-73.8044422,40.70213184,3,2,0,1,1,1,0,1
7452,2016,41491,-73.93493511,40.76701302,4,0,1,3,1,0,1,1
7453,2016,54077,-73.83481794,40.86778172,17,0,0,17,1,0,0,1
7454,2016,48554,-73.90376805,40.85391366,2,0,0,2,1,0,0,1
7455,2016,32405,-73.85664514,40.69101543,1,0,1,0,1,0,1,0
7456,2016,47396,-73.89487089,40.82393727,7,0,0,7,1,0,0,1
7457,2016,48239,-73.88778897,40.84761808,5,2,1,2,1,1,1,1
7458,2016,48738,-73.89828973,40.86033442,6,5,0,1,1,1,0,1
7459,2016,23225,-73.94416667,40.75930777,1,0,0,1,1,0,0,1
7460,2016,34105,-73.81075877,40.67952516,5,0,0,5,1,0,0,1
7461,2016,19886,-73.94771891,40.7142157,1,0,0,1,1,0,0,1
7462,2016,49646,-73.87772818,40.88345419,1,0,0,1,1,0,0,1
7463,2016,21661,-73.98441203,40.77480808,4,2,0,2,1,1,0,1
7464,2016,12074,-74.02509068,40.63779457,1,0,0,1,1,0,0,1
7465,2016,58577,-73.79421922,40.73453534,1,0,0,1,1,0,0,1
7466,2016,15749,-73.99331757,40.70156515,1,0,0,1,1,0,0,1
7467,2016,44608,-73.91493812,40.85570082,1,1,0,0,1,1,0,0
7468,2016,52460,-73.86776945,40.85241344,1,0,0,1,1,0,0,1
7469,2016,11872,-74.0170191,40.60765442,6,0,0,6,1,0,0,1
7470,2016,41246,-73.90930552,40.73628728,2,0,0,2,1,0,0,1
7471,2016,18411,-73.94851469,40.64094537,10,5,1,4,1,1,1,1
7472,2016,55989,-73.80399971,40.76027049,1,0,0,1,1,0,0,1
7473,2016,22334,-73.94922004,40.73067856,1,1,0,0,1,1,0,0
7474,2016,7051,-74.12867047,40.63734826,2,0,0,2,1,0,0,1
7475,2016,22470,-73.97588118,40.74477922,9,5,1,3,1,1,1,1
7476,2016,18866,-73.95884062,40.68301805,2,0,2,0,1,0,1,0
7477,2016,50041,-73.85886556,40.73593914,3,1,0,2,1,1,0,1
7478,2016,20247,-74.00463516,40.72135363,4,2,1,1,1,1,1,1
7479,2016,20928,-73.98567438,40.73821901,1,0,0,1,1,0,0,1
7480,2016,26236,-73.92914281,40.65841711,1,0,0,1,1,0,0,1
7481,2016,62692,-73.72285626,40.74204744,3,0,0,3,1,0,0,1
7482,2016,43766,-73.9253754,40.8326281,5,1,0,4,1,1,0,1
7483,2016,24113,-73.95752339,40.82114338,2,0,1,1,1,0,1,1
7484,2016,42919,-73.92464808,40.81072814,4,0,1,3,1,0,1,1
7485,2016,37872,-73.76344568,40.71070746,4,0,1,3,1,0,1,1
7486,2016,58913,-73.77839915,40.74139974,1,0,0,1,1,0,0,1
7487,2016,26541,-73.91314643,40.64103457,1,0,0,1,1,0,0,1
7488,2016,31266,-73.87029548,40.6841899,1,1,0,0,1,1,0,0
7489,2016,26362,-73.92514155,40.65697982,6,0,0,6,1,0,0,1
7490,2016,37950,-73.75963131,40.59635308,3,0,0,3,1,0,0,1
7491,2016,26454,-73.91996766,40.65839767,4,0,0,4,1,0,0,1
7492,2016,88113,-73.84473138,40.6801632,1,0,0,1,1,0,0,1
7493,2016,48932,-73.89163429,40.87447721,1,1,0,0,1,1,0,0
7494,2016,15228,-74.00898755,40.70408483,1,0,0,1,1,0,0,1
7495,2016,39486,-73.72847607,40.66085285,1,1,0,0,1,1,0,0
7496,2016,54122,-73.86732014,40.89827217,1,0,0,1,1,0,0,1
7497,2016,9180,-74.08812546,40.60898063,3,1,0,2,1,1,0,1
7498,2016,27340,-73.94089287,40.70391416,2,0,0,2,1,0,0,1
7499,2016,50737,-73.87007131,40.76601037,1,0,0,1,1,0,0,1
7500,2016,37074,-73.79369589,40.6893769,1,0,0,1,1,0,0,1
7501,2016,20471,-74.00396899,40.74286301,1,1,0,0,1,1,0,0
7502,2016,21720,-73.98020236,40.77547948,3,1,0,2,1,1,0,1
7503,2016,11966,-74.03259357,40.63410975,1,0,0,1,1,0,0,1
7504,2016,18002,-73.96899922,40.63460743,2,0,0,2,1,0,0,1
7505,2016,24246,-73.9480829,40.82210802,1,1,0,0,1,1,0,0
7506,2016,57981,-73.82657175,40.86299761,1,1,0,0,1,1,0,0
7507,2016,31428,-73.863704,40.68248467,2,0,0,2,1,0,0,1
7508,2016,21091,-74.00766598,40.75242407,2,0,0,2,1,0,0,1
7509,2016,11459,-74.03819615,40.62759933,1,0,0,1,1,0,0,1
7510,2016,19394,-73.96720962,40.70425571,2,2,0,0,1,1,0,0
7511,2016,38666,-73.72963262,40.65501091,1,0,0,1,1,0,0,1
7512,2016,33821,-73.82684688,40.68583831,3,1,2,0,1,1,1,0
7513,2016,62809,-73.71013751,40.73436036,1,0,0,1,1,0,0,1
7514,2016,15264,-74.00841837,40.70953039,1,0,1,0,1,0,1,0
7515,2016,42350,-73.9152367,40.78604033,2,0,0,2,1,0,0,1
7516,2016,10713,-74.07644301,40.60677438,3,2,0,1,1,1,0,1
7517,2016,20838,-73.9868342,40.73794112,1,1,0,0,1,1,0,0
7518,2016,50697,-73.86942459,40.74915685,2,1,1,0,1,1,1,0
7519,2016,31587,-73.85648739,40.67337677,3,0,0,3,1,0,0,1
7520,2016,19271,-73.97013154,40.68950631,1,0,1,0,1,0,1,0
7521,2016,63106,-73.70673447,40.74376337,1,0,0,1,1,0,0,1
7522,2016,54305,-73.85510376,40.88527135,1,1,0,0,1,1,0,0
7523,2016,47225,-73.9052857,40.81792899,12,1,1,10,1,1,1,1
7524,2016,21087,-74.00792671,40.75175083,5,0,0,5,1,0,0,1
7525,2016,61175,-73.74891749,40.72576413,1,1,0,0,1,1,0,0
7526,2016,54828,-73.82488139,40.72960686,1,0,0,1,1,0,0,1
7527,2016,49642,-73.87678077,40.8802588,6,1,0,5,1,1,0,1
7528,2016,17155,-73.94686188,40.590951,2,0,0,2,1,0,0,1
7529,2016,67850,-73.83475583,40.88355629,1,1,0,0,1,1,0,0
7530,2016,25747,-73.92470922,40.62601071,1,0,0,1,1,0,0,1
7531,2016,37725,-73.76699141,40.7031409,2,2,0,0,1,1,0,0
7532,2016,40155,-73.73835448,40.700475,1,0,0,1,1,0,0,1
7533,2016,46392,-73.89715727,40.75245699,3,0,0,3,1,0,0,1
7534,2016,26015,-73.94224918,40.63662719,2,0,0,2,1,0,0,1
7535,2016,48586,-73.90493386,40.86274957,8,3,1,4,1,1,1,1
7536,2016,38031,-73.75527385,40.60533444,14,3,1,10,1,1,1,1
7537,2016,46555,-73.89247331,40.75294839,2,0,2,0,1,0,1,0
7538,2016,44308,-73.90841737,40.85264382,2,0,0,2,1,0,0,1
7539,2016,44191,-73.91096873,40.84313621,1,1,0,0,1,1,0,0
7540,2016,29657,-73.87979296,40.67006094,3,0,0,3,1,0,0,1
7541,2016,17917,-73.97751171,40.65986276,1,0,0,1,1,0,0,1
7542,2016,61481,-73.73659374,40.7303563,2,0,0,2,1,0,0,1
7543,2016,24391,-73.94533434,40.83343716,4,1,0,3,1,1,0,1
7544,2016,20738,-73.99171499,40.7352153,5,2,2,1,1,1,1,1
7545,2016,20560,-73.99871271,40.73988088,3,0,0,3,1,0,0,1
7546,2016,9801,-74.08279567,40.59662488,3,0,0,3,1,0,0,1
7547,2016,36896,-73.76375688,40.66709461,9,0,0,9,1,0,0,1
7548,2016,17182,-73.94331543,40.60257493,1,0,0,1,1,0,0,1
7549,2016,2367,-74.17377381,40.54315344,1,0,0,1,1,0,0,1
7550,2016,36309,-73.78953147,40.66601047,9,0,0,9,1,0,0,1
7551,2016,13310,-74.00609561,40.62503291,1,1,0,0,1,1,0,0
7552,2016,13346,-74.00185302,40.60913756,1,0,1,0,1,0,1,0
7553,2016,26671,-73.9097428,40.65431111,7,0,1,6,1,0,1,1
7554,2016,53646,-73.85527808,40.85380789,1,0,0,1,1,0,0,1
7555,2016,21343,-73.99252856,40.75347391,2,0,1,1,1,0,1,1
7556,2016,56600,-73.80879483,40.78086209,3,0,0,3,1,0,0,1
7557,2016,8125,-74.09949192,40.59404778,2,0,0,2,1,0,0,1
7558,2016,41570,-73.92797468,40.74423919,3,0,0,3,1,0,0,1
7559,2016,37240,-73.78824711,40.71013357,1,1,0,0,1,1,0,0
7560,2016,24204,-73.94918716,40.80269954,5,1,0,4,1,1,0,1
7561,2016,67246,-73.89554005,40.70353889,2,1,0,1,1,1,0,1
7562,2016,58555,-73.79458994,40.72688581,1,0,0,1,1,0,0,1
7563,2016,50380,-73.84522703,40.72162285,4,0,0,4,1,0,0,1
7564,2016,53491,-73.86642127,40.87958708,7,0,0,7,1,0,0,1
7565,2016,49303,-73.9040733,40.88238372,1,1,0,0,1,1,0,0
7566,2016,46118,-73.873418,40.73437612,7,1,0,6,1,1,0,1
7567,2016,19957,-73.94438747,40.7145316,5,1,1,3,1,1,1,1
7568,2016,44595,-73.91618975,40.85458241,1,0,0,1,1,0,0,1
7569,2016,49088,-73.88185017,40.87701223,1,1,0,0,1,1,0,0
7570,2016,43860,-73.92306184,40.82609561,2,1,0,1,1,1,0,1
7571,2016,61585,-73.72732827,40.72341196,2,0,0,2,1,0,0,1
7572,2016,11726,-74.02956408,40.61983254,3,1,1,1,1,1,1,1
7573,2016,23905,-73.96581413,40.80884158,3,0,0,3,1,0,0,1
7574,2016,42796,-73.92875517,40.82283987,4,1,0,3,1,1,0,1
7575,2016,42904,-73.92329323,40.80507038,2,0,0,2,1,0,0,1
7576,2016,49197,-73.87470061,40.87500174,1,1,0,0,1,1,0,0
7577,2016,54266,-73.85695619,40.89416794,1,0,0,1,1,0,0,1
7578,2016,41776,-73.9146843,40.75368007,8,0,2,6,1,0,1,1
7579,2016,37177,-73.79124748,40.69656511,1,0,0,1,1,0,0,1
7580,2016,42403,-73.90818941,40.77435754,1,0,0,1,1,0,0,1
7581,2016,19422,-73.96580099,40.70890158,2,0,0,2,1,0,0,1
7582,2016,4387,-74.14590266,40.54242855,9,2,0,7,1,1,0,1
7583,2016,23585,-73.9554073,40.77686848,1,1,0,0,1,1,0,0
7584,2016,48986,-73.8855562,40.86814284,2,0,2,0,1,0,1,0
7585,2016,29892,-73.90546659,40.70149329,6,2,1,3,1,1,1,1
7586,2016,35018,-73.81201249,40.70594494,3,0,0,3,1,0,0,1
7587,2016,47373,-73.89307112,40.81443811,1,0,0,1,1,0,0,1
7588,2016,18121,-73.96421567,40.63510004,2,2,0,0,1,1,0,0
7589,2016,17038,-73.95010359,40.5861299,3,0,0,3,1,0,0,1
7590,2016,22928,-73.96023311,40.76624018,1,0,0,1,1,0,0,1
7591,2016,28795,-73.89704215,40.65766359,3,0,1,2,1,0,1,1
7592,2016,56592,-73.80916332,40.77811937,2,2,0,0,1,1,0,0
7593,2016,22277,-73.95115914,40.74288448,1,0,0,1,1,0,0,1
7594,2016,42176,-73.92590027,40.77226209,2,0,1,1,1,0,1,1
7595,2016,62973,-73.7227672,40.75630636,6,2,0,4,1,1,0,1
7596,2016,20546,-73.99871444,40.73478386,2,1,1,0,1,1,1,0
7597,2016,36092,-73.76756148,40.65771142,5,0,0,5,1,0,0,1
7598,2016,26068,-73.93629597,40.63470953,1,0,0,1,1,0,0,1
7599,2016,29083,-73.8759241,40.65904047,4,0,0,4,1,0,0,1
7600,2016,54595,-73.84014707,40.89367639,1,1,0,0,1,1,0,0
7601,2016,47775,-73.90493736,40.84337489,5,0,2,3,1,0,1,1
7602,2016,55468,-73.82972357,40.74313921,1,0,0,1,1,0,0,1
7603,2016,40636,-73.93939982,40.71974611,3,0,0,3,1,0,0,1
7604,2016,25619,-73.93039315,40.62444136,1,0,0,1,1,0,0,1
7605,2016,48192,-73.88681887,40.83706536,1,1,0,0,1,1,0,0
7606,2016,22682,-73.9698486,40.75707596,2,1,1,0,1,1,1,0
7607,2016,16692,-73.96204485,40.5871215,1,1,0,0,1,1,0,0
7608,2016,12205,-74.01607041,40.64310864,1,1,0,0,1,1,0,0
7609,2016,53020,-73.84374215,40.82773315,13,0,0,13,1,0,0,1
7610,2016,56555,-73.81022672,40.79252824,1,0,0,1,1,0,0,1
7611,2016,15042,-73.98122575,40.66334686,1,0,0,1,1,0,0,1
7612,2016,50702,-73.86751413,40.74937571,1,0,1,0,1,0,1,0
7613,2016,11857,-74.02027719,40.62806209,3,0,0,3,1,0,0,1
7614,2016,45940,-73.87470468,40.7193979,2,0,0,2,1,0,0,1
7615,2016,17400,-73.96629836,40.60955521,3,0,0,3,1,0,0,1
7616,2016,20588,-73.99657462,40.72117273,2,0,1,1,1,0,1,1
7617,2016,10426,-74.08524992,40.62280087,1,0,0,1,1,0,0,1
7618,2016,49058,-73.88362518,40.86725759,2,0,0,2,1,0,0,1
7619,2016,42855,-73.92662718,40.81611896,1,1,0,0,1,1,0,0
7620,2016,36260,-73.79245291,40.67551373,3,0,0,3,1,0,0,1
7621,2016,61100,-73.75477385,40.72523564,2,0,0,2,1,0,0,1
7622,2016,17237,-73.9772615,40.62585277,1,1,0,0,1,1,0,0
7623,2016,44038,-73.92069623,40.85214109,1,0,0,1,1,0,0,1
7624,2016,22580,-73.97418937,40.75399351,2,1,0,1,1,1,0,1
7625,2016,27878,-73.91631326,40.69535125,1,0,0,1,1,0,0,1
7626,2016,22660,-73.97171284,40.75049381,7,2,1,4,1,1,1,1
7627,2016,1658,-74.20699885,40.55756749,3,0,0,3,1,0,0,1
7628,2016,49020,-73.8816676,40.8533482,1,1,0,0,1,1,0,0
7629,2016,22836,-73.96206393,40.76373428,4,0,0,4,1,0,0,1
7630,2016,15090,-73.9802718,40.68595825,1,1,0,0,1,1,0,0
7631,2016,23416,-73.97131532,40.79275285,3,1,0,2,1,1,0,1
7632,2016,27213,-73.91108276,40.67951552,3,0,0,3,1,0,0,1
7633,2016,20576,-73.99647817,40.71904822,3,2,1,0,1,1,1,0
7634,2016,18557,-73.97824905,40.67967964,1,1,0,0,1,1,0,0
7635,2016,68708,-73.74136016,40.70139906,1,0,0,1,1,0,0,1
7636,2016,42460,-73.94139122,40.81847106,1,1,0,0,1,1,0,0
7637,2016,13994,-74.0013799,40.64335675,2,1,1,0,1,1,1,0
7638,2016,51702,-73.84580796,40.78419131,1,1,0,0,1,1,0,0
7639,2016,62150,-73.73736113,40.75783278,1,0,0,1,1,0,0,1
7640,2016,49752,-73.86845305,40.72348549,2,0,0,2,1,0,0,1
7641,2016,70604,-73.74685737,40.72858691,1,1,0,0,1,1,0,0
7642,2016,34772,-73.82004597,40.69761008,3,1,0,2,1,1,0,1
7643,2016,37405,-73.78175833,40.70256171,1,0,0,1,1,0,0,1
7644,2016,64171,-73.75140763,40.60729513,4,1,0,3,1,1,0,1
7645,2016,15055,-73.98006852,40.66870544,1,1,0,0,1,1,0,0
7646,2016,20885,-73.98575224,40.72300939,2,1,0,1,1,1,0,1
7647,2016,44336,-73.93331215,40.85533458,1,0,1,0,1,0,1,0
7648,2016,18066,-73.96803869,40.63665099,4,1,1,2,1,1,1,1
7649,2016,24288,-73.94654653,40.81650234,6,1,0,5,1,1,0,1
7650,2016,28776,-73.89855399,40.64757243,1,0,0,1,1,0,0,1
7651,2016,26673,-73.9087706,40.65445716,4,0,0,4,1,0,0,1
7652,2016,19287,-73.96934098,40.69576843,1,0,0,1,1,0,0,1
7653,2016,26291,-73.92785585,40.65551578,5,0,0,5,1,0,0,1
7654,2016,17613,-73.95533423,40.60857313,1,0,1,0,1,0,1,0
7655,2016,42863,-73.92731653,40.81855963,12,5,0,7,1,1,0,1
7656,2016,41513,-73.93029096,40.74689704,2,0,0,2,1,0,0,1
7657,2016,41944,-73.90949777,40.77004092,2,0,1,1,1,0,1,1
7658,2016,54577,-73.83950933,40.88263071,8,0,0,8,1,0,0,1
7659,2016,15730,-73.99308073,40.69521641,1,0,1,0,1,0,1,0
7660,2016,27318,-73.94070625,40.69635305,6,1,3,2,1,1,1,1
7661,2016,42782,-73.92974536,40.8176824,2,0,0,2,1,0,0,1
7662,2016,46393,-73.89957349,40.75406353,1,1,0,0,1,1,0,0
7663,2016,25522,-73.93572338,40.6125299,1,0,0,1,1,0,0,1
7664,2016,44288,-73.90754489,40.8449585,2,0,0,2,1,0,0,1
7665,2016,48429,-73.87816325,40.83884592,8,1,0,7,1,1,0,1
7666,2016,41722,-73.92086507,40.7566782,4,0,1,3,1,0,1,1
7667,2016,41923,-73.90782818,40.75699926,2,1,0,1,1,1,0,1
7668,2016,31529,-73.85704254,40.68112702,1,0,0,1,1,0,0,1
7669,2016,14791,-73.99372511,40.67784162,1,1,0,0,1,1,0,0
7670,2016,54329,-73.85526708,40.89534131,2,0,0,2,1,0,0,1
7671,2016,41007,-73.92317553,40.73973969,4,0,0,4,1,0,0,1
7672,2016,13873,-74.01117447,40.6510883,3,0,0,3,1,0,0,1
7673,2016,27294,-73.90777159,40.68137785,1,0,0,1,1,0,0,1
7674,2016,49861,-73.86548731,40.72947201,1,0,0,1,1,0,0,1
7675,2016,29481,-73.88892542,40.66368777,2,2,0,0,1,1,0,0
7676,2016,23469,-73.96757917,40.79786706,6,2,0,4,1,1,0,1
7677,2016,57497,-73.8252946,40.8296888,5,1,0,4,1,1,0,1
7678,2016,48464,-73.87608505,40.84206483,1,0,0,1,1,0,0,1
7679,2016,1682,-74.2004333,40.55091268,1,0,0,1,1,0,0,1
7680,2016,27545,-73.93090709,40.69222769,1,0,0,1,1,0,0,1
7681,2016,29155,-73.90456891,40.67951554,3,2,0,1,1,1,0,1
7682,2016,18091,-73.96578421,40.64837553,1,0,0,1,1,0,0,1
7683,2016,16263,-73.95963299,40.57799332,4,3,0,1,1,1,0,1
7684,2016,27219,-73.91166391,40.68244565,6,1,0,5,1,1,0,1
7685,2016,46708,-73.88282341,40.75198244,2,2,0,0,1,1,0,0
7686,2016,23707,-73.94937367,40.77687575,6,1,0,5,1,1,0,1
7687,2016,55536,-73.83054572,40.77022368,1,1,0,0,1,1,0,0
7688,2016,62802,-73.70913257,40.7291408,1,0,0,1,1,0,0,1
7689,2016,44085,-73.91423754,40.83810879,3,0,0,3,1,0,0,1
7690,2016,26886,-73.92930917,40.6841688,5,4,0,1,1,1,0,1
7691,2016,43206,-73.91384,40.82418799,3,0,0,3,1,0,0,1
