FID,MN,YR,NODEID,Lon,Lat,Injuries_COUNT,PedInjurie_COUNT,BikeInjuri_COUNT,MVOInjurie_COUNT,Injuries,PedInjurie,BikeInjuri,MVOInjurie
218007,1,2016,3093,-74.16669334,40.55950182,1,1,0,0,1,1,0,0
1734,9,2016,3094,-74.16688972,40.56047661,3,0,0,3,1,0,0,1
105809,4,2016,3094,-74.16688972,40.56047661,4,0,0,4,1,0,0,1
218327,1,2016,3097,-74.16974554,40.56345282,1,0,0,1,1,0,0,1
42050,7,2016,3103,-74.16983455,40.57087908,2,0,0,2,1,0,0,1
62867,6,2016,3103,-74.16983455,40.57087908,5,0,0,5,1,0,0,1
177895,11,2016,3103,-74.16983455,40.57087908,1,0,0,1,1,0,0,1
197440,10,2016,3103,-74.16983455,40.57087908,1,0,0,1,1,0,0,1
62815,6,2016,3106,-74.16991886,40.57397335,1,1,0,0,1,1,0,0
105361,4,2016,3106,-74.16991886,40.57397335,1,1,0,0,1,1,0,0
177847,11,2016,3106,-74.16991886,40.57397335,1,0,0,1,1,0,0,1
104873,4,2016,3109,-74.16667657,40.57260236,3,0,0,3,1,0,0,1
177402,11,2016,3109,-74.16667657,40.57260236,1,0,0,1,1,0,0,1
307,9,2016,3110,-74.16973087,40.57696576,1,0,0,1,1,0,0,1
20732,8,2016,3110,-74.16973087,40.57696576,1,0,0,1,1,0,0,1
83072,5,2016,3110,-74.16973087,40.57696576,3,0,0,3,1,0,0,1
104242,4,2016,3110,-74.16973087,40.57696576,1,0,0,1,1,0,0,1
123221,3,2016,3110,-74.16973087,40.57696576,3,0,0,3,1,0,0,1
104529,4,2016,3133,-74.16564027,40.55900929,1,0,0,1,1,0,0,1
142638,2,2016,3140,-74.16591982,40.56029041,1,0,0,1,1,0,0,1
158397,12,2016,3140,-74.16591982,40.56029041,1,0,0,1,1,0,0,1
218315,1,2016,3140,-74.16591982,40.56029041,1,0,0,1,1,0,0,1
158110,12,2016,3180,-74.16103046,40.55582296,1,0,0,1,1,0,0,1
218529,1,2016,3182,-74.16031311,40.5537168,2,0,0,2,1,0,0,1
124471,3,2016,3185,-74.16198591,40.55863496,2,0,0,2,1,0,0,1
21071,8,2016,3186,-74.16150514,40.5572241,1,1,0,0,1,1,0,0
197408,10,2016,3187,-74.16174514,40.55792816,2,0,0,2,1,0,0,1
42416,7,2016,3199,-74.16096802,40.5614602,3,0,0,3,1,0,0,1
41373,7,2016,3200,-74.16045513,40.56029543,1,0,0,1,1,0,0,1
142630,2,2016,3206,-74.16178716,40.5753315,1,0,0,1,1,0,0,1
197318,10,2016,3206,-74.16178716,40.5753315,1,0,0,1,1,0,0,1
141839,2,2016,3260,-74.19262603,40.59057971,1,0,0,1,1,0,0,1
176982,11,2016,3260,-74.19262603,40.59057971,2,0,0,2,1,0,0,1
84409,5,2016,3264,-74.19157469,40.59117218,3,0,0,3,1,0,0,1
233,9,2016,3295,-74.18963718,40.60234944,1,0,0,1,1,0,0,1
20660,8,2016,3295,-74.18963718,40.60234944,1,0,0,1,1,0,0,1
82987,5,2016,3295,-74.18963718,40.60234944,1,0,0,1,1,0,0,1
104145,4,2016,3295,-74.18963718,40.60234944,1,0,0,1,1,0,0,1
104446,4,2016,3328,-74.18783491,40.60211228,1,0,0,1,1,0,0,1
63261,6,2016,3394,-74.17822457,40.59982806,9,0,0,9,1,0,0,1
84726,5,2016,3394,-74.17822457,40.59982806,1,0,0,1,1,0,0,1
124747,3,2016,3394,-74.17822457,40.59982806,1,0,0,1,1,0,0,1
218776,1,2016,3394,-74.17822457,40.59982806,3,0,0,3,1,0,0,1
123746,3,2016,3409,-74.1758275,40.60152685,1,0,0,1,1,0,0,1
24,9,2016,3420,-74.16948146,40.57940007,2,0,0,2,1,0,0,1
20449,8,2016,3420,-74.16948146,40.57940007,1,1,0,0,1,1,0,0
61491,6,2016,3420,-74.16948146,40.57940007,2,0,0,2,1,0,0,1
82738,5,2016,3420,-74.16948146,40.57940007,1,0,0,1,1,0,0,1
103935,4,2016,3420,-74.16948146,40.57940007,2,0,0,2,1,0,0,1
122920,3,2016,3420,-74.16948146,40.57940007,5,0,1,4,1,0,1,1
176530,11,2016,3420,-74.16948146,40.57940007,2,2,0,0,1,1,0,0
21684,8,2016,3432,-74.16758984,40.58895349,3,0,0,3,1,0,0,1
