FID,MN,YR,NODEID,Lon,Lat,Injuries_COUNT,PedInjurie_COUNT,BikeInjuri_COUNT,MVOInjurie_COUNT,Injuries,PedInjurie,BikeInjuri,MVOInjurie
540,9,2016,17615,-73.95740601,40.60913091,1,1,0,0,1,1,0,0
20979,8,2016,17615,-73.95740601,40.60913091,1,1,0,0,1,1,0,0
157745,12,2016,17615,-73.95740601,40.60913091,1,0,1,0,1,0,1,0
62015,6,2016,17616,-73.95766801,40.61050371,1,0,0,1,1,0,0,1
177057,11,2016,17616,-73.95766801,40.61050371,1,0,0,1,1,0,0,1
196587,10,2016,17616,-73.95766801,40.61050371,3,0,0,3,1,0,0,1
217638,1,2016,17616,-73.95766801,40.61050371,1,0,0,1,1,0,0,1
84946,5,2016,17617,-73.95670471,40.61061188,1,1,0,0,1,1,0,0
125009,3,2016,17617,-73.95670471,40.61061188,2,2,0,0,1,1,0,0
159102,12,2016,17617,-73.95670471,40.61061188,1,1,0,0,1,1,0,0
198079,10,2016,17617,-73.95670471,40.61061188,1,1,0,0,1,1,0,0
83404,5,2016,17618,-73.95650189,40.60953951,1,1,0,0,1,1,0,0
177161,11,2016,17618,-73.95650189,40.60953951,1,1,0,0,1,1,0,0
196691,10,2016,17618,-73.95650189,40.60953951,2,0,0,2,1,0,0,1
125089,3,2016,17620,-73.95574067,40.61071483,1,1,0,0,1,1,0,0
143426,2,2016,17620,-73.95574067,40.61071483,1,0,0,1,1,0,0,1
198002,10,2016,17621,-73.95469559,40.61026606,1,0,1,0,1,0,1,0
1474,9,2016,17622,-73.95479553,40.61082077,5,0,0,5,1,0,0,1
21940,8,2016,17622,-73.95479553,40.61082077,1,1,0,0,1,1,0,0
62954,6,2016,17622,-73.95479553,40.61082077,1,1,0,0,1,1,0,0
158601,12,2016,17622,-73.95479553,40.61082077,2,0,0,2,1,0,0,1
177983,11,2016,17622,-73.95479553,40.61082077,1,0,0,1,1,0,0,1
42627,7,2016,17625,-73.95622591,40.6132712,1,0,0,1,1,0,0,1
41224,7,2016,17627,-73.95408291,40.61350708,1,1,0,0,1,1,0,0
104527,4,2016,17627,-73.95408291,40.61350708,2,0,0,2,1,0,0,1
196623,10,2016,17627,-73.95408291,40.61350708,1,0,0,1,1,0,0,1
61845,6,2016,17628,-73.95672888,40.6159324,1,1,0,0,1,1,0,0
41034,7,2016,17629,-73.95578653,40.61603655,1,0,0,1,1,0,0,1
61847,6,2016,17629,-73.95578653,40.61603655,1,1,0,0,1,1,0,0
61669,6,2016,17631,-73.95726418,40.61874018,1,1,0,0,1,1,0,0
158986,12,2016,17632,-73.95718402,40.61832565,1,1,0,0,1,1,0,0
218890,1,2016,17632,-73.95718402,40.61832565,1,0,0,1,1,0,0,1
196940,10,2016,17634,-73.95623764,40.61842739,1,0,0,1,1,0,0,1
1871,9,2016,17640,-73.9566895,40.62081786,1,0,0,1,1,0,0,1
22486,8,2016,17641,-73.9554907,40.6209501,1,0,1,0,1,0,1,0
106162,4,2016,17641,-73.9554907,40.6209501,1,1,0,0,1,1,0,0
125037,3,2016,17641,-73.9554907,40.6209501,4,1,0,3,1,1,0,1
159126,12,2016,17641,-73.9554907,40.6209501,2,1,1,0,1,1,1,0
178558,11,2016,17641,-73.9554907,40.6209501,2,1,0,1,1,1,0,1
1702,9,2016,17644,-73.95594077,40.62334016,3,0,0,3,1,0,0,1
42351,7,2016,17644,-73.95594077,40.62334016,1,0,0,1,1,0,0,1
84630,5,2016,17644,-73.95594077,40.62334016,1,1,0,0,1,1,0,0
218685,1,2016,17644,-73.95594077,40.62334016,1,0,0,1,1,0,0,1
217776,1,2016,17645,-73.954908,40.62345448,1,1,0,0,1,1,0,0
20852,8,2016,17646,-73.95759527,40.62559747,2,0,0,2,1,0,0,1
21208,8,2016,17647,-73.95639327,40.62572997,1,1,0,0,1,1,0,0
83565,5,2016,17647,-73.95639327,40.62572997,1,0,1,0,1,0,1,0
104769,4,2016,17647,-73.95639327,40.62572997,3,1,0,2,1,1,0,1
177295,11,2016,17647,-73.95639327,40.62572997,3,1,0,2,1,1,0,1
196840,10,2016,17647,-73.95639327,40.62572997,1,1,0,0,1,1,0,0
217853,1,2016,17647,-73.95639327,40.62572997,4,1,0,3,1,1,0,1
22177,8,2016,17648,-73.95536369,40.62584407,1,0,0,1,1,0,0,1
84785,5,2016,17649,-73.95443415,40.62594456,3,0,0,3,1,0,0,1
178368,11,2016,17649,-73.95443415,40.62594456,1,1,0,0,1,1,0,0
41966,7,2016,17652,-73.95684697,40.62811988,3,0,1,2,1,0,1,1
84186,5,2016,17652,-73.95684697,40.62811988,4,0,0,4,1,0,0,1
142659,2,2016,17652,-73.95684697,40.62811988,1,0,1,0,1,0,1,0
158421,12,2016,17652,-73.95684697,40.62811988,1,1,0,0,1,1,0,0
177818,11,2016,17652,-73.95684697,40.62811988,1,0,1,0,1,0,1,0
197361,10,2016,17652,-73.95684697,40.62811988,1,0,0,1,1,0,0,1
162,9,2016,17653,-73.95581207,40.62823349,1,0,0,1,1,0,0,1
178752,11,2016,17659,-73.95488499,40.62833555,1,0,0,1,1,0,0,1
41945,7,2016,17664,-73.95673094,40.63300562,1,0,0,1,1,0,0,1
124232,3,2016,17664,-73.95673094,40.63300562,2,0,0,2,1,0,0,1
196593,10,2016,17672,-73.95392245,40.60621661,1,1,0,0,1,1,0,0
41258,7,2016,17674,-73.95169115,40.60646246,1,0,0,1,1,0,0,1
123504,3,2016,17674,-73.95169115,40.60646246,1,0,0,1,1,0,0,1
1766,9,2016,17675,-73.95076436,40.60656497,1,0,0,1,1,0,0,1
40807,7,2016,17676,-73.95354336,40.61065373,1,1,0,0,1,1,0,0
104061,4,2016,17676,-73.95354336,40.61065373,3,2,0,1,1,1,0,1
62759,6,2016,17677,-73.95359889,40.61094987,1,1,0,0,1,1,0,0
84160,5,2016,17677,-73.95359889,40.61094987,7,1,0,6,1,1,0,1
124227,3,2016,17677,-73.95359889,40.61094987,1,0,0,1,1,0,0,1
1544,9,2016,17678,-73.9531916,40.60880774,1,0,0,1,1,0,0,1
105599,4,2016,17678,-73.9531916,40.60880774,1,1,0,0,1,1,0,0
142889,2,2016,17678,-73.9531916,40.60880774,1,0,0,1,1,0,0,1
218553,1,2016,17678,-73.9531916,40.60880774,1,1,0,0,1,1,0,0
124733,3,2016,17679,-73.95256553,40.61098718,1,0,1,0,1,0,1,0
218758,1,2016,17679,-73.95256553,40.61098718,1,0,1,0,1,0,1,0
177029,11,2016,17680,-73.95215703,40.60892135,1,0,0,1,1,0,0,1
217605,1,2016,17680,-73.95215703,40.60892135,2,0,0,2,1,0,0,1
22312,8,2016,17682,-73.95123001,40.60902271,2,0,0,2,1,0,0,1
63317,6,2016,17682,-73.95123001,40.60902271,1,0,1,0,1,0,1,0
177369,11,2016,17684,-73.95304817,40.61362012,3,0,0,3,1,0,0,1
63652,6,2016,17686,-73.95166777,40.61131319,4,0,0,4,1,0,0,1
198239,10,2016,17686,-73.95166777,40.61131319,1,0,1,0,1,0,1,0
41931,7,2016,17690,-73.95355394,40.61628096,1,0,0,1,1,0,0,1
177901,11,2016,17694,-73.95169932,40.61648619,2,2,0,0,1,1,0,0
84868,5,2016,17697,-73.95077169,40.61658754,2,0,0,2,1,0,0,1
124923,3,2016,17697,-73.95077169,40.61658754,1,1,0,0,1,1,0,0
177505,11,2016,17698,-73.95400311,40.61867267,1,1,0,0,1,1,0,0
125230,3,2016,17699,-73.95307697,40.61877422,4,0,0,4,1,0,0,1
178005,11,2016,17702,-73.95353137,40.62116509,1,0,0,1,1,0,0,1
84677,5,2016,17703,-73.95260523,40.62126706,2,0,0,2,1,0,0,1
2024,9,2016,17704,-73.95166995,40.62136933,1,0,0,1,1,0,0,1
22449,8,2016,17704,-73.95166995,40.62136933,1,0,0,1,1,0,0,1
1862,9,2016,17705,-73.95070947,40.62147438,1,0,1,0,1,0,1,0
22304,8,2016,17705,-73.95070947,40.62147438,5,0,0,5,1,0,0,1
42475,7,2016,17705,-73.95070947,40.62147438,3,0,0,3,1,0,0,1
84772,5,2016,17705,-73.95070947,40.62147438,2,0,0,2,1,0,0,1
143198,2,2016,17705,-73.95070947,40.62147438,1,0,0,1,1,0,0,1
218829,1,2016,17705,-73.95070947,40.62147438,1,0,0,1,1,0,0,1
62504,6,2016,17708,-73.95212596,40.62375912,1,0,0,1,1,0,0,1
42844,7,2016,17709,-73.95116434,40.62386416,3,0,0,3,1,0,0,1
63671,6,2016,17709,-73.95116434,40.62386416,1,0,0,1,1,0,0,1
159287,12,2016,17709,-73.95116434,40.62386416,2,1,0,1,1,1,0,1
979,9,2016,17711,-73.95257914,40.62614928,2,0,0,2,1,0,0,1
62121,6,2016,17712,-73.95161741,40.62625381,1,0,0,1,1,0,0,1
177186,11,2016,17712,-73.95161741,40.62625381,1,0,0,1,1,0,0,1
196707,10,2016,17712,-73.95161741,40.62625381,1,0,1,0,1,0,1,0
82921,5,2016,17716,-73.95303133,40.62854012,1,1,0,0,1,1,0,0
63700,6,2016,17719,-73.95206902,40.62864578,1,0,0,1,1,0,0,1
85181,5,2016,17719,-73.95206902,40.62864578,1,0,0,1,1,0,0,1
106400,4,2016,17719,-73.95206902,40.62864578,1,0,1,0,1,0,1,0
178755,11,2016,17719,-73.95206902,40.62864578,2,1,0,1,1,1,0,1
372,9,2016,17726,-73.95272968,40.63214691,1,0,0,1,1,0,0,1
20812,8,2016,17726,-73.95272968,40.63214691,3,1,0,2,1,1,0,1
61863,6,2016,17726,-73.95272968,40.63214691,1,0,0,1,1,0,0,1
104320,4,2016,17726,-73.95272968,40.63214691,3,0,0,3,1,0,0,1
20961,8,2016,17727,-73.95176734,40.63225086,1,0,1,0,1,0,1,0
61762,6,2016,17729,-73.94983715,40.60666677,1,0,0,1,1,0,0,1
42056,7,2016,17731,-73.94794841,40.60687529,1,0,1,0,1,0,1,0
62873,6,2016,17731,-73.94794841,40.60687529,1,0,0,1,1,0,0,1
177902,11,2016,17731,-73.94794841,40.60687529,1,0,0,1,1,0,0,1
197447,10,2016,17731,-73.94794841,40.60687529,1,0,0,1,1,0,0,1
85148,5,2016,17732,-73.94698612,40.60697915,1,0,0,1,1,0,0,1
41437,7,2016,17735,-73.94841355,40.60933301,2,0,0,2,1,0,0,1
62263,6,2016,17735,-73.94841355,40.60933301,2,0,0,2,1,0,0,1
2206,9,2016,17737,-73.95026515,40.61392435,2,0,0,2,1,0,0,1
159070,12,2016,17738,-73.9497838,40.61137175,1,0,0,1,1,0,0,1
743,9,2016,17740,-73.9491197,40.61305322,2,0,0,2,1,0,0,1
41387,7,2016,17740,-73.9491197,40.61305322,7,1,0,6,1,1,0,1
123650,3,2016,17740,-73.9491197,40.61305322,1,0,0,1,1,0,0,1
142107,2,2016,17740,-73.9491197,40.61305322,2,0,0,2,1,0,0,1
177260,11,2016,17740,-73.9491197,40.61305322,5,0,0,5,1,0,0,1
20507,8,2016,17741,-73.94930527,40.61403073,1,0,1,0,1,0,1,0
40749,7,2016,17741,-73.94930527,40.61403073,1,0,1,0,1,0,1,0
103996,4,2016,17741,-73.94930527,40.61403073,1,0,0,1,1,0,0,1
141482,2,2016,17741,-73.94930527,40.61403073,1,0,0,1,1,0,0,1
40811,7,2016,17742,-73.94882063,40.61147765,1,1,0,0,1,1,0,0
198166,10,2016,17747,-73.94981159,40.6166928,1,0,0,1,1,0,0,1
219090,1,2016,17747,-73.94981159,40.6166928,1,0,0,1,1,0,0,1
123442,3,2016,17748,-73.94884639,40.61679907,1,1,0,0,1,1,0,0
141924,2,2016,17748,-73.94884639,40.61679907,2,0,0,2,1,0,0,1
1715,9,2016,17749,-73.94834517,40.6141365,1,1,0,0,1,1,0,0
196613,10,2016,17752,-73.94929579,40.61918777,1,0,0,1,1,0,0,1
42109,7,2016,17755,-73.94744367,40.61939311,1,0,0,1,1,0,0,1
21273,8,2016,17757,-73.94974891,40.62157894,1,1,0,0,1,1,0,0
143024,2,2016,17758,-73.94881989,40.62168185,3,0,0,3,1,0,0,1
178188,11,2016,17758,-73.94881989,40.62168185,2,2,0,0,1,1,0,0
178416,11,2016,17760,-73.94696849,40.62188567,1,0,0,1,1,0,0,1
197949,10,2016,17760,-73.94696849,40.62188567,2,0,0,2,1,0,0,1
158012,12,2016,17762,-73.94927381,40.62407239,4,0,0,4,1,0,0,1
157323,12,2016,17763,-73.94834639,40.62417451,1,0,0,1,1,0,0,1
63249,6,2016,17764,-73.94742038,40.62427597,1,0,0,1,1,0,0,1
178184,11,2016,17766,-73.94879948,40.62656357,2,2,0,0,1,1,0,0
123702,3,2016,17767,-73.9478733,40.62666603,2,0,0,2,1,0,0,1
21720,8,2016,17768,-73.9468744,40.62677367,1,0,0,1,1,0,0,1
218297,1,2016,17768,-73.9468744,40.62677367,2,0,0,2,1,0,0,1
196594,10,2016,17769,-73.95017657,40.62885277,1,0,1,0,1,0,1,0
62027,6,2016,17773,-73.94832386,40.62905666,7,0,0,7,1,0,0,1
40736,7,2016,17775,-73.94732672,40.62916657,2,0,0,2,1,0,0,1
61544,6,2016,17775,-73.94732672,40.62916657,2,0,1,1,1,0,1,1
157291,12,2016,17775,-73.94732672,40.62916657,1,1,0,0,1,1,0,0
619,9,2016,17780,-73.94769932,40.63288475,1,1,0,0,1,1,0,0
62093,6,2016,17780,-73.94769932,40.63288475,2,1,0,1,1,1,0,1
83379,5,2016,17780,-73.94769932,40.63288475,2,0,0,2,1,0,0,1
104592,4,2016,17780,-73.94769932,40.63288475,6,0,0,6,1,0,0,1
123516,3,2016,17780,-73.94769932,40.63288475,1,0,0,1,1,0,0,1
141992,2,2016,17780,-73.94769932,40.63288475,1,0,0,1,1,0,0,1
217714,1,2016,17780,-73.94769932,40.63288475,1,0,0,1,1,0,0,1
21320,8,2016,17782,-73.94754292,40.63158078,3,2,0,1,1,1,0,1
62360,6,2016,17782,-73.94754292,40.63158078,1,1,0,0,1,1,0,0
83679,5,2016,17782,-73.94754292,40.63158078,3,0,0,3,1,0,0,1
158043,12,2016,17782,-73.94754292,40.63158078,1,1,0,0,1,1,0,0
177411,11,2016,17782,-73.94754292,40.63158078,1,1,0,0,1,1,0,0
22707,8,2016,17787,-73.94559792,40.60964309,1,0,0,1,1,0,0,1
42902,7,2016,17787,-73.94559792,40.60964309,1,0,1,0,1,0,1,0
63717,6,2016,17787,-73.94559792,40.60964309,1,0,1,0,1,0,1,0
178776,11,2016,17787,-73.94559792,40.60964309,1,0,0,1,1,0,0,1
795,9,2016,17788,-73.94467206,40.60974339,1,0,0,1,1,0,0,1
63669,6,2016,17789,-73.94364091,40.60985882,1,1,0,0,1,1,0,0
178732,11,2016,17789,-73.94364091,40.60985882,1,0,0,1,1,0,0,1
219170,1,2016,17789,-73.94364091,40.60985882,2,0,0,2,1,0,0,1
123246,3,2016,17793,-73.94336573,40.61039813,2,0,0,2,1,0,0,1
157555,12,2016,17793,-73.94336573,40.61039813,2,0,0,2,1,0,0,1
42287,7,2016,17800,-73.94657367,40.61478913,1,1,0,0,1,1,0,0
84066,5,2016,17801,-73.94573692,40.61536341,1,0,0,1,1,0,0,1
316,9,2016,17802,-73.94482771,40.61604621,2,0,0,2,1,0,0,1
40990,7,2016,17802,-73.94482771,40.61604621,1,1,0,0,1,1,0,0
61803,6,2016,17802,-73.94482771,40.61604621,2,0,0,2,1,0,0,1
83082,5,2016,17802,-73.94482771,40.61604621,4,0,1,3,1,0,1,1
22374,8,2016,17804,-73.944676,40.61616511,2,1,0,1,1,1,0,1
158997,12,2016,17804,-73.944676,40.61616511,1,1,0,0,1,1,0,0
157258,12,2016,17809,-73.94506643,40.61721269,1,0,0,1,1,0,0,1
22559,8,2016,17811,-73.94346962,40.617385,1,0,0,1,1,0,0,1
125111,3,2016,17811,-73.94346962,40.617385,1,1,0,0,1,1,0,0
124799,3,2016,17812,-73.9459685,40.62199482,1,0,0,1,1,0,0,1
147,9,2016,17813,-73.94551664,40.61960561,1,1,0,0,1,1,0,0
176661,11,2016,17813,-73.94551664,40.61960561,1,1,0,0,1,1,0,0
104448,4,2016,17814,-73.94497031,40.62210451,1,1,0,0,1,1,0,0
106215,4,2016,17817,-73.94359124,40.6198161,1,0,0,1,1,0,0,1
22492,8,2016,17818,-73.94642266,40.62438557,1,0,0,1,1,0,0,1
42676,7,2016,17818,-73.94642266,40.62438557,2,0,1,1,1,0,1,1
143387,2,2016,17818,-73.94642266,40.62438557,3,0,0,3,1,0,0,1
83288,5,2016,17821,-73.94357101,40.62469927,1,0,1,0,1,0,1,0
157735,12,2016,17821,-73.94357101,40.62469927,2,2,0,0,1,1,0,0
61512,6,2016,17822,-73.9458764,40.62688633,1,0,0,1,1,0,0,1
196167,10,2016,17823,-73.94494973,40.62698689,1,1,0,0,1,1,0,0
592,9,2016,17824,-73.94402172,40.62708898,5,2,0,3,1,1,0,1
142207,2,2016,17828,-73.94540053,40.62937781,1,1,0,0,1,1,0,0
21981,8,2016,17830,-73.94480816,40.63012717,1,1,0,0,1,1,0,0
142868,2,2016,17830,-73.94480816,40.63012717,2,0,0,2,1,0,0,1
197584,10,2016,17830,-73.94480816,40.63012717,1,1,0,0,1,1,0,0
218534,1,2016,17830,-73.94480816,40.63012717,1,1,0,0,1,1,0,0
20467,8,2016,17832,-73.94453995,40.62986656,1,1,0,0,1,1,0,0
22024,8,2016,17833,-73.94415535,40.62950828,1,0,0,1,1,0,0,1
142929,2,2016,17833,-73.94415535,40.62950828,1,0,0,1,1,0,0,1
158691,12,2016,17833,-73.94415535,40.62950828,1,1,0,0,1,1,0,0
21737,8,2016,17835,-73.94340898,40.62956003,1,1,0,0,1,1,0,0
84152,5,2016,17835,-73.94340898,40.62956003,1,0,0,1,1,0,0,1
22040,8,2016,17839,-73.94647962,40.63170816,1,0,1,0,1,0,1,0
42272,7,2016,17839,-73.94647962,40.63170816,5,0,0,5,1,0,0,1
63073,6,2016,17839,-73.94647962,40.63170816,4,0,0,4,1,0,0,1
84512,5,2016,17839,-73.94647962,40.63170816,1,0,0,1,1,0,0,1
105666,4,2016,17839,-73.94647962,40.63170816,1,0,0,1,1,0,0,1
124556,3,2016,17839,-73.94647962,40.63170816,1,1,0,0,1,1,0,0
158711,12,2016,17839,-73.94647962,40.63170816,6,2,0,4,1,1,0,1
178099,11,2016,17839,-73.94647962,40.63170816,1,1,0,0,1,1,0,0
197650,10,2016,17839,-73.94647962,40.63170816,1,0,0,1,1,0,0,1
176617,11,2016,17841,-73.94561755,40.63177743,3,0,0,3,1,0,0,1
2188,9,2016,17843,-73.94462885,40.63183773,1,1,0,0,1,1,0,0
125175,3,2016,17843,-73.94462885,40.63183773,1,0,0,1,1,0,0,1
22503,8,2016,17848,-73.97911189,40.63544039,2,0,0,2,1,0,0,1
125050,3,2016,17848,-73.97911189,40.63544039,1,0,0,1,1,0,0,1
143394,2,2016,17848,-73.97911189,40.63544039,1,1,0,0,1,1,0,0
198108,10,2016,17848,-73.97911189,40.63544039,3,3,0,0,1,1,0,0
104925,4,2016,17851,-73.97890381,40.63435352,1,0,1,0,1,0,1,0
158072,12,2016,17851,-73.97890381,40.63435352,1,0,1,0,1,0,1,0
83793,5,2016,17852,-73.97802159,40.6355527,2,0,0,2,1,0,0,1
104995,4,2016,17852,-73.97802159,40.6355527,1,0,0,1,1,0,0,1
142345,2,2016,17852,-73.97802159,40.6355527,1,1,0,0,1,1,0,0
218025,1,2016,17852,-73.97802159,40.6355527,1,0,0,1,1,0,0,1
20481,8,2016,17854,-73.97643342,40.63328912,1,1,0,0,1,1,0,0
196126,10,2016,17854,-73.97643342,40.63328912,1,0,0,1,1,0,0,1
159086,12,2016,17855,-73.97596212,40.63577882,1,0,0,1,1,0,0,1
22660,8,2016,17856,-73.97863388,40.63791098,3,0,0,3,1,0,0,1
436,9,2016,17858,-73.97641569,40.63816774,1,1,0,0,1,1,0,0
123348,3,2016,17858,-73.97641569,40.63816774,1,0,0,1,1,0,0,1
217549,1,2016,17858,-73.97641569,40.63816774,1,0,1,0,1,0,1,0
40769,7,2016,17859,-73.97892469,40.64033409,1,0,0,1,1,0,0,1
104021,4,2016,17859,-73.97892469,40.64033409,2,1,0,1,1,1,0,1
62449,6,2016,17863,-73.97901883,40.64297193,1,1,0,0,1,1,0,0
83776,5,2016,17863,-73.97901883,40.64297193,5,0,0,5,1,0,0,1
142336,2,2016,17863,-73.97901883,40.64297193,2,0,0,2,1,0,0,1
177490,11,2016,17863,-73.97901883,40.64297193,1,1,0,0,1,1,0,0
1276,9,2016,17864,-73.97824897,40.64284593,4,0,0,4,1,0,0,1
177546,11,2016,17867,-73.97745295,40.64363644,1,0,0,1,1,0,0,1
22330,8,2016,17868,-73.97657659,40.64400387,1,0,1,0,1,0,1,0
22637,8,2016,17870,-73.97870209,40.64523876,1,1,0,0,1,1,0,0
63654,6,2016,17870,-73.97870209,40.64523876,1,1,0,0,1,1,0,0
178722,11,2016,17870,-73.97870209,40.64523876,1,0,1,0,1,0,1,0
21837,8,2016,17871,-73.97777381,40.64534188,1,0,0,1,1,0,0,1
124571,3,2016,17873,-73.97569514,40.64437259,1,1,0,0,1,1,0,0
142446,2,2016,17874,-73.97591919,40.64554427,1,1,0,0,1,1,0,0
851,9,2016,17878,-73.97819074,40.64752599,1,0,1,0,1,0,1,0
158021,12,2016,17878,-73.97819074,40.64752599,2,0,0,2,1,0,0,1
177277,11,2016,17879,-73.9774871,40.64881204,1,1,0,0,1,1,0,0
196643,10,2016,17881,-73.97660702,40.64918292,1,1,0,0,1,1,0,0
61998,6,2016,17882,-73.97633536,40.64772614,1,0,0,1,1,0,0,1
104204,4,2016,17888,-73.97697181,40.6509656,1,1,0,0,1,1,0,0
20991,8,2016,17891,-73.97913617,40.65437611,1,0,0,1,1,0,0,1
104515,4,2016,17891,-73.97913617,40.65437611,2,0,0,2,1,0,0,1
83803,5,2016,17900,-73.97759635,40.65407937,1,0,0,1,1,0,0,1
218034,1,2016,17900,-73.97759635,40.65407937,1,1,0,0,1,1,0,0
105659,4,2016,17906,-73.97622757,40.65350176,1,1,0,0,1,1,0,0
84817,5,2016,17910,-73.97665657,40.65691181,2,0,0,2,1,0,0,1
124482,3,2016,17915,-73.97851456,40.65865576,1,0,1,0,1,0,1,0
21602,8,2016,17917,-73.97751171,40.65986276,1,0,0,1,1,0,0,1
157609,12,2016,17919,-73.97503398,40.63587922,2,2,0,0,1,1,0,0
1779,9,2016,17920,-73.97458256,40.6334883,1,0,0,1,1,0,0,1
105847,4,2016,17920,-73.97458256,40.6334883,1,0,0,1,1,0,0,1
218744,1,2016,17920,-73.97458256,40.6334883,1,0,0,1,1,0,0,1
141750,2,2016,17922,-73.973654,40.63359085,1,1,0,0,1,1,0,0
20836,8,2016,17923,-73.97255722,40.63371338,1,0,0,1,1,0,0,1
143139,2,2016,17924,-73.9754881,40.63827033,1,0,0,1,1,0,0,1
1134,9,2016,17925,-73.97456165,40.63837332,1,1,0,0,1,1,0,0
197185,10,2016,17925,-73.97456165,40.63837332,1,1,0,0,1,1,0,0
84736,5,2016,17926,-73.97346562,40.63849511,2,0,0,2,1,0,0,1
124759,3,2016,17926,-73.97346562,40.63849511,1,0,1,0,1,0,1,0
143155,2,2016,17926,-73.97346562,40.63849511,2,2,0,0,1,1,0,0
158893,12,2016,17926,-73.97346562,40.63849511,1,0,1,0,1,0,1,0
197855,10,2016,17926,-73.97346562,40.63849511,2,2,0,0,1,1,0,0
218785,1,2016,17926,-73.97346562,40.63849511,3,0,0,3,1,0,0,1
41761,7,2016,17928,-73.97301022,40.63610353,3,0,0,3,1,0,0,1
62588,6,2016,17928,-73.97301022,40.63610353,2,0,0,2,1,0,0,1
83940,5,2016,17928,-73.97301022,40.63610353,1,0,0,1,1,0,0,1
124038,3,2016,17928,-73.97301022,40.63610353,1,0,0,1,1,0,0,1
142464,2,2016,17928,-73.97301022,40.63610353,4,0,0,4,1,0,0,1
22025,8,2016,17932,-73.97501507,40.64076195,1,1,0,0,1,1,0,0
21074,8,2016,17933,-73.97394031,40.64088131,1,0,0,1,1,0,0,1
157827,12,2016,17933,-73.97394031,40.64088131,2,0,0,2,1,0,0,1
177170,11,2016,17933,-73.97394031,40.64088131,1,1,0,0,1,1,0,0
22048,8,2016,17937,-73.97226813,40.64106224,1,1,0,0,1,1,0,0
178104,11,2016,17937,-73.97226813,40.64106224,6,0,0,6,1,0,0,1
141964,2,2016,17938,-73.9754666,40.64315263,2,0,1,1,1,0,1,1
63487,6,2016,17939,-73.97437539,40.64327412,1,0,1,0,1,0,1,0
106131,4,2016,17939,-73.97437539,40.64327412,2,0,0,2,1,0,0,1
125008,3,2016,17939,-73.97437539,40.64327412,2,0,0,2,1,0,0,1
159101,12,2016,17939,-73.97437539,40.64327412,2,0,0,2,1,0,0,1
178531,11,2016,17939,-73.97437539,40.64327412,5,0,0,5,1,0,0,1
198078,10,2016,17939,-73.97437539,40.64327412,1,0,0,1,1,0,0,1
219003,1,2016,17939,-73.97437539,40.64327412,4,0,0,4,1,0,0,1
22458,8,2016,17942,-73.97271969,40.64345608,1,0,0,1,1,0,0,1
63481,6,2016,17942,-73.97271969,40.64345608,2,0,0,2,1,0,0,1
20904,8,2016,17943,-73.97464224,40.64481322,1,0,0,1,1,0,0,1
41129,7,2016,17943,-73.97464224,40.64481322,2,1,0,1,1,1,0,1
104394,4,2016,17943,-73.97464224,40.64481322,1,0,0,1,1,0,0,1
123360,3,2016,17943,-73.97464224,40.64481322,1,1,0,0,1,1,0,0
176989,11,2016,17943,-73.97464224,40.64481322,1,0,0,1,1,0,0,1
196514,10,2016,17943,-73.97464224,40.64481322,4,1,0,3,1,1,0,1
217560,1,2016,17943,-73.97464224,40.64481322,1,1,0,0,1,1,0,0
158751,12,2016,17949,-73.97208575,40.64586232,2,0,0,2,1,0,0,1
105757,4,2016,17952,-73.97527213,40.6478306,1,0,0,1,1,0,0,1
41211,7,2016,17961,-73.97293902,40.64768968,1,0,0,1,1,0,0,1
105748,4,2016,17976,-73.97263475,40.65086201,2,0,0,2,1,0,0,1
178175,11,2016,17976,-73.97263475,40.65086201,1,0,0,1,1,0,0,1
61516,6,2016,17983,-73.97326628,40.65464926,2,0,0,2,1,0,0,1
197583,10,2016,17984,-73.97305104,40.65391251,2,0,0,2,1,0,0,1
157328,12,2016,17985,-73.97268289,40.65263928,2,0,0,2,1,0,0,1
62735,6,2016,17990,-73.9737919,40.65639232,1,0,0,1,1,0,0,1
42331,7,2016,17999,-73.97087568,40.63371951,2,0,0,2,1,0,0,1
63141,6,2016,17999,-73.97087568,40.63371951,1,0,1,0,1,0,1,0
84599,5,2016,17999,-73.97087568,40.63371951,1,1,0,0,1,1,0,0
105751,4,2016,17999,-73.97087568,40.63371951,1,1,0,0,1,1,0,0
159016,12,2016,18000,-73.96986869,40.63419467,1,1,0,0,1,1,0,0
1617,9,2016,18001,-73.96939059,40.63351656,1,1,0,0,1,1,0,0
62637,6,2016,18002,-73.96899922,40.63460743,1,0,0,1,1,0,0,1
197210,10,2016,18002,-73.96899922,40.63460743,1,0,0,1,1,0,0,1
217389,1,2016,18004,-73.97136144,40.6362853,1,0,0,1,1,0,0,1
142248,2,2016,18008,-73.97074051,40.63879498,1,1,0,0,1,1,0,0
22485,8,2016,18009,-73.9702669,40.64128318,1,0,0,1,1,0,0,1
125161,3,2016,18010,-73.96981388,40.63889518,1,1,0,0,1,1,0,0
143500,2,2016,18010,-73.96981388,40.63889518,4,0,0,4,1,0,0,1
20509,8,2016,18011,-73.96939903,40.64138245,1,0,0,1,1,0,0,1
103998,4,2016,18011,-73.96939903,40.64138245,1,0,0,1,1,0,0,1
122985,3,2016,18011,-73.96939903,40.64138245,1,0,1,0,1,0,1,0
1866,9,2016,18012,-73.96879099,40.63925593,1,0,0,1,1,0,0,1
