NODEID,Lon,Lat,MN,YR,Injuries_COUNT,PedInjurie_COUNT,BikeInjuri_COUNT,MVOInjurie_COUNT,Injuries,PedInjurie,BikeInjuri,MVOInjurie,bike_priority_districts,enhanced_crossings,leading_pedestrian_interval_signals,left_turn_traffic_calming,neighborhood_slow_zones,safe_streets_for_seniors,signal_timing,speed_humps,street_improvement_projects_corridors,vz_priority_corridors,vz_priority_intersections,vz_priority_zones,arterial_slow_zones,nyc_bike_routes_20170707
22582,-73.97304503,40.75269162,12,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
22582,-73.97304503,40.75269162,10,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
22583,-73.97258875,40.75331789,6,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
22583,-73.97258875,40.75331789,3,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
22583,-73.97258875,40.75331789,11,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
22584,-73.97213617,40.75394323,9,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
22584,-73.97213617,40.75394323,6,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
22584,-73.97213617,40.75394323,12,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
22584,-73.97213617,40.75394323,10,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
22585,-73.97520895,40.75442436,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22586,-73.97534378,40.75529969,5,2016,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22586,-73.97534378,40.75529969,2,2016,2,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22587,-73.97488727,40.75592379,7,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
22588,-73.97443866,40.75655631,12,2016,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22589,-73.97373411,40.75461877,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22590,-73.9732756,40.75524354,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22591,-73.97281967,40.75587055,9,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22591,-73.97281967,40.75587055,2,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22591,-73.97281967,40.75587055,10,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22592,-73.97236276,40.75649773,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22593,-73.97559124,40.75785966,1,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22594,-73.97513406,40.75848715,5,2016,2,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22594,-73.97513406,40.75848715,10,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22595,-73.9746795,40.75911349,3,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22595,-73.9746795,40.75911349,11,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22595,-73.9746795,40.75911349,10,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22596,-73.97398183,40.75717976,0,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22597,-73.9735242,40.75780844,0,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
22598,-73.97306852,40.75843149,8,2016,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22598,-73.97306852,40.75843149,1,2016,2,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22599,-73.97261271,40.75905931,9,2016,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22600,-73.97537361,40.76103991,6,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22600,-73.97537361,40.76103991,12,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22601,-73.97491476,40.76166727,5,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22601,-73.97491476,40.76166727,3,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22602,-73.97422334,40.7597398,3,2016,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22602,-73.97422334,40.7597398,12,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22603,-73.97376588,40.76036416,0,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
22604,-73.97330887,40.76098886,9,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22604,-73.97330887,40.76098886,4,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22605,-73.97285251,40.76161436,4,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22605,-73.97285251,40.76161436,3,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22606,-73.97215595,40.75968124,2,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
22607,-73.97445731,40.76229308,5,2016,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22607,-73.97445731,40.76229308,2,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22608,-73.97396799,40.76296659,7,2016,3,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
22608,-73.97396799,40.76296659,4,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
22608,-73.97396799,40.76296659,12,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
22609,-73.97410621,40.76392536,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22610,-73.97363585,40.76456991,5,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22610,-73.97363585,40.76456991,11,2016,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22610,-73.97363585,40.76456991,10,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22610,-73.97363585,40.76456991,1,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22611,-73.97346523,40.7636591,9,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22611,-73.97346523,40.7636591,8,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22611,-73.97346523,40.7636591,5,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22612,-73.97301487,40.76427888,7,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22612,-73.97301487,40.76427888,3,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22613,-73.97255352,40.76489773,3,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22614,-73.97236139,40.76228838,6,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
22615,-73.97417388,40.76751843,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22616,-73.97417001,40.76520103,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22617,-73.97364366,40.7662511,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22618,-73.97315654,40.76513583,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22619,-73.97261495,40.76640886,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22620,-73.97209853,40.76551725,3,2016,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22620,-73.97209853,40.76551725,2,2016,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22620,-73.97209853,40.76551725,10,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22621,-73.97454594,40.76976601,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22622,-73.9738812,40.76992338,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22624,-73.97286661,40.7690154,6,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22625,-73.97222689,40.769544,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22626,-73.9716213,40.74387228,3,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22626,-73.9716213,40.74387228,12,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22628,-73.97143721,40.74415376,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22629,-73.97137049,40.74456196,11,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22630,-73.97135563,40.74353965,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22631,-73.97109387,40.74442879,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22632,-73.97121618,40.74448907,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22633,-73.97092848,40.74518277,1,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22634,-73.97111438,40.74420436,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22635,-73.970827,40.74513488,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22636,-73.97064721,40.74503507,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22637,-73.97037812,40.74495231,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22638,-73.97042167,40.74576879,9,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22640,-73.97013267,40.74560867,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22641,-73.96987561,40.74544479,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22642,-73.97165741,40.74630369,9,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
22642,-73.97165741,40.74630369,10,2016,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
22643,-73.97141695,40.74618612,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22644,-73.97139209,40.74780173,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22645,-73.97122806,40.74691917,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22646,-73.97093687,40.74840715,11,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22647,-73.97078032,40.74754347,1,2016,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
22649,-73.97031779,40.74815806,10,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
22650,-73.96987308,40.74797655,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22651,-73.96931011,40.74669002,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22654,-73.9693981,40.7467439,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22655,-73.96879504,40.74751468,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22656,-73.96894301,40.74651834,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22657,-73.96856858,40.747417,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22658,-73.96850302,40.74738712,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22659,-73.96853793,40.74781309,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22660,-73.97171284,40.75049381,8,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
22660,-73.97171284,40.75049381,6,2016,3,1,0,2,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
22660,-73.97171284,40.75049381,12,2016,2,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
22660,-73.97171284,40.75049381,11,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
22661,-73.97126234,40.75112224,7,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
22662,-73.97041172,40.74907245,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22663,-73.96984502,40.74880065,9,2016,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
22663,-73.96984502,40.74880065,7,2016,3,1,0,2,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
22663,-73.96984502,40.74880065,4,2016,2,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
22663,-73.96984502,40.74880065,12,2016,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
22663,-73.96984502,40.74880065,1,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
22664,-73.96994598,40.74974711,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22665,-73.96974261,40.74964666,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22666,-73.96932032,40.74951698,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
22667,-73.96890797,40.75011244,5,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22668,-73.97080361,40.7517482,7,2016,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0
22668,-73.97080361,40.7517482,10,2016,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0
22669,-73.97034145,40.75237879,5,2016,2,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
22669,-73.97034145,40.75237879,3,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
22669,-73.97034145,40.75237879,10,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
22669,-73.97034145,40.75237879,1,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
22670,-73.9698859,40.75299885,9,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
22670,-73.9698859,40.75299885,7,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
22670,-73.9698859,40.75299885,4,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
22671,-73.96943103,40.75362351,4,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22671,-73.96943103,40.75362351,3,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22671,-73.96943103,40.75362351,11,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22671,-73.96943103,40.75362351,1,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22672,-73.97167699,40.75456963,4,2016,3,0,0,3,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22673,-73.97121705,40.75519332,5,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
22673,-73.97121705,40.75519332,4,2016,3,0,1,2,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
22673,-73.97121705,40.75519332,2,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
22673,-73.97121705,40.75519332,11,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
22674,-73.97075919,40.75582485,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
22675,-73.97031394,40.75645302,5,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22675,-73.97031394,40.75645302,3,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22675,-73.97031394,40.75645302,2,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22675,-73.97031394,40.75645302,12,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22675,-73.97031394,40.75645302,10,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22675,-73.97031394,40.75645302,1,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22676,-73.96897804,40.75425054,7,2016,2,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0
22676,-73.96897804,40.75425054,6,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0
22676,-73.96897804,40.75425054,4,2016,5,1,0,4,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0
22676,-73.96897804,40.75425054,12,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0
22676,-73.96897804,40.75425054,11,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0
22677,-73.96852047,40.75487619,6,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22677,-73.96852047,40.75487619,4,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22677,-73.96852047,40.75487619,12,2016,3,2,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22677,-73.96852047,40.75487619,10,2016,6,0,0,6,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22677,-73.96852047,40.75487619,1,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22678,-73.97190676,40.75712467,7,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22678,-73.97190676,40.75712467,3,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22679,-73.97145048,40.75774923,8,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22679,-73.97145048,40.75774923,12,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22679,-73.97145048,40.75774923,11,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22679,-73.97145048,40.75774923,10,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22680,-73.97099371,40.75837333,4,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22680,-73.97099371,40.75837333,1,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22681,-73.97053418,40.75900065,4,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22681,-73.97053418,40.75900065,2,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22682,-73.9698486,40.75707596,4,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
22682,-73.9698486,40.75707596,2,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
22683,-73.96939411,40.75769953,7,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
22683,-73.96939411,40.75769953,6,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
22683,-73.96939411,40.75769953,5,2016,2,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
22684,-73.9689351,40.75833009,8,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22684,-73.9689351,40.75833009,7,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22684,-73.9689351,40.75833009,4,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22684,-73.9689351,40.75833009,3,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22685,-73.9684798,40.75895013,8,2016,3,0,0,3,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22685,-73.9684798,40.75895013,5,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22685,-73.9684798,40.75895013,1,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22686,-73.97169609,40.76031266,7,2016,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
22686,-73.97169609,40.76031266,12,2016,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
22686,-73.97169609,40.76031266,10,2016,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
22687,-73.97124277,40.76093642,8,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22687,-73.97124277,40.76093642,4,2016,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22687,-73.97124277,40.76093642,3,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22688,-73.97075064,40.7616087,9,2016,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
22688,-73.97075064,40.7616087,1,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
22689,-73.97008101,40.75962491,9,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22690,-73.969625,40.76025144,11,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22690,-73.969625,40.76025144,10,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22691,-73.96913248,40.76092919,9,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22691,-73.96913248,40.76092919,7,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22691,-73.96913248,40.76092919,6,2016,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22691,-73.96913248,40.76092919,4,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22691,-73.96913248,40.76092919,10,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
22692,-73.96864226,40.76159996,4,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22692,-73.96864226,40.76159996,2,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22692,-73.96864226,40.76159996,12,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22693,-73.97186904,40.76296329,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22694,-73.97141142,40.76358747,4,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22694,-73.97141142,40.76358747,11,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22695,-73.97095665,40.76421569,12,2016,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22696,-73.97025815,40.76228875,4,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22696,-73.97025815,40.76228875,2,2016,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22697,-73.97049751,40.76484127,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22698,-73.96980029,40.76291351,0,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22699,-73.96933799,40.76354738,10,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22700,-73.96888862,40.76416094,7,2016,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22700,-73.96888862,40.76416094,11,2016,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22701,-73.96843136,40.76478792,7,2016,3,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22701,-73.96843136,40.76478792,5,2016,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22702,-73.97164774,40.76614247,6,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22703,-73.97118521,40.76677029,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22704,-73.97072777,40.76739372,3,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22705,-73.97004232,40.76546731,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
