FID,Join_Count,TARGET_FID,Fatalities,PedFatalit,BikeFatali,MVOFatalit,YR,NODEID,Lon,Lat,STREET1,STREET2
248,1,248,1,1,0,0,2015,21627,-73.98817719,40.77473495,WEST 64 STREET,WEST END AVENUE
249,1,249,1,1,0,0,2015,31349,-73.86716026,40.68294021,GRANT AVENUE,ATLANTIC AVENUE
250,1,250,1,1,0,0,2015,27211,-73.91075317,40.678277,ROCKAWAY AVENUE,FULTON STREET
251,1,251,1,0,0,1,2015,32717,-73.84049695,40.69535999,JAMAICA AVENUE,107 STREET
252,1,252,1,1,0,0,2015,17050,-73.94696084,40.58647663,VOORHIES AVENUE,EAST 22 STREET
253,1,253,1,1,0,0,2015,6267,-74.14166481,40.62464037,DECKER AVENUE,FOREST AVENUE
254,1,254,2,0,0,2,2015,55307,-73.80443317,40.74216332,BOOTH MEMORIAL AVENUE,164 STREET
255,1,255,1,1,0,0,2015,18984,-73.95395453,40.68358078,PUTNAM AVENUE,BEDFORD AVENUE
256,1,256,1,1,0,0,2015,31214,-73.8700649,40.66795487,LINDEN BOULEVARD,EUCLID AVENUE
257,1,257,1,1,0,0,2015,32607,-73.84911982,40.71329957,71 AVENUE,KESSEL STREET
258,1,258,1,1,0,0,2015,47494,-73.88670022,40.81899052,SENECA AVENUE,BRYANT AVENUE
259,1,259,1,0,0,1,2015,38735,-73.76118856,40.672142,183 STREET,140 AVENUE
260,1,260,1,0,0,1,2015,39708,-73.75601576,40.69340406,LINDEN BOULEVARD,196 STREET
261,1,261,1,0,0,1,2015,58453,-73.79809523,40.71754225,168 STREET,GRAND CENTRAL PARKWAY SR NORTH
262,1,262,1,1,0,0,2015,16162,-73.98085306,40.7135548,MADISON STREET,JACKSON STREET
263,1,263,1,1,0,0,2015,43947,-73.91846133,40.82557692,MORRIS AVENUE,EAST 161 STREET
264,1,264,1,1,0,0,2015,18274,-73.95712506,40.64016899,DITMAS AVENUE,EAST 22 STREET
265,1,265,1,0,0,1,2015,7641,-74.09761704,40.57477258,MASON AVENUE,MIDLAND AVENUE
266,1,266,1,0,0,1,2015,21098,-74.0067392,40.75449143,WEST 30 STREET,12 AVENUE
267,1,267,1,0,0,1,2015,28918,-73.88981946,40.65892029,LINDEN BOULEVARD,NEW JERSEY AVENUE
268,1,268,1,1,0,0,2015,21545,-73.98184738,40.76628717,WEST 57 STREET,BROADWAY
269,1,269,1,0,1,0,2015,4982,-74.13455868,40.55125508,REDGRAVE AVENUE,HYLAN BOULEVARD
270,1,270,1,1,0,0,2015,33859,-73.82337067,40.67681588,115 STREET,ROCKAWAY BOULEVARD
271,1,271,1,1,0,0,2015,28942,-73.88767545,40.6491941,VANDALIA AVENUE,LOUISIANA AVENUE
272,1,272,1,1,0,0,2015,23925,-73.96145755,40.80117154,COLUMBUS AVENUE,WEST 109 STREET
273,1,273,1,0,0,1,2015,36089,-73.76807005,40.65655533,RAMP,ROCKAWAY BOULEVARD
274,1,274,1,1,0,0,2015,29150,-73.90597087,40.67801222,SACKMAN STREET,FULTON STREET
275,1,275,1,1,0,0,2015,12782,-74.00072158,40.5987651,21 AVENUE,CROPSEY AVENUE
276,1,276,1,0,1,0,2015,41029,-73.92051496,40.72621374,48 STREET,56 ROAD
277,1,277,1,0,1,0,2015,60801,-73.79248791,40.85594699,CITY IS BRIDGE,CITY ISLAND AVENUE
278,1,278,1,1,0,0,2015,44783,-73.91026971,40.87427181,BROADWAY,BROADWAY BRIDGE
279,1,279,1,1,0,0,2015,22760,-73.9656696,40.76280456,EAST 61 STREET,3 AVENUE
280,1,280,1,0,0,1,2015,17928,-73.97301022,40.63610353,OCEAN PARKWAY,DITMAS AVENUE
281,1,281,1,1,0,0,2015,27106,-73.91570256,40.66633081,SUTTER AVENUE,STRAUSS STREET
282,1,282,1,1,0,0,2015,18409,-73.94948618,40.64088596,AVENUE D,EAST 29 STREET
283,1,283,1,0,1,0,2015,38281,-73.75175177,40.60639651,BAYPORT PLACE,AUGUSTINA AVENUE
284,1,284,2,1,0,1,2015,34076,-73.81055267,40.66633329,SOUTH CONDUIT AVENUE,130 STREET
285,1,285,1,1,0,0,2015,28864,-73.89155672,40.6354751,ROCKAWAY PARKWAY,AVENUE N
286,1,286,1,1,0,0,2015,37109,-73.79379167,40.70403236,165 STREET,ARCHER AVENUE
287,1,287,3,0,0,3,2015,59940,-73.76609975,40.74451003,210 STREET,64 AVENUE
288,1,288,1,0,0,1,2015,41944,-73.90949777,40.77004092,23 ROAD,STEINWAY STREET
289,1,289,2,1,0,1,2015,3432,-74.16758984,40.58895349,RICHMOND HILL ROAD,RICHMOND AVENUE
290,1,290,1,0,0,1,2015,30346,-73.88248486,40.69218198,JACKIE ROBINSON PARKWAY,CYPRESS HILLS STREET
291,1,291,1,0,0,1,2015,34453,-73.8340511,40.71002788,PARK LANE,PARK LANE SOUTH
292,1,292,1,0,0,1,2015,55871,-73.81044348,40.76137744,155 STREET,SANFORD AVENUE
293,1,293,1,1,0,0,2015,18976,-73.95337018,40.68064051,BEDFORD AVENUE,FULTON STREET
294,1,294,1,1,0,0,2015,14125,-73.99684438,40.64426584,9 AVENUE,42 STREET
295,1,295,1,1,0,0,2015,12822,-73.99549868,40.59459441,CROPSEY AVENUE,BAY 35 STREET
296,1,296,1,1,0,0,2015,20571,-73.99495472,40.71585647,CANAL STREET,MANHATTAN BR APPROACH
297,1,297,1,1,0,0,2015,23541,-73.95977377,40.77954142,MADISON AVENUE,EAST 84 STREET
298,1,298,1,0,1,0,2015,13815,-74.01356902,40.64888298,48 STREET,3 AVENUE
299,1,299,2,2,0,0,2015,2580,-74.16304559,40.5286641,HAROLD AVENUE,HYLAN BOULEVARD
300,1,300,1,1,0,0,2015,55419,-73.83367811,40.75632057,COLLEGE POINT BOULEVARD,41 AVENUE
301,1,301,1,1,0,0,2015,22758,-73.96681337,40.76410529,LEXINGTON AVENUE,EAST 62 STREET
302,1,302,1,1,0,0,2015,24999,-73.93422711,40.6010102,KNAPP STREET,GERRITSEN AVENUE
303,1,303,1,1,0,0,2015,14084,-73.99801317,40.66047193,25 STREET,4 AVENUE
304,1,304,1,0,0,1,2015,53178,-73.83995536,40.83490146,COMMERCE AVENUE,NEWBOLD AVENUE
305,1,305,1,1,0,0,2015,28841,-73.89421599,40.65040058,GLENWOOD ROAD,EAST 108 STREET
306,1,306,1,1,0,0,2015,55507,-73.8294693,40.75819354,MAIN STREET,41 AVENUE
307,1,307,1,0,0,1,2015,58059,-73.82337506,40.87994945,CO-OP CITY BOULEVARD,PEARTREE AVENUE
308,1,308,1,1,0,0,2015,28950,-73.88731028,40.65414064,COZINE AVENUE,PENNSYLVANIA AVENUE
309,1,309,1,1,0,0,2015,41552,-73.92965062,40.76079776,28 STREET,34 AVENUE
310,1,310,1,1,0,0,2015,22695,-73.97095665,40.76421569,EAST 60 STREET,MADISON AVENUE
311,1,311,1,0,0,1,2015,47454,-73.89193001,40.82465641,WESTCHESTER AVENUE,SOUTHERN BOULEVARD
312,1,312,1,1,0,0,2015,6516,-74.13450679,40.63218619,HEBERTON AVENUE,PALMER AVENUE
313,1,313,1,1,0,0,2015,16981,-73.95245328,40.58817349,AVENUE Z,EAST 17 STREET
314,1,314,1,0,0,1,2015,37927,-73.76135607,40.60015747,FAR ROCKAWAY BOULEVARD,ROCKAWAY FREEWAY
315,1,315,1,1,0,0,2015,61259,-73.74535474,40.72934432,219 STREET,HILLSIDE AVENUE
316,1,316,1,1,0,0,2015,44165,-73.91384401,40.83369346,MORRIS AVENUE,EAST 168 STREET
317,1,317,1,1,0,0,2015,21225,-73.99831474,40.76082321,11 AVENUE,WEST 42 STREET
318,1,318,1,1,0,0,2015,18235,-73.95814069,40.6475034,FLATBUSH AVENUE,ALBEMARLE ROAD
319,1,319,1,1,0,0,2015,12815,-73.99654416,40.59332181,24 AVENUE,SHORE PARKWAY
320,1,320,1,1,0,0,2015,18649,-73.97443996,40.68630969,SOUTH PORTLAND AVENUE,FULTON STREET
321,1,321,1,1,0,0,2015,30551,-73.87450824,40.708947,69 ROAD,78 STREET
322,1,322,1,0,1,0,2015,43859,-73.92347379,40.82541322,GRAND CONCOURSE,EAST 158 STREET
323,1,323,1,1,0,0,2015,58285,-73.82953327,40.88530333,BOSTON ROAD,DE LAVALL AVENUE
324,1,324,1,1,0,0,2015,46931,-73.87365722,40.75680349,NORTHERN BOULEVARD,JUNCTION BOULEVARD
325,1,325,1,0,1,0,2015,23131,-73.94726655,40.75647418,VERNON BOULEVARD,41 AVENUE
326,1,326,1,0,0,1,2015,44214,-73.91236346,40.84768334,EAST 175 STREET,JEROME AVENUE
327,1,327,1,0,0,1,2015,58228,-73.83434542,40.88385002,BOSTON ROAD,MAROLLA PLACE
328,1,328,1,0,0,1,2015,41118,-73.91746641,40.73548568,LAUREL HILL BOULEVARD,49 STREET
329,1,329,1,1,0,0,2015,10863,-74.07186623,40.61331544,VIRGINIA AVENUE,TOMPKINS AVENUE
330,1,330,1,1,0,0,2015,47384,-73.89306769,40.8193642,BARRETTO STREET,SOUTHERN BOULEVARD
331,1,331,1,1,0,0,2015,17644,-73.95594077,40.62334016,OCEAN AVENUE,AVENUE K
332,1,332,1,1,0,0,2015,27633,-73.92798495,40.69256368,KOSSUTH PLACE,PATCHEN AVENUE
333,1,333,1,1,0,0,2015,11259,-74.07683998,40.63775026,BAY STREET,VICTORY BOULEVARD
334,1,334,1,1,0,0,2015,22753,-73.96699472,40.76090538,EAST 58 STREET,3 AVENUE
335,1,335,1,0,0,1,2015,19752,-73.95337001,40.69940454,LEE AVENUE,FLUSHING AVENUE
336,1,336,1,1,0,0,2015,30111,-73.89935504,40.71264701,METROPOLITAN AVENUE,62 STREET
337,1,337,1,1,0,0,2015,22914,-73.96106754,40.76085809,1 AVENUE,EAST 61 STREET
338,1,338,1,1,0,0,2015,30450,-73.87829205,40.7128314,METROPOLITAN AVENUE,74 STREET
339,1,339,1,1,0,0,2015,17066,-73.94990045,40.59700277,GRAVESEND NECK ROAD,EAST 21 STREET
340,1,340,1,0,0,1,2015,40507,-73.72586264,40.68324108,BROOKVILLE BOULEVARD,HOOK CREEK BOULEVARD
341,1,341,1,0,0,1,2015,24875,-73.93873776,40.58389904,EMMONS AVENUE,NOSTRAND AVENUE
342,1,342,1,1,0,0,2015,22798,-73.96432544,40.75638153,1 AVENUE,EAST 54 STREET
343,1,343,1,1,0,0,2015,52366,-73.8701153,40.82717042,WATSON AVENUE,CROES AVENUE
344,1,344,1,0,1,0,2015,42503,-73.93718012,40.807599,EAST 129 STREET,PARK AVENUE
345,1,345,1,1,0,0,2015,55504,-73.82828005,40.75539173,MAIN STREET,MAPLE AVENUE
346,1,346,1,1,0,0,2015,19053,-73.94489228,40.66417414,BALFOUR PLACE,EMPIRE BOULEVARD
347,1,347,1,1,0,0,2015,23927,-73.96292479,40.80425714,AMSTERDAM AVENUE,WEST 112 STREET
348,1,348,1,1,0,0,2015,17478,-73.96381145,40.6175894,CONEY ISLAND AVENUE,AVENUE M
349,1,349,1,1,0,0,2015,29632,-73.88085397,40.6627813,LINDEN BOULEVARD,ASHFORD STREET
350,1,350,1,0,0,1,2015,3416,-74.17337716,40.60354167,SIGNS ROAD,VICTORY BOULEVARD
351,1,351,1,1,0,0,2015,26226,-73.9297618,40.65539799,EAST 51 STREET,LENOX ROAD
352,1,352,1,1,0,0,2015,42277,-73.91796582,40.78125629,19 STREET,DITMARS BOULEVARD
353,1,353,1,1,0,0,2015,24835,-73.93979604,40.58956559,AVENUE Z,NOSTRAND AVENUE
354,1,354,1,1,0,0,2015,17492,-73.9641725,40.62487698,AVENUE J,EAST 12 STREET
355,1,355,1,1,0,0,2015,36515,-73.78424417,40.68635612,BEDELL STREET,BAISLEY PARK HOUSES PED PATH
356,1,356,1,1,0,0,2015,32492,-73.85216496,40.69366136,JAMAICA AVENUE,WOODHAVEN BOULEVARD
357,1,357,1,1,0,0,2015,50889,-73.8629707,40.75365676,105 STREET,37 AVENUE
358,1,358,1,1,0,0,2015,55426,-73.83395873,40.75718344,COLLEGE POINT BOULEVARD,40 ROAD
359,1,359,1,1,0,0,2015,19629,-73.95881154,40.71482445,METROPOLITAN AVENUE,DRIGGS AVENUE
360,1,360,1,1,0,0,2015,46606,-73.88886955,40.74339932,WOODSIDE AVENUE,76 STREET
361,1,361,1,1,0,0,2015,15975,-73.98332039,40.69364962,GOLD STREET,FLATBUSH AVENUE EXTENSION
362,1,362,1,1,0,0,2015,44625,-73.91706347,40.86369061,UNIVERSITY HEIGHTS BRIDGE APPR,9 AVENUE
363,1,363,3,3,0,0,2015,52712,-73.85789556,40.84736388,BOGART AVENUE,MORRIS PARK AVENUE
364,1,364,2,2,0,0,2015,44171,-73.91377105,40.83872165,EAST 170 STREET,GRAND CONCOURSE
365,1,365,1,1,0,0,2015,57583,-73.82097711,40.82559391,EAST TREMONT AVENUE,ROOSEVELT AVENUE
366,1,366,1,1,0,0,2015,40691,-73.93675828,40.73572384,STARR AVENUE,VAN DAM STREET
367,1,367,1,1,0,0,2015,12835,-73.99559321,40.60023222,BAY PARKWAY,BENSON AVENUE
368,1,368,1,1,0,0,2015,14181,-73.98907692,40.64139567,40 STREET,12 AVENUE
369,1,369,1,1,0,0,2015,55568,-73.8273751,40.7533095,MAIN STREET,BLOSSOM AVENUE
370,1,370,1,1,0,0,2015,36336,-73.78988967,40.67520169,125 AVENUE,SUTPHIN BOULEVARD
371,1,371,1,0,0,1,2015,10068,-74.06661384,40.59652552,CEDAR AVENUE,JACKSON AVENUE
372,1,372,1,1,0,0,2015,15623,-73.99436093,40.69023948,ATLANTIC AVENUE,CLINTON STREET
373,1,373,1,1,0,0,2015,27471,-73.93413397,40.69635843,BROADWAY,VERNON AVENUE
374,1,374,1,1,0,0,2015,22676,-73.96897804,40.75425054,2 AVENUE,EAST 49 STREET
375,1,375,1,1,0,0,2015,26754,-73.9393378,40.67019157,ALBANY AVENUE,LINCOLN PLACE
376,1,376,1,1,0,0,2015,10988,-74.06613391,40.61408888,BAY STREET,HYLAN BOULEVARD
377,1,377,1,1,0,0,2015,54580,-73.8404399,40.884734,CRAWFORD AVENUE,BAYCHESTER AVENUE
378,1,378,1,0,0,1,2014,12552,-73.99050367,40.57835765,WEST 23 STREET,NEPTUNE AVENUE
379,1,379,1,1,0,0,2014,15808,-73.98978971,40.71009304,SOUTH STREET,RUTGERS SLIP
380,1,380,1,1,0,0,2014,23257,-73.9774058,40.77153833,65 ST TRANSVERSE,WEST DRIVE
381,1,381,1,1,0,0,2014,23386,-73.96905083,40.77341701,TERRACE DRIVE,EAST DRIVE
382,1,382,1,1,0,0,2014,22180,-73.95192878,40.71596269,JACKSON STREET,UNION AVENUE
383,1,383,1,1,0,0,2014,25009,-73.93204245,40.58423396,EMMONS AVENUE,BRIGHAM STREET
384,1,384,1,1,0,0,2014,99555,-73.91205563,40.80456239,EAST 138 STREET,BRUCKNER EP EB EN MJR DEEGAN EP
385,1,385,4,0,0,4,2014,47026,-73.90087241,40.77928002,19 AVENUE,37 STREET
386,1,386,1,0,0,1,2014,48716,-73.90050104,40.88040122,BAILEY PLACE,BAILEY AVENUE
387,1,387,1,1,0,0,2014,45714,-73.8863841,40.73847381,QUEENS BOULEVARD,IRELAND STREET
388,1,388,1,0,0,1,2014,78955,-73.88001233,40.89544832,EAST 233 STREET,MAJOR DEEGAN EP NB EN E 233 ST
389,1,389,1,1,0,0,2014,49231,-73.87217855,40.85639053,BRONX RVR PY NB EN PELHAM PY WB,PELHAM PARKWAY
390,1,390,1,0,1,0,2014,71787,-73.84954093,40.75345726,CASEY STENGEL PLAZA,ROOSEVELT AVENUE
391,1,391,1,0,1,0,2014,50590,-73.83611381,40.72698338,69 ROAD,JEWEL AVENUE
392,1,392,1,0,0,1,2014,59062,-73.76896644,40.73749809,CLEARVIEW EXPRESSWAY ET 3 SB,73 AVENUE
393,1,393,2,0,0,2,2014,36896,-73.76375688,40.66709461,BELT PARKWAY SB ENTRANCE 181 ST,181 STREET
394,1,394,1,0,0,1,2014,22522,-73.97604542,40.75723206,EAST 49 STREET,MADISON AVENUE
395,1,395,1,1,0,0,2014,32181,-73.87016942,40.70922898,COOPER AVENUE,69 ROAD
396,1,396,1,0,0,1,2014,41161,-73.91132095,40.71962423,GRAND AVENUE,RUST STREET
397,1,397,1,1,0,0,2014,22094,-73.95577992,40.71570195,NORTH 6 STREET,ROEBLING STREET
398,1,398,1,0,0,1,2014,53815,-73.84739747,40.85868255,FISH AVENUE,PELHAM PARKWAY NORTH
399,1,399,1,1,0,0,2014,55526,-73.82814744,40.76394106,NORTHERN BOULEVARD,UNION STREET
400,1,400,1,1,0,0,2014,16918,-73.95473515,40.59502856,GRAVESEND NECK ROAD,EAST 16 STREET
401,1,401,1,1,0,0,2014,13183,-74.01171202,40.61273503,14 AVENUE,86 STREET
402,1,402,1,0,0,1,2014,11435,-74.03957464,40.61850096,SHORE ROAD,93 STREET
403,1,403,1,1,0,0,2014,29601,-73.88528578,40.67777876,ATLANTIC AVENUE,CLEVELAND STREET
404,1,404,1,1,0,0,2014,23577,-73.95633492,40.77560078,EAST 81 STREET,3 AVENUE
405,1,405,1,0,1,0,2014,27156,-73.91604599,40.68607207,WEIRFIELD STREET,BROADWAY
406,1,406,1,0,1,0,2014,39021,-73.75073017,40.6664019,143 AVENUE,NORTH CONDUIT AVENUE
407,1,407,1,1,0,0,2014,31618,-73.85653056,40.68596319,ATLANTIC AVENUE,85 STREET
408,1,408,1,0,0,1,2014,29630,-73.88220333,40.68536029,HIGHLAND PARK GREENWAY,FORCE TUBE AVENUE
409,1,409,1,1,0,0,2014,18930,-73.95439297,40.68577972,BEDFORD AVENUE,GATES AVENUE
410,1,410,1,1,0,0,2014,17402,-73.96816304,40.61195184,OCEAN PARKWAY,AVENUE O
411,1,411,1,1,0,0,2014,16395,-73.97463377,40.57997435,WEST 6 STREET,NEPTUNE AVENUE
412,1,412,1,1,0,0,2014,23293,-73.97598914,40.79143813,WEST 90 STREET,WEST END AVENUE
413,1,413,1,1,0,0,2014,14917,-73.99001384,40.67266882,7 STREET,3 AVENUE
414,1,414,1,0,0,1,2014,48030,-73.89412362,40.83491759,WILKINS AVENUE,BOSTON ROAD
415,1,415,1,1,0,0,2014,55161,-73.80809856,40.71680214,82 DRIVE,PARSONS BOULEVARD
416,1,416,1,0,0,1,2014,57408,-73.82835573,40.83328397,EAST TREMONT AVENUE,BRUCKNER BOULEVARD
417,1,417,1,0,1,0,2014,19615,-73.95994275,40.71078707,SOUTH 4 STREET,ROEBLING STREET
418,1,418,1,1,0,0,2014,42547,-73.93451106,40.80569482,3 AVE-E 128 STREET PED OVPS,3 AVENUE BRIDGE APPROACH
419,1,419,1,0,0,1,2014,16311,-73.95099502,40.57708829,BEAUMONT STREET,ORIENTAL BOULEVARD
420,1,420,1,0,0,1,2014,36094,-73.76735274,40.65616013,150 ROAD,GUY R BREWER BOULEVARD
421,1,421,1,1,0,0,2014,21337,-73.99200553,40.74910144,7 AVENUE,WEST 31 STREET
422,1,422,1,1,0,0,2014,51955,-73.86780295,40.82298892,STORY AVENUE,SOUNDVIEW AVENUE
423,1,423,1,1,0,0,2014,50385,-73.84397816,40.72145464,71 AVENUE,QUEENS BOULEVARD
424,1,424,1,1,0,0,2014,18956,-73.9532702,40.67000721,ROGERS AVENUE,EASTERN PARKWAY
425,1,425,1,1,0,0,2014,30151,-73.89484995,40.69858962,60 LANE,75 AVENUE
426,1,426,1,0,1,0,2014,31766,-73.8492162,40.68184421,102 ROAD,ROCKAWAY BOULEVARD
427,1,427,1,1,0,0,2014,26700,-73.94244427,40.6667275,CARROLL STREET,KINGSTON AVENUE
428,1,428,1,0,0,1,2014,17399,-73.96768636,40.60941779,OCEAN PARKWAY,AVENUE P
429,1,429,1,0,1,0,2014,36311,-73.79129822,40.66697079,148 STREET,NORTH CONDUIT AVENUE
430,1,430,1,1,0,0,2014,27326,-73.94193079,40.70072523,BROADWAY,FLUSHING AVENUE
431,1,431,1,0,0,1,2014,48888,-73.89111943,40.85865896,EAST 188 STREET,3 AVENUE
432,1,432,1,1,0,0,2014,28830,-73.89616287,40.64657125,FLATLANDS AVENUE,EAST 103 STREET
433,1,433,1,1,0,0,2014,46660,-73.88903996,40.76532104,ASTORIA BOULEVARD,ASTORIA BOULEVARD RAMP
434,1,434,1,0,0,1,2014,42436,-73.94064573,40.80573669,MADISON AVENUE,EAST 125 STREET
435,1,435,1,1,0,0,2014,55464,-73.83192449,40.76775445,LINDEN PLACE,32 AVENUE
436,1,436,1,1,0,0,2014,13784,-74.01475423,40.63396165,65 STREET,7 AVENUE
437,1,437,1,0,0,1,2014,36968,-73.76594786,40.68702242,178 PLACE,119 ROAD
438,1,438,1,1,0,0,2014,27962,-73.91103489,40.69953211,PALMETTO STREET,WYCKOFF AVENUE
439,1,439,1,1,0,0,2014,23668,-73.95321006,40.78853293,EAST 98 STREET,MADISON AVENUE
440,1,440,1,1,0,0,2014,10213,-74.06180819,40.59631445,LILY POND AVENUE,FR CAPODANNO BOULEVARD
441,1,441,1,1,0,0,2014,42997,-73.91874261,40.81476716,WILLIS AVENUE,EAST 147 STREET
442,1,442,1,1,0,0,2014,783,-74.20278591,40.51662343,BAYVIEW AVENUE,HYLAN BOULEVARD
443,1,443,1,1,0,0,2014,18474,-73.94537272,40.63878695,NEW YORK AVENUE,FOSTER AVENUE
444,1,444,1,0,0,1,2014,36365,-73.78962631,40.68793906,LINDEN BOULEVARD,158 STREET
445,1,445,1,1,0,0,2014,20472,-74.00201938,40.74044409,8 AVENUE,WEST 15 STREET
446,1,446,1,1,0,0,2014,17959,-73.97350397,40.64759568,CATON AVENUE,EAST 7 STREET
447,1,447,1,1,0,0,2014,48533,-73.87120606,40.83967462,EAST TREMONT AVENUE,VAN NEST AVENUE
448,1,448,1,0,0,1,2014,41947,-73.90910899,40.7692487,ASTORIA BOULEVARD NORTH,41 STREET
449,1,449,1,0,0,1,2014,22142,-73.95484267,40.73374026,MANHATTAN AVENUE,GREEN STREET
450,1,450,1,1,0,0,2014,50035,-73.85799294,40.73433366,99 STREET,62 ROAD
451,1,451,1,1,0,0,2014,32713,-73.83870712,40.69103343,ATLANTIC AVENUE,107 STREET
452,1,452,1,0,1,0,2014,40215,-73.73570652,40.6880918,228 STREET,120 AVENUE
453,1,453,1,1,0,0,2014,58923,-73.77620792,40.72053745,WICKLOW PLACE,188 STREET
454,1,454,1,1,0,0,2014,29233,-73.90347422,40.67550668,EAST NEW YORK AVENUE,VAN SINDEREN AVENUE
455,1,455,1,1,0,0,2014,18466,-73.94512335,40.63644828,FARRAGUT ROAD,NEW YORK AVENUE
456,1,456,1,1,0,0,2014,41420,-73.93779579,40.76461643,11 STREET,34 AVENUE
457,1,457,1,1,0,0,2014,18574,-73.97745722,40.68405229,FLATBUSH AVENUE,ATLANTIC AVENUE
458,1,458,1,0,0,1,2014,52379,-73.86907936,40.83108593,WESTCHESTER AVENUE,ROSEDALE AVENUE
459,1,459,1,0,1,0,2014,23151,-73.94713946,40.76475844,MAIN STREET,RIVER ROAD
460,1,460,1,1,0,0,2014,41530,-73.93015432,40.75201212,NORTHERN BOULEVARD,34 STREET
461,1,461,1,1,0,0,2014,20582,-73.99496926,40.72062712,ELIZABETH STREET,KENMARE STREET
462,1,462,1,1,0,0,2014,41460,-73.93474259,40.75097904,NORTHERN BOULEVARD,40 ROAD
463,1,463,1,1,0,0,2014,27334,-73.94249449,40.7030529,GRAHAM AVENUE,VARET STREET
464,1,464,1,1,0,0,2014,20725,-73.9907253,40.72987869,EAST 8 STREET,COOPER SQUARE
465,1,465,1,1,0,0,2014,20566,-73.99698375,40.71654054,ELIZABETH STREET,CANAL STREET
466,1,466,1,1,0,0,2014,20762,-73.98672138,40.71595225,GRAND STREET,CLINTON STREET
467,1,467,1,0,1,0,2014,48490,-73.87222792,40.83216275,FTELEY AVENUE,EAST 172 STREET
468,1,468,1,1,0,0,2014,52565,-73.86067324,40.82841899,WHITE PLAINS ROAD,WATSON AVENUE
469,1,469,1,1,0,0,2014,42071,-73.93777473,40.79700275,2 AVENUE,EAST 116 STREET
470,1,470,1,1,0,0,2014,23377,-73.97271644,40.79592879,WEST END AVENUE,WEST 97 STREET
471,1,471,1,1,0,0,2014,30037,-73.9014428,40.71564552,60 DRIVE,FRESH POND ROAD
472,1,472,1,1,0,0,2014,44902,-73.91160042,40.88379054,NETHERLAND AVENUE,WEST 232 STREET
473,1,473,1,1,0,0,2014,8526,-74.1232197,40.62924859,DELAFIELD AVENUE,CLOVE ROAD
474,1,474,1,1,0,0,2014,20927,-73.98636142,40.7401848,EAST 23 STREET,PARK AVENUE SOUTH
475,1,475,1,1,0,0,2014,25619,-73.93039315,40.62444136,FLATLANDS AVENUE,SCHENECTADY AVENUE
476,1,476,1,1,0,0,2014,49020,-73.8816676,40.8533482,EAST 187 STREET,SOUTHERN BOULEVARD
477,1,477,1,0,0,1,2014,8666,-74.1132625,40.62305442,BROADWAY,TYLER AVENUE
478,1,478,1,0,0,1,2014,26382,-73.91885165,40.63448272,GLENWOOD ROAD,RALPH AVENUE
479,1,479,1,0,0,1,2014,9514,-74.09514545,40.64203165,CASSIDY PLACE,LAFAYETTE AVENUE
480,1,480,1,0,0,1,2014,38265,-73.7547098,40.60638084,BEACH CHANNEL DRIVE,DIX AVENUE
481,1,481,1,1,0,0,2014,12980,-73.98822327,40.59577554,BENSON AVENUE,BAY 40 STREET
482,1,482,1,0,0,1,2014,19297,-73.96873949,40.69775985,WAVERLY AVENUE,FLUSHING AVENUE
483,1,483,1,1,0,0,2014,23704,-73.94762344,40.77524625,YORK AVENUE,EAST 85 STREET
484,1,484,1,1,0,0,2014,14404,-74.00600547,40.674146,LORRAINE STREET,HICKS STREET
485,1,485,1,1,0,0,2014,55587,-73.82654102,40.76046407,UNION STREET,ROOSEVELT AVENUE
486,1,486,1,1,0,0,2014,13633,-73.98725675,40.62202192,60 STREET,18 AVENUE
487,1,487,1,1,0,0,2014,23928,-73.96247494,40.80488538,AMSTERDAM AVENUE,WEST 113 STREET
488,1,488,1,0,0,1,2014,27980,-73.91343495,40.70766,ONDERDONK AVENUE,STANHOPE STREET
489,1,489,1,1,0,0,2014,35296,-73.8010532,40.69841908,LIBERTY AVENUE,TUCKERTON STREET
490,1,490,1,1,0,0,2014,21206,-73.99914292,40.75458493,10 AVENUE,WEST 34 STREET
491,1,491,1,1,0,0,2014,10183,-74.0650771,40.60120439,NARROWS ROAD SOUTH,LILY POND AVENUE
492,1,492,1,1,0,0,2014,20714,-73.99077983,40.72834617,COOPER SQUARE,EAST 6 STREET
493,1,493,1,0,0,1,2014,38089,-73.74709993,40.59556277,SEAGIRT BOULEVARD,BEACH 13 STREET
494,1,494,1,0,0,1,2014,27578,-73.93129143,40.70157319,GEORGE STREET,CENTRAL AVENUE
495,1,495,1,0,1,0,2014,23748,-73.94694777,40.79423413,EAST 108 STREET,PARK AVENUE
496,1,496,1,0,0,1,2014,29669,-73.88111893,40.6753922,GLENMORE AVENUE,SHEPHERD AVENUE
497,1,497,1,0,0,1,2014,26635,-73.90763661,40.64172964,GLENWOOD ROAD,REMSEN AVENUE
498,1,498,1,1,0,0,2014,13177,-74.01522379,40.60935638,14 AVENUE,BATH AVENUE
499,1,499,1,1,0,0,2014,13571,-73.99018174,40.61913136,65 STREET,18 AVENUE
500,1,500,1,0,0,1,2014,53873,-73.84365176,40.8546782,EASTCHESTER ROAD,SEMINOLE STREET
501,1,501,1,0,0,1,2014,23829,-73.9451683,40.79089401,EAST 105 STREET,3 AVENUE
502,1,502,1,1,0,0,2014,25268,-73.92440414,40.59218425,FLORENCE AVENUE,GERRITSEN AVENUE
