FID,Join_Count,TARGET_FID,Fatalities,PedFatalit,BikeFatali,MVOFatalit,YR,NODEID,Lon,Lat,STREET1,STREET2
759,1,759,1,1,0,0,2013,44084,-73.91477301,40.8375141,GRAND CONCOURSE,MARCY PLACE
760,1,760,1,1,0,0,2013,55558,-73.82608101,40.74604353,MAIN STREET,57 ROAD
761,1,761,1,0,0,1,2013,26327,-73.92493115,40.64471359,CLARENDON ROAD,KINGS HIGHWAY
762,1,762,1,1,0,0,2013,11738,-74.02835032,40.62279863,86 STREET,4 AVENUE
763,1,763,1,1,0,0,2013,29802,-73.87130258,40.67285839,EUCLID AVENUE,SUTTER AVENUE
764,1,764,1,1,0,0,2013,52076,-73.85776797,40.81987858,SEWARD AVENUE,WHITE PLAINS ROAD
765,1,765,1,1,0,0,2013,46931,-73.87365722,40.75680349,NORTHERN BOULEVARD,JUNCTION BOULEVARD
766,1,766,1,1,0,0,2013,14096,-73.99652061,40.63768582,11 AVENUE,49 STREET
767,1,767,1,1,0,0,2013,52002,-73.86171625,40.81717547,SOUNDVIEW AVENUE,RANDALL AVENUE
768,1,768,1,0,0,1,2013,26394,-73.91946141,40.64023929,RALPH AVENUE,FOSTER AVENUE
769,1,769,1,1,0,0,2013,48841,-73.8943813,40.86606885,GRAND CONCOURSE,EAST KINGSBRIDGE ROAD
770,1,770,1,0,0,1,2013,26722,-73.94137664,40.67800823,ATLANTIC AVENUE,KINGSTON AVENUE
771,1,771,1,0,0,1,2013,26057,-73.94240148,40.65588481,EAST 38 STREET,CLARKSON AVENUE
772,1,772,1,1,0,0,2013,40305,-73.7306645,40.69194958,LINDEN BOULEVARD,231 STREET
773,1,773,1,1,0,0,2013,36403,-73.78465158,40.67156706,132 AVENUE,ROCKAWAY BOULEVARD
774,1,774,1,1,0,0,2013,46924,-73.873879,40.75490395,94 STREET,34 AVENUE
775,1,775,1,1,0,0,2013,49787,-73.87036853,40.73349743,QUEENS BOULEVARD,WOODHAVEN BOULEVARD
776,1,776,1,0,0,1,2013,12658,-74.00919222,40.60571451,BAY 14 STREET,BATH AVENUE
777,1,777,1,1,0,0,2013,22810,-73.96341112,40.75763731,1 AVENUE,EAST 56 STREET
778,1,778,1,1,0,0,2013,14637,-74.00007605,40.67368667,HAMILTON AVENUE,COURT STREET
779,1,779,1,1,0,0,2013,55286,-73.80497888,40.73309684,164 STREET,69 AVENUE
780,1,780,1,1,0,0,2013,23735,-73.94976572,40.7903713,EAST 102 STREET,PARK AVENUE
781,1,781,1,1,0,0,2013,62895,-73.72604228,40.74345607,76 AVENUE,COMMONWEALTH BOULEVARD
782,1,782,1,1,0,0,2013,17403,-73.96678233,40.61210946,AVENUE O,EAST 7 STREET
783,1,783,1,0,0,1,2013,53347,-73.86761378,40.85662052,WHITE PLAINS ROAD,PELHAM PARKWAY SOUTH
784,1,784,1,1,0,0,2013,17834,-73.94333198,40.62873081,FLATBUSH AVENUE,EAST 34 STREET
785,1,785,1,1,0,0,2013,26588,-73.91232824,40.65413478,LINDEN BOULEVARD,ROCKAWAY PARKWAY
786,1,786,1,0,1,0,2013,41235,-73.90740997,40.72720874,MAURICE AVENUE,BORDEN AVENUE
787,1,787,1,0,1,0,2013,12795,-73.99856385,40.60202843,BAY 26 STREET,BENSON AVENUE
788,1,788,1,0,0,1,2013,15968,-73.98452996,40.69603534,FLATBUSH AVENUE EXTENSION,TILLARY STREET
789,1,789,1,1,0,0,2013,22528,-73.97813932,40.76302401,WEST 55 STREET,AVENUE OF THE AMERICAS
790,1,790,1,0,0,1,2013,40231,-73.7366517,40.69794981,115 ROAD,222 STREET
791,1,791,1,1,0,0,2013,45459,-73.89564524,40.72969877,69 STREET,53 DRIVE
792,1,792,1,1,0,0,2013,22798,-73.96432544,40.75638153,1 AVENUE,EAST 54 STREET
793,1,793,1,1,0,0,2013,21442,-73.98549602,40.74715233,5 AVENUE,WEST 32 STREET
794,1,794,1,1,0,0,2013,46295,-73.90121348,40.75390221,NORTHERN BOULEVARD,61 STREET
795,1,795,1,1,0,0,2013,8237,-74.09586193,40.59595089,NEWBERRY AVENUE,RICHMOND ROAD
796,1,796,1,1,0,0,2013,49826,-73.8675573,40.7416777,50 AVENUE,JUNCTION BOULEVARD
797,1,797,1,0,0,1,2013,16595,-73.96597498,40.58743214,OCEAN PARKWAY,BRIGHTON COURT
798,1,798,1,1,0,0,2013,48219,-73.88792005,40.8438298,EAST TREMONT AVENUE,MAPES AVENUE
799,1,799,1,1,0,0,2013,21010,-73.98131181,40.74135092,EAST 27 STREET,3 AVENUE
800,1,800,1,1,0,0,2013,26515,-73.91530758,40.65422218,EAST 95 STREET,LINDEN BOULEVARD
801,1,801,1,1,0,0,2013,29360,-73.89618968,40.6731482,GLENMORE AVENUE,PENNSYLVANIA AVENUE
802,1,802,1,1,0,0,2013,36072,-73.77382965,40.65965116,NASSAU EXPRESSWAY,FARMERS BOULEVARD
803,1,803,1,1,0,0,2013,20786,-73.98942914,40.72618746,2 AVENUE,EAST 4 STREET
804,1,804,2,1,0,1,2013,41266,-73.9075057,40.74186225,58 STREET,QUEENS BOULEVARD
805,1,805,1,1,0,0,2013,22755,-73.96612747,40.7621793,EAST 60 STREET,3 AVENUE
806,1,806,1,1,0,0,2013,22614,-73.97236139,40.76228838,MADISON AVENUE,EAST 57 STREET
807,1,807,3,0,0,3,2013,16622,-73.96684927,40.59768286,EAST 5 STREET,AVENUE U
808,1,808,1,0,0,1,2013,22149,-73.95507401,40.73515974,EAGLE STREET,MANHATTAN AVENUE
809,1,809,1,1,0,0,2013,44397,-73.93000284,40.86210273,BROADWAY,SHERMAN AVENUE
810,1,810,2,2,0,0,2013,32492,-73.85216496,40.69366136,JAMAICA AVENUE,WOODHAVEN BOULEVARD
811,1,811,1,0,0,1,2013,39433,-73.73277192,40.67362891,241 STREET,MERRICK BOULEVARD
812,1,812,1,1,0,0,2013,29066,-73.87751948,40.64404297,PENNSYLVANIA AVENUE,SEAVIEW AVENUE
813,1,813,1,1,0,0,2013,18838,-73.95797317,40.67065727,FRANKLIN AVENUE,EASTERN PARKWAY
814,1,814,1,1,0,0,2013,32251,-73.86244348,40.6921038,JAMAICA AVENUE,80 STREET
815,1,815,1,1,0,0,2013,47627,-73.87983394,40.82323287,EVERGREEN AVENUE,BRUCKNER BOULEVARD
816,1,816,1,0,0,1,2013,59251,-73.79361279,40.76722336,33 AVENUE,172 STREET
817,1,817,1,1,0,0,2013,42120,-73.93491257,40.79668065,1 AVENUE,EAST 117 STREET
818,1,818,1,1,0,0,2013,51251,-73.84513404,40.75906847,126 STREET,35 AVENUE
819,1,819,1,1,0,0,2013,22323,-73.94817195,40.72463677,NASSAU AVENUE,MC GUINNESS BOULEVARD
820,1,820,1,1,0,0,2013,26395,-73.9189301,40.64058502,EAST 80 STREET,FOSTER AVENUE
821,1,821,1,1,0,0,2013,27564,-73.93108351,40.69665918,SUYDAM STREET,BUSHWICK AVENUE
822,1,822,1,0,0,1,2013,19697,-73.95554166,40.70759345,KEAP STREET,BROADWAY
823,1,823,1,0,0,1,2013,19897,-73.94636619,40.69570398,TOMPKINS AVENUE,MYRTLE AVENUE
824,1,824,1,0,0,1,2013,31352,-73.86630264,40.68318669,ATLANTIC AVENUE,ELDERT LANE
825,1,825,1,0,0,1,2013,26043,-73.94076397,40.64945368,EAST 39 STREET,SNYDER AVENUE
826,1,826,1,1,0,0,2013,14914,-73.98871323,40.67035691,9 STREET,4 AVENUE
827,1,827,1,1,0,0,2013,18595,-73.97382529,40.66822309,3 STREET,PROSPECT PARK WEST
828,1,828,1,1,0,0,2013,26907,-73.92592201,40.66571503,EAST NEW YORK AVENUE,BUFFALO AVENUE
829,1,829,1,1,0,0,2013,55647,-73.82348245,40.76465179,NORTHERN BOULEVARD,PARSONS BOULEVARD
830,1,830,1,1,0,0,2013,10988,-74.06613391,40.61408888,BAY STREET,HYLAN BOULEVARD
831,1,831,1,1,0,0,2012,5911,-74.15308051,40.60891399,CANTERBURY AVENUE,VICTORY BOULEVARD
832,1,832,1,1,0,0,2012,20742,-73.99075397,40.73483915,BROADWAY,UNION SQUARE SOUTH
833,1,833,1,0,1,0,2012,21850,-73.97476299,40.72159566,F D R DRIVE,EAST 6 STREET
834,1,834,1,1,0,0,2012,26814,-73.93559886,40.67887792,TROY AVENUE,HERKIMER STREET
835,1,835,2,0,0,2,2012,63965,-73.92359044,40.65183292,EAST 57 STREET,KINGS HIGHWAY
836,1,836,1,1,0,0,2012,29630,-73.88220333,40.68536029,HIGHLAND PARK GREENWAY,FORCE TUBE AVENUE
837,1,837,1,1,0,0,2012,46817,-73.87468509,40.74334933,HAMPTON STREET,LAMONT AVENUE
838,1,838,1,0,0,1,2012,31651,-73.85289874,40.6716298,LINDEN BOULEVARD,SOUTH CONDUIT AVENUE
839,1,839,1,1,0,0,2012,50269,-73.84589461,40.72056709,AUSTIN STREET,70 ROAD
840,1,840,1,0,1,0,2012,51248,-73.84324381,40.7553368,126 STREET,ROOSEVELT AVENUE
841,1,841,1,1,0,0,2012,67037,-73.83008223,40.71391391,QUEENS BOULEVARD,80 ROAD
842,1,842,1,0,1,0,2012,67686,-73.82488868,40.7117701,VAN WYCK EXPRESSWAY EXIT 9 NB,QUEENS BOULEVARD
843,1,843,1,0,0,1,2012,10536,-74.08048023,40.61729544,PARK HILL AVENUE,OSGOOD AVENUE
844,1,844,1,0,0,1,2012,46790,-73.88121598,40.76401296,ASTORIA BOULEVARD,88 STREET
845,1,845,1,1,0,0,2012,17491,-73.96471983,40.62237296,AVENUE K,CONEY ISLAND AVENUE
846,1,846,1,1,0,0,2012,21526,-73.98179404,40.7580213,WEST 47 STREET,AVENUE OF THE AMERICAS
847,1,847,1,1,0,0,2012,15514,-73.99841229,40.68985609,HICKS STREET,AMITY STREET
848,1,848,1,1,0,0,2012,55526,-73.82814744,40.76394106,NORTHERN BOULEVARD,UNION STREET
849,1,849,1,1,0,0,2012,28762,-73.89882816,40.64200524,AVENUE J,ROCKAWAY PARKWAY
850,1,850,1,1,0,0,2012,24917,-73.93771134,40.59871129,FORD STREET,AVENUE V
851,1,851,1,0,0,1,2012,58540,-73.7938514,40.71835156,GRAND CENTRAL PARKWAY SR SOUTH,172 STREET
852,1,852,1,0,1,0,2012,23494,-73.96230362,40.77894704,EAST 82 STREET,5 AVENUE
853,1,853,1,1,0,0,2012,52651,-73.85970333,40.82627735,WHITE PLAINS ROAD,BRUCKNER BOULEVARD
854,1,854,1,1,0,0,2012,22532,-73.97907659,40.76687609,7 AVENUE,CENTRAL PARK SOUTH
855,1,855,1,1,0,0,2012,29256,-73.90262262,40.6806645,CONWAY STREET,BUSHWICK AVENUE
856,1,856,1,0,1,0,2012,49284,-73.87178756,40.87784504,PARKSIDE PLACE,WEBSTER AVENUE
857,1,857,1,1,0,0,2012,54324,-73.85449169,40.89247852,EAST 233 STREET,BARNES AVENUE
858,1,858,1,0,0,1,2012,33804,-73.82578141,40.67720704,LINDEN BOULEVARD,ROCKAWAY BOULEVARD
859,1,859,1,0,0,1,2012,34975,-73.8117699,40.6939939,VAN WYCK EXPWY NB EN LIBERTY AVE,VAN WYCK EXPRESSWAY EXIT 4 SB
860,1,860,1,1,0,0,2012,46980,-73.90667747,40.77669644,21 AVENUE,35 STREET
861,1,861,1,0,1,0,2012,18877,-73.95720935,40.6635174,BEDFORD AVENUE,EMPIRE BOULEVARD
862,1,862,1,1,0,0,2012,18875,-73.95712114,40.66273747,BEDFORD AVENUE,STERLING STREET
863,1,863,1,0,0,1,2012,31169,-73.83780389,40.65081567,CROSS BAY BOULEVARD,164 AVENUE
864,1,864,1,1,0,0,2012,20846,-73.98957566,40.74154808,EAST 23 STREET,5 AVENUE
865,1,865,1,1,0,0,2012,33728,-73.83378995,40.68369322,LIBERTY AVENUE,108 STREET
866,1,866,1,0,0,1,2012,13379,-74.00152129,40.62598334,65 STREET,13 AVENUE
867,1,867,1,0,0,1,2012,36691,-73.77447879,40.68673246,118 AVENUE,MERRICK BOULEVARD
868,1,868,1,1,0,0,2012,41095,-73.91889776,40.74218655,46 STREET,GREENPOINT AVENUE
869,1,869,1,0,0,1,2012,33185,-73.81092998,40.58929706,BEACH 85 STREET,ROCKAWAY FREEWAY
870,1,870,1,0,0,1,2012,24992,-73.93322185,40.60010737,GERRITSEN AVENUE,AVENUE V
871,1,871,1,0,0,1,2012,17425,-73.96847714,40.62684099,EAST 8 STREET,AVENUE I
872,1,872,1,1,0,0,2012,12946,-73.98848373,40.58659409,CROPSEY AVENUE,BAY 48 STREET
873,1,873,2,1,0,1,2012,33935,-73.81922459,40.67613341,LEFFERTS BOULEVARD,ROCKAWAY BOULEVARD
874,1,874,1,1,0,0,2012,23517,-73.96189985,40.79547927,WEST 102 STREET,CENTRAL PARK WEST
875,1,875,1,1,0,0,2012,50810,-73.86656997,40.75753552,NORTHERN BOULEVARD,102 STREET
876,1,876,1,1,0,0,2012,24163,-73.95259126,40.81076533,WEST 125 STREET,ST NICHOLAS AVENUE
877,1,877,1,1,0,0,2012,36094,-73.76735274,40.65616013,150 ROAD,GUY R BREWER BOULEVARD
878,1,878,1,1,0,0,2012,14092,-73.99483415,40.63584881,12 AVENUE,NEW UTRECHT AVENUE
879,1,879,1,1,0,0,2012,21546,-73.98171762,40.76710877,BROADWAY,WEST 58 STREET
880,1,880,1,1,0,0,2012,62767,-73.71370156,40.73616012,LITTLE NECK PARKWAY,HILLSIDE AVENUE
881,1,881,1,1,0,0,2012,46461,-73.89379709,40.7476915,72 STREET,BROADWAY
882,1,882,1,1,0,0,2012,20248,-74.00478575,40.72362484,WATTS STREET,SULLIVAN STREET
883,1,883,2,2,0,0,2012,42527,-73.93907683,40.82163739,ADAM C POWELL BOULEVARD,WEST 145 STREET
884,1,884,1,1,0,0,2012,25800,-73.92038945,40.62177696,EAST 57 STREET,AVENUE M
885,1,885,1,1,0,0,2012,49508,-73.89641133,40.90450452,BROADWAY,MOSHOLU AVENUE
886,1,886,1,1,0,0,2012,37051,-73.79639418,40.70953158,HILLSIDE AVENUE,166 STREET
887,1,887,1,1,0,0,2012,19917,-73.94322686,40.70152071,BROADWAY,DEBEVOISE STREET
888,1,888,1,1,0,0,2012,21138,-74.00278527,40.74959232,WEST 26 STREET,10 AVENUE
889,1,889,1,0,0,1,2012,28897,-73.89000589,40.6511487,FLATLANDS AVENUE,LOUISIANA AVENUE
890,1,890,1,1,0,0,2012,39331,-73.73452778,40.66435536,246 STREET,FRANCIS LEWIS BOULEVARD
891,1,891,1,0,0,1,2012,16835,-73.95820978,40.60337364,AVENUE S,EAST 14 STREET
892,1,892,1,1,0,0,2012,17674,-73.95169115,40.60646246,AVENUE R,EAST 21 STREET
893,1,893,1,0,0,1,2012,53943,-73.84479449,40.87788207,BOSTON ROAD,KINGSLAND AVENUE
894,1,894,1,0,0,1,2012,31034,-73.85576818,40.66037183,77 STREET,157 AVENUE
895,1,895,1,1,0,0,2012,13004,-73.98308617,40.57916176,WEST 15 STREET,NEPTUNE AVENUE
896,1,896,1,1,0,0,2012,53608,-73.85954603,40.86774257,ARNOW AVENUE,BOSTON ROAD
897,1,897,1,0,1,0,2012,13484,-73.99479741,40.61456228,18 AVENUE,73 STREET
898,1,898,1,1,0,0,2012,45450,-73.89549904,40.7277885,69 STREET,HULL AVENUE
899,1,899,1,1,0,0,2012,36984,-73.79662933,40.68822145,148 STREET,111 AVENUE
900,1,900,1,1,0,0,2012,29244,-73.90004626,40.67689309,EAST NEW YORK AVENUE,BROADWAY
901,1,901,1,1,0,0,2012,21709,-73.98219354,40.77279665,COLUMBUS AVENUE,BROADWAY
902,1,902,1,1,0,0,2012,46636,-73.88722784,40.75536331,NORTHERN BOULEVARD,80 STREET
903,1,903,1,0,0,1,2012,46355,-73.89982595,40.74644907,64 STREET,39 AVENUE
904,1,904,1,1,0,0,2012,55307,-73.80443317,40.74216332,BOOTH MEMORIAL AVENUE,164 STREET
905,1,905,1,1,0,0,2012,18339,-73.95278925,40.63764992,FLATBUSH AVENUE,EAST 26 STREET
906,1,906,1,1,0,0,2012,21193,-73.99800822,40.7459513,8 AVENUE,WEST 24 STREET
907,1,907,1,1,0,0,2012,22997,-73.95741203,40.76586875,1 AVENUE,EAST 69 STREET
908,1,908,1,1,0,0,2012,17740,-73.9491197,40.61305322,BEDFORD AVENUE,KINGS HIGHWAY
909,1,909,1,1,0,0,2012,52491,-73.866385,40.83758666,ARCHER STREET,TAYLOR AVENUE
910,1,910,1,1,0,0,2012,20776,-73.98923007,40.72167709,ALLEN STREET,STANTON STREET
911,1,911,2,0,0,2,2012,46493,-73.89440193,40.75835283,73 STREET,31 AVENUE
912,1,912,1,1,0,0,2012,13470,-73.99471922,40.60800469,20 AVENUE,80 STREET
913,1,913,1,1,0,0,2012,32432,-73.85529276,40.7025955,WOODHAVEN BOULEVARD,MYRTLE AVENUE
914,1,914,1,1,0,0,2012,43048,-73.9174799,40.8068221,EAST 138 STREET,ST ANNS AVENUE
915,1,915,1,1,0,0,2012,18434,-73.9474668,40.64903958,SNYDER AVENUE,EAST 32 STREET
916,1,916,1,1,0,0,2012,35113,-73.80792715,40.70176553,JAMAICA AVENUE,SUTPHIN BOULEVARD
917,1,917,1,1,0,0,2012,6487,-74.13723037,40.6242716,FOREST AVENUE,LIVERMORE AVENUE
918,1,918,1,0,0,1,2012,54994,-73.81749191,40.72787929,72 AVENUE,150 STREET
919,1,919,2,0,0,2,2012,4234,-74.15314907,40.53499702,SEACREST AVENUE,HYLAN BOULEVARD
920,1,920,1,1,0,0,2012,12206,-74.01549143,40.64367046,55 STREET,4 AVENUE
921,1,921,1,1,0,0,2012,31313,-73.86725718,40.67611268,PITKIN AVENUE,LINCOLN AVENUE
922,1,922,1,1,0,0,2012,42121,-73.93445599,40.79730989,1 AVENUE,EAST 118 STREET
923,1,923,1,1,0,0,2012,18574,-73.97745722,40.68405229,FLATBUSH AVENUE,ATLANTIC AVENUE
924,1,924,1,1,0,0,2012,30099,-73.89693956,40.70649918,PUTNAM AVENUE,FRESH POND ROAD
925,1,925,1,1,0,0,2012,23424,-73.97036816,40.79659683,BROADWAY,WEST 99 STREET
926,1,926,1,0,0,1,2012,16608,-73.96495692,40.59186192,OCEAN PARKWAY,CRAWFORD AVENUE
927,1,927,1,1,0,0,2012,31820,-73.84279053,40.67061513,ALBERT ROAD,CROSS BAY BOULEVARD
928,1,928,1,0,1,0,2012,19558,-73.95885875,40.69867733,FLUSHING AVENUE,FRANKLIN AVENUE
929,1,929,1,1,0,0,2012,42528,-73.93858547,40.82230984,ADAM C POWELL BOULEVARD,WEST 146 STREET
930,1,930,1,0,0,1,2012,41406,-73.93908325,40.75748609,21 STREET,38 AVENUE
931,1,931,1,1,0,0,2012,23264,-73.97829244,40.77809552,COLUMBUS AVENUE,WEST 73 STREET
932,1,932,1,1,0,0,2012,48596,-73.90332219,40.86531154,WEST 190 STREET,UNIVERSITY AVENUE
933,1,933,1,0,0,1,2012,18959,-73.95050046,40.66986833,NOSTRAND AVENUE,EASTERN PARKWAY
934,1,934,1,0,0,1,2012,6775,-74.12642512,40.62142971,CAROLINA PLACE,COLLEGE AVENUE
935,1,935,1,0,0,1,2012,41081,-73.91840049,40.73516117,LAUREL HILL BOULEVARD,48 STREET
936,1,936,1,0,0,1,2012,36089,-73.76807005,40.65655533,RAMP,ROCKAWAY BOULEVARD
937,1,937,1,1,0,0,2012,25604,-73.92946095,40.61589682,FLATBUSH AVENUE,SCHENECTADY AVENUE
938,1,938,1,1,0,0,2012,24187,-73.95367103,40.82201753,BROADWAY,WEST 138 STREET
939,1,939,1,1,0,0,2012,36413,-73.78696618,40.67796823,121 AVENUE,155 STREET
940,1,940,1,0,0,1,2012,11779,-74.02273291,40.61808811,BATTERY AVENUE,88 STREET
941,1,941,1,0,0,1,2012,49091,-73.88466055,40.87974927,MOSHOLU PARKWAY,JEROME AVENUE
942,1,942,1,0,1,0,2012,27710,-73.92816525,40.71420824,METROPOLITAN AVENUE,STEWART AVENUE
943,1,943,1,1,0,0,2012,12226,-74.01531704,40.64720798,51 STREET,3 AVENUE
944,1,944,1,1,0,0,2012,31892,-73.8407028,40.66252295,CROSS BAY BOULEVARD,157 AVENUE
945,1,945,1,0,0,1,2012,40317,-73.73135634,40.69835696,227 STREET,115 AVENUE
946,1,946,1,1,0,0,2012,21306,-73.99406769,40.76155517,10 AVENUE,WEST 45 STREET
947,1,947,1,0,0,1,2012,5962,-74.15551099,40.62866345,NETHERLAND AVENUE,VAN PELT AVENUE
948,1,948,2,2,0,0,2012,19789,-73.95358204,40.71071569,KEAP STREET,BORINQUEN PLACE
949,1,949,1,1,0,0,2012,22698,-73.96980029,40.76291351,EAST 59 STREET,PARK AVENUE
950,1,950,1,1,0,0,2012,52080,-73.85878845,40.82420864,WHITE PLAINS ROAD,STORY AVENUE
951,1,951,1,0,0,1,2012,31428,-73.86370401,40.68248467,95 AVENUE,75 STREET
952,1,952,1,0,0,1,2012,7171,-74.12162564,40.57150139,DALE AVENUE,AMBOY ROAD
953,1,953,1,0,0,1,2012,33372,-73.82163922,40.61487061,CROSS BAY BOULEVARD,EAST 1 ROAD
954,1,954,1,0,0,1,2012,31087,-73.84868336,40.65964402,158 AVENUE,84 STREET
955,1,955,1,1,0,0,2012,58783,-73.78205851,40.7289189,UNION TURNPIKE,187 STREET
956,1,956,1,1,0,0,2012,17189,-73.97829242,40.6060435,QUENTIN ROAD,WEST 5 STREET
957,1,957,1,0,0,1,2012,17401,-73.96522378,40.6096744,EAST 8 STREET,AVENUE P
958,1,958,1,1,0,0,2012,11903,-74.01780244,40.62936684,72 STREET,7 AVENUE
959,1,959,2,0,0,2,2012,28008,-73.90955061,40.69150297,WILSON AVENUE,HALSEY STREET
960,1,960,1,0,0,1,2012,27322,-73.94115035,40.69854113,MARCUS GARVEY BOULEVARD,PARK AVENUE
961,1,961,1,0,0,1,2012,10183,-74.0650771,40.60120439,NARROWS ROAD SOUTH,LILY POND AVENUE
962,1,962,1,0,1,0,2012,53600,-73.85756683,40.86116372,WARING AVENUE,WILLIAMSBRIDGE ROAD
963,1,963,1,1,0,0,2012,5895,-74.1554364,40.60843619,VICTORY BOULEVARD,CHRISTOPHER LANE
964,1,964,1,1,0,0,2012,26911,-73.92834967,40.66864719,ROCHESTER AVENUE,EASTERN PARKWAY
965,1,965,1,0,0,1,2012,31621,-73.85483979,40.68644597,87 STREET,ATLANTIC AVENUE
966,1,966,1,1,0,0,2012,28727,-73.90029426,40.65720888,LINDEN BOULEVARD,JUNIUS STREET
967,1,967,1,0,1,0,2012,23748,-73.94694777,40.79423413,EAST 108 STREET,PARK AVENUE
968,1,968,1,1,0,0,2012,15235,-74.01118994,40.70627873,BROAD STREET,EXCHANGE PLACE
969,1,969,1,1,0,0,2012,55581,-73.82596774,40.75932944,UNION STREET,41 AVENUE
970,1,970,1,1,0,0,2012,13602,-73.98842268,40.60711915,AVENUE P,BAY PARKWAY
971,1,971,1,0,0,1,2012,43320,-73.94154046,40.82844731,WEST 152 STREET,ST NICHOLAS PLACE
972,1,972,1,1,0,0,2012,61272,-73.74654075,40.73577838,SPRINGFIELD BOULEVARD,UNION TURNPIKE
973,1,973,1,1,0,0,2012,55847,-73.81306995,40.75604692,149 STREET,45 AVENUE
974,1,974,1,1,0,0,2012,42007,-73.94234676,40.7947608,EAST 111 STREET,3 AVENUE
975,1,975,1,0,0,1,2012,43899,-73.92146228,40.84028963,JESUP AVENUE,EDWARD L GRANT HIGHWAY
976,1,976,1,1,0,0,2012,26965,-73.92374879,40.6643774,ROCKAWAY PARKWAY,RUTLAND ROAD
977,1,977,1,0,0,1,2012,47535,-73.8835493,40.81060734,LONGFELLOW AVENUE,OAK POINT AVENUE
978,1,978,1,0,1,0,2012,29110,-73.90597001,40.66618182,BLAKE AVENUE,MOTHER GASTON BOULEVARD
979,1,979,1,1,0,0,2012,20479,-73.99995621,40.71801709,CANAL STREET,CENTRE STREET
980,1,980,1,1,0,0,2012,24904,-73.93883676,40.58967043,AVENUE Z,HARING STREET
981,1,981,1,0,0,1,2012,54159,-73.86355916,40.89537702,EAST 233 STREET,WEBSTER AVENUE
982,1,982,1,0,0,1,2012,3673,-74.18098458,40.6124559,GULF AVENUE,BLOOMFIELD AVENUE
983,1,983,1,1,0,0,2012,20859,-73.98586971,40.71751814,DELANCEY STREET,CLINTON STREET
984,1,984,1,1,0,0,2012,20744,-73.9903307,40.73713186,BROADWAY,EAST 17 STREET
985,1,985,1,0,1,0,2012,9079,-74.09752598,40.61407504,GRAND AVENUE,HOWARD AVENUE
986,1,986,1,1,0,0,2012,44161,-73.91239511,40.8309363,EAST 167 STREET,TELLER AVENUE
987,1,987,1,0,0,1,2012,13691,-73.98348873,40.61880002,61 STREET,20 AVENUE
988,1,988,1,1,0,0,2012,15361,-74.00647922,40.71123006,NASSAU STREET,BEEKMAN STREET
989,1,989,1,0,1,0,2012,48666,-73.90107967,40.86275638,WEST FORDHAM ROAD,JEROME AVENUE
990,1,990,1,0,1,0,2012,58642,-73.78964445,40.726425,SURREY PLACE,UNION TURNPIKE
991,1,991,1,1,0,0,2012,16631,-73.96696249,40.60567418,OCEAN PARKWAY,KINGS HIGHWAY
992,1,992,1,0,1,0,2012,40885,-73.92724242,40.73859998,GREENPOINT AVENUE,39 STREET
993,1,993,1,0,0,1,2012,36773,-73.77240016,40.68527962,MERRICK BOULEVARD,VICTORIA ROAD
994,1,994,1,1,0,0,2012,20484,-73.99858926,40.71709951,MULBERRY STREET,CANAL STREET
995,1,995,1,0,0,1,2012,38540,-73.74160078,40.6387911,BROOKVILLE BOULEVARD,ROCKAWAY BOULEVARD
996,1,996,1,1,0,0,2012,47787,-73.90573101,40.84507659,CROSS BRONX EXPRESSWAY SR NORTH,TOPPING AVENUE
997,1,997,1,1,0,0,2012,8539,-74.12043693,40.63224002,CARY AVENUE,ELIZABETH STREET
998,1,998,1,1,0,0,2012,29052,-73.88100157,40.65866381,BARBEY STREET,WORTMAN AVENUE
999,1,999,1,1,0,0,2012,11800,-74.02325796,40.62797141,77 STREET,5 AVENUE
1000,1,1000,1,0,0,1,2012,14928,-73.98800399,40.67507708,3 STREET,3 AVENUE
1001,1,1001,1,1,0,0,2012,23906,-73.96484783,40.80670632,BROADWAY,WEST 114 STREET
1002,1,1002,1,0,0,1,2012,52975,-73.84806834,40.843072,EAST TREMONT AVENUE,SILVER STREET
1003,1,1003,1,1,0,0,2012,46328,-73.90343258,40.76238609,BULOVA AVENUE,BOROUGH PLACE
1004,1,1004,1,1,0,0,2012,23713,-73.94796768,40.77880647,1 AVENUE,EAST 89 STREET
1005,1,1005,1,1,0,0,2012,23643,-73.95270422,40.77656141,2 AVENUE,EAST 84 STREET
1006,1,1006,1,0,0,1,2012,24276,-73.94548195,40.80777263,WEST 125 STREET,LENOX AVENUE
1007,1,1007,1,0,0,1,2012,29439,-73.89216373,40.67627998,MILLER AVENUE,ATLANTIC AVENUE
1008,1,1008,1,1,0,0,2012,18256,-73.96013625,40.65676262,WESTBURY COURT,FLATBUSH AVENUE
1009,1,1009,1,0,0,1,2012,26197,-73.92935451,40.64213432,UTICA AVENUE,AVENUE D
1010,1,1010,1,0,0,1,2012,27698,-73.92576502,40.70880376,JOHNSON AVENUE,STEWART AVENUE
1011,1,1011,1,0,0,1,2012,27111,-73.91702442,40.67068747,SARATOGA AVENUE,EASTERN PARKWAY
1012,1,1012,1,1,0,0,2012,48602,-73.90403593,40.86994916,WEST KINGSBRIDGE ROAD,SEDGWICK AVENUE
1013,1,1013,1,0,0,1,2012,43971,-73.91990725,40.83432336,WALTON AVENUE,TUDOR PLACE
