NODEID,Lon,Lat
592,-74.22566209,40.50576287
596,-74.22721573,40.50776126
597,-74.22757465,40.50676511
598,-74.2256656,40.50680217
599,-74.22614583,40.50933469
600,-74.22579453,40.50838931
601,-74.22545652,40.50683249
602,-74.22465263,40.50682652
603,-74.22471375,40.50850004
604,-74.22723065,40.50985934
605,-74.22715047,40.51191101
606,-74.22639085,40.51005201
607,-74.22532483,40.51230108
608,-74.22451919,40.5104343
609,-74.22386108,40.51474787
610,-74.22657761,40.51727065
611,-74.22529692,40.51771613
612,-74.22567983,40.51856183
613,-74.22499766,40.52046066
614,-74.22504703,40.52212896
615,-74.22066396,40.49674638
616,-74.22342902,40.50230295
617,-74.22184144,40.50253842
618,-74.22360717,40.50308675
619,-74.2237975,40.50528052
620,-74.22124841,40.50510101
621,-74.22378854,40.50683204
622,-74.22377676,40.5086001
623,-74.22321582,40.50865861
624,-74.22290251,40.50893654
625,-74.22158272,40.50894336
626,-74.22222529,40.510607
627,-74.22047534,40.51162026
628,-74.22299025,40.5125622
629,-74.22240311,40.5127287
630,-74.22142142,40.51330207
631,-74.22115119,40.51282691
635,-74.22361162,40.51776911
636,-74.22379596,40.51819635
639,-74.22389087,40.52149572
640,-74.22349209,40.52127829
641,-74.22348474,40.52269219
642,-74.22305412,40.52141938
643,-74.22274101,40.52273052
644,-74.22218859,40.52167177
645,-74.22204421,40.52277822
646,-74.22083238,40.52206389
647,-74.22068104,40.52285456
648,-74.21959843,40.50278572
649,-74.21926444,40.50344294
650,-74.21882885,40.50352478
651,-74.21911083,40.50360637
652,-74.21859752,40.50376843
653,-74.21774119,40.50336373
654,-74.21793908,40.5042003
655,-74.21735454,40.5036429
656,-74.21963108,40.51193297
657,-74.21806897,40.50966292
659,-74.21965858,40.51272182
660,-74.21903071,40.51272427
661,-74.21843609,40.51262966
662,-74.21932522,40.51398372
668,-74.2193978,40.52201129
669,-74.21980228,40.52240298
670,-74.21969974,40.52291615
671,-74.21802828,40.52066373
674,-74.21835568,40.52119945
676,-74.21734611,40.52027368
677,-74.2176057,40.52087169
679,-74.21752763,40.52090994
681,-74.21723042,40.52118441
682,-74.216733,40.52236619
683,-74.21641635,40.50469163
684,-74.21537714,40.50584415
688,-74.21587398,40.5101092
690,-74.21440014,40.51177094
691,-74.21322515,40.51213015
692,-74.21665534,40.51259747
693,-74.21547418,40.51281226
694,-74.21439238,40.51302691
695,-74.21446343,40.51350948
696,-74.21559703,40.51645134
697,-74.21656679,40.52266162
698,-74.21623845,40.52313734
699,-74.21473855,40.52238417
700,-74.21450846,40.52115498
701,-74.21390913,40.52301463
702,-74.21373631,40.52078342
703,-74.21354594,40.52123572
704,-74.21361476,40.52153164
705,-74.21381536,40.52249465
706,-74.21353131,40.50639748
707,-74.21396144,40.50848002
708,-74.21178478,40.50819392
709,-74.21109547,40.50905733
710,-74.21226597,40.51192129
711,-74.21043538,40.511736
712,-74.21008554,40.51079033
713,-74.21070117,40.51241082
714,-74.21247212,40.51749955
715,-74.21215031,40.5164497
716,-74.21182672,40.5154126
717,-74.21002726,40.51686415
718,-74.21017588,40.51716089
719,-74.20962885,40.51580202
720,-74.21275232,40.51840809
721,-74.21304922,40.51953464
722,-74.21168869,40.51858667
723,-74.21202444,40.51977278
724,-74.2110148,40.51993693
725,-74.21062351,40.5187672
726,-74.21040464,40.5178817
727,-74.20972104,40.51891898
728,-74.20983551,40.51924426
729,-74.21267916,40.52167748
730,-74.21173721,40.52224354
731,-74.21140476,40.52118502
732,-74.21162551,40.52185041
733,-74.21118367,40.52316571
734,-74.21080331,40.52231524
735,-74.209653,40.52143569
736,-74.209711,40.52221113
737,-74.20593861,40.49944615
738,-74.20649068,40.51485615
739,-74.20624778,40.51441515
740,-74.20920666,40.51548942
741,-74.20871096,40.51695848
742,-74.20811179,40.51582422
743,-74.20755558,40.51686624
744,-74.20717619,40.51611783
745,-74.20682605,40.51546597
746,-74.20680353,40.51722774
747,-74.20705093,40.517007
748,-74.20667994,40.51764624
749,-74.20645284,40.51651369
750,-74.20650043,40.51720083
751,-74.20612175,40.515881
752,-74.20576346,40.51602362
753,-74.2093432,40.51815964
754,-74.20929829,40.52035832
755,-74.208823,40.51930494
756,-74.20876764,40.51917506
757,-74.20778216,40.51953822
758,-74.20742699,40.51879649
759,-74.20689604,40.51973869
760,-74.20599098,40.51994523
761,-74.2084568,40.5214481
762,-74.20733574,40.52267134
763,-74.2070801,40.52275389
764,-74.20647815,40.52257533
765,-74.20653541,40.52315604
766,-74.20519613,40.51233074
767,-74.20561417,40.51328727
768,-74.20396538,40.51400046
769,-74.20355412,40.51498951
770,-74.20337472,40.51301411
771,-74.20313352,40.51426847
772,-74.20286957,40.5138242
773,-74.20265308,40.51451409
774,-74.2054489,40.51552942
775,-74.2058274,40.5166816
776,-74.20506221,40.51570708
777,-74.20472699,40.51591992
778,-74.20476205,40.51535895
779,-74.20395257,40.51641058
780,-74.20380153,40.51541593
781,-74.20368805,40.51764477
782,-74.20273994,40.51609309
783,-74.20278591,40.51662343
784,-74.20306482,40.51696185
785,-74.20583934,40.51790691
786,-74.20494894,40.51809831
787,-74.20456643,40.52027654
788,-74.20400668,40.5183171
789,-74.20513903,40.52358975
790,-74.20475684,40.52124842
791,-74.20365414,40.52281529
792,-74.20372107,40.52316271
793,-74.20082898,40.5130307
794,-74.19971168,40.51146558
795,-74.20153739,40.5147213
796,-74.20127853,40.51414277
797,-74.20107774,40.51337799
798,-74.20097811,40.51485178
799,-74.20068769,40.51438419
800,-74.20027507,40.51332503
801,-74.20003712,40.5126776
802,-74.1998154,40.51321519
803,-74.19955021,40.51455613
804,-74.19892573,40.51277731
805,-74.19916839,40.51328222
806,-74.19915879,40.51372202
807,-74.20225461,40.51522705
808,-74.20198712,40.51565536
809,-74.19881087,40.51771967
810,-74.20179699,40.51979511
811,-74.20025649,40.51849527
812,-74.20139326,40.5190117
813,-74.20005581,40.52002006
814,-74.19983458,40.51932538
815,-74.19967819,40.51851897
816,-74.19898766,40.51874828
817,-74.20056486,40.52212108
818,-74.19985713,40.52077882
819,-74.19944938,40.52178222
820,-74.19925954,40.52280074
821,-74.19899021,40.52094607
822,-74.19884165,40.52094959
823,-74.19879342,40.52217594
824,-74.19770657,40.51066537
825,-74.19658658,40.50995437
826,-74.19593486,40.5098562
828,-74.19911543,40.51351303
829,-74.19705893,40.51261197
830,-74.19685074,40.51320127
831,-74.19667995,40.5141415
832,-74.19674283,40.514969
833,-74.19873643,40.51679108
834,-74.19865853,40.51609035
835,-74.19785696,40.51546279
836,-74.19679167,40.51555261
837,-74.19681995,40.51592771
838,-74.19684078,40.51620957
839,-74.19690733,40.51693404
840,-74.19586477,40.51702015
841,-74.19578245,40.51608443
842,-74.19564813,40.51609958
843,-74.19541184,40.51516293
844,-74.19851623,40.51834961
845,-74.19863195,40.51882464
847,-74.19727932,40.51997841
848,-74.19738131,40.52026035
849,-74.19756724,40.52050353
850,-74.19699601,40.5178651
851,-74.19713591,40.51912603
852,-74.19720679,40.51960439
853,-74.19661159,40.52053181
854,-74.19632628,40.51992763
855,-74.19606698,40.51799213
856,-74.19613092,40.51866299
857,-74.19619814,40.51942383
858,-74.19593448,40.52009924
859,-74.19521452,40.51828888
860,-74.19519008,40.51999879
861,-74.19792413,40.52254571
862,-74.19605391,40.521131
863,-74.23044012,40.52461023
864,-74.23035704,40.52572763
865,-74.22969047,40.52362026
866,-74.22954185,40.52455913
867,-74.22878969,40.52340903
868,-74.22864673,40.52373659
869,-74.22843381,40.52582608
870,-74.22725558,40.52523988
872,-74.23022838,40.52766623
873,-74.22865548,40.52757245
874,-74.23109097,40.53326663
875,-74.23023601,40.5331481
876,-74.230001,40.53447894
877,-74.22857703,40.53655311
878,-74.22848108,40.53683111
879,-74.23086346,40.54152397
880,-74.22915212,40.54117276
881,-74.22924923,40.54333722
882,-74.22903025,40.54364942
883,-74.22971156,40.54422557
884,-74.22852556,40.54314681
885,-74.22905201,40.54400413
886,-74.22895083,40.54433362
887,-74.2282622,40.54590502
888,-74.23051563,40.54545551
889,-74.22978273,40.54596918
890,-74.22887237,40.54660171
891,-74.22684483,40.52428134
892,-74.22725413,40.52587574
893,-74.22580203,40.52417189
894,-74.2258879,40.52488247
895,-74.22513723,40.5254012
896,-74.22442981,40.52403088
897,-74.22355805,40.52421201
898,-74.22692615,40.52810693
900,-74.22639238,40.5271565
901,-74.22616862,40.5277884
902,-74.22567956,40.52915255
903,-74.22569368,40.52991107
905,-74.22483874,40.5302502
906,-74.2248855,40.5324051
908,-74.2239445,40.53198804
909,-74.22396908,40.53226672
910,-74.225016,40.53691619
911,-74.22440382,40.53705458
912,-74.22489429,40.53961299
913,-74.22441299,40.53727095
914,-74.2250841,40.54052977
915,-74.22516318,40.54082744
916,-74.22542456,40.541593
917,-74.22478808,40.54042076
918,-74.22471834,40.54081468
919,-74.22409968,40.54078212
920,-74.22333915,40.54902097
921,-74.22369981,40.52499287
922,-74.22365268,40.52544131
923,-74.2236403,40.52554532
924,-74.22313301,40.52348277
926,-74.2214224,40.52521658
927,-74.22106449,40.52599972
928,-74.22090293,40.52481567
929,-74.22359083,40.52643426
930,-74.22359063,40.52680311
931,-74.2211477,40.52703788
934,-74.22394884,40.53083583
935,-74.22264377,40.53059626
936,-74.22230834,40.53135626
937,-74.22234339,40.52929034
938,-74.22205578,40.52980012
939,-74.22169781,40.53049228
940,-74.22159713,40.53091264
941,-74.22169247,40.52972995
943,-74.22130549,40.53045204
944,-74.22122356,40.53085597
946,-74.22062456,40.5308153
947,-74.22055708,40.53110786
948,-74.22086218,40.52895533
950,-74.22307377,40.53213041
951,-74.22323491,40.53292183
954,-74.2221916,40.53203702
956,-74.22213773,40.53249924
957,-74.22210718,40.53277925
958,-74.22204477,40.53286412
960,-74.22112581,40.53189648
961,-74.22101664,40.53235064
962,-74.22318413,40.53534902
963,-74.22319118,40.5355554
964,-74.22248658,40.53560095
966,-74.22193679,40.53563874
967,-74.22378792,40.537195
968,-74.223786,40.5379956
970,-74.22379569,40.53888153
971,-74.22327354,40.53664703
972,-74.22330044,40.53728956
973,-74.22317298,40.53807852
974,-74.22297267,40.53918074
975,-74.22251728,40.536692
976,-74.22269435,40.53802424
977,-74.22263129,40.53918091
978,-74.22231155,40.53805367
979,-74.22221749,40.53863195
980,-74.22212194,40.53920239
982,-74.22163105,40.5367888
983,-74.22102869,40.5374836
984,-74.2210631,40.53813464
985,-74.22110291,40.53870498
986,-74.22101437,40.53927426
987,-74.22132231,40.53698287
988,-74.22134943,40.53745621
989,-74.22054723,40.53930437
990,-74.2235783,40.54018452
991,-74.22348404,40.54075053
992,-74.22217476,40.54221756
993,-74.22205906,40.53985218
994,-74.22156951,40.53985183
995,-74.22167582,40.54095556
996,-74.22153326,40.54058628
997,-74.22185851,40.54142075
998,-74.222095,40.54189001
999,-74.22112723,40.54106426
1000,-74.2209337,40.54058176
1001,-74.22082352,40.54113509
1002,-74.22094232,40.54164032
1003,-74.22116502,40.5422342
